text,stars
"I have heard so many things about the Free House Pub and I thought...hmmm, it is about time I tried it.  And?  No regrets!

I ordered their prime rib sandwich with harvati cheese.  This is honestly the BEST beef sandwich I have had in Madison.  (Technically they are in Middleton, but this  sandwich made up for the distance.)  The harvati cheese provided a nice flavor pop to the sandwich.  The bread was also well chosen.  It was on a soft roll, not too chewy.  My big complaint?  The au jus.  It was SO salty.  It was pretty much inedible.  Luckily, the sandwich did not need the extra moisture.  

I upgraded for $1.50 to the garlic parmesan fries.  They were delicious!  The fries were crisp, hot and nicely seasoned.  They came covered with fresh parmesan flakes.  Absolutely delicious.  The aioli that came with the fries was good.  Not great.  It was creamy and a little sweet.  The fries stood alone but it would have been nice to have something with a more savory flavor.

I paired my lunch with a beer from Ale Asylum Hefeweizen.  The beer and cocktail menu was pretty expansive.  I wish I had tried a house cocktail rather than the beer.  It was just ok.  

I definitely plan on going back soon.  We ate on the patio, which is gorgeous and nicely covered.  Whether you want something shady or sunny, you can find it.",1.0
"Been coming here for awhile now, and I was also here for a soft opening or grand opening?? The inside and cake displays are amazing and very creative. Definitely worth the drive from the west side NV to Henderson. Thy best opera cake!!! This is the place for good sweets. Here they have a whole stand just for macaroons and cupcakes . Assorted flavor and some seasonal macaroons, there is always something new to try.",1.0
"$9.50 for a movie (afternoon movie) where you sit in leather reclining chairs is pretty freakin awesome, if you ask me!
Movies are such a rip off nowadays. I feel like an old lady....it's too loud, but jeez, it IS so damn loud. It takes a while for my ears to adjust to it.
The beers inside are $7....I guess it's not too bad since you are out. (go to barleys next door for a huge $5 beer). 
The bathrooms were clean here. You can (and we did) order tickets online. 
So, back to those seats. Leather, comfortable and super roomy. I dont mind paying when I'm that relaxed! There is room for your drink, and a tray that will hold your food.
It's far from my house, but I'd rather drive there then go to Red Rock. It's worth checking out fo sho!",1.0
"I'm going to start by saying, this is not your big box grocery store. This is a small local owned run of the mill, I need something quick store. 
If your looking for great specials and ample inventory to browse from, forget it. 
You get the necessities here. 

Why 4 stars? 
I think this little grocery is great for what it is.
2 Redbox machines! 
A great deli\/bakery! Donuts, Yes!!!!!!
The chicken dinner specials are awesome, and cheaper than KFC most of the time. 
It's close enough to where I live when I need something fast.

The meat dept. is great. They will cut you a chunk of something if you ask and they have a nice selection at good competitive pricing. 

If you browse through out the store you will also find blue tagged items that are on clearance. Who doesn't like cheap, half priced items (mostly canned items)? 
Yeah, it's food and it goes bad when know one is buying it, but you know what.....a lot of this food keeps for a long time and I enjoy a can of baked beans for 20 cents as much as the next guy! 

When I find something I want in their weekly circular, I enjoy that all I have to do it walk in, grab it, and the check out person scans their coupon in for me every time. That is great! None of this, ""do you have a Sentry card"" nonsense. 

My go to grocery store.",1.0
Ok so yes the service isn't amazing and the decor is outdated but the dim sum was cheap and tasty. The only thing that bothered me was that they charged for the tea.,1.0
"I've eaten here and also gotten carry out, and both were great. Quick and friendly service, good prices, good falafel.",1.0
"I would consider this a neighborhood bar.  But I can see people from outside the area coming here because there are many good things about it.  
The atmosphere is  in no way pretentious.  Yet it is a bit more upscale than your average neighborhood bar. Service was really good. Always new when to come by and check our beers.
The menu had some nice regular selections you get at a bar. And then some other items like Asian shrimp tacos. Very good. Only problem was, the shells were really chewy and hard to bite thru. Someone else said the same thing.  Are they microwaving them? That changes the texture of food. 
Wings were oh so tender and hit the spot. 
Nice beer tap selections.  And good bottle choices.  It was not a rip off price-wise.  
One of the things I liked was the music room in the back of the bar with doors to go thru. So, as a patron you had a choice to listen to music or hang out at the bar and converse without screaming. 
This is a classy joint!",1.0
"I *love* this place!

I recommend using Open Table or calling for a reservation ahead of time because this place gets PACKED.  Somehow I can always get a reservation right away, but without a reservation there's a wait.

They have a really nice outdoor patio that I like in the warmer months.  In the colder months its indoors, and the building used to be an old hotel.  It feels like an old building.  Its a nice restaurant but it does look a little bit dated upstairs with the green stripes on the walls.

BUT---are you here to check out the decor or are you here to EAT?

I effing love Atria's food.  It's probably so unhealthy but I don't care.  Why is it so good?  How???  I strongly recommend the Miso Glazed salmon, the meatloaf, the pot roast, the goat cheese ravioli and their reuben's are to die for.  Literally you might die, bc they are so tasty they've got to be FULL of butter.

No one ever ate a reuben for their health.

The pot roast nacho's are OUTSTANDING.  In fact ,any time I want to get my Dad to come to Atria's with me, I don't ask if he wants to go to Atria's, I ask if he is in the mood for Pot Roast Nachos.  Turns out, Dad's always in the mood for pot roast nachos.

The only thing on the menu I don't recommend are the fish tacos.  I had them on Saturday and they were just not excellent.  Still tasty though!

The service is outstanding.  Our waitress this past Saturday was Daya and she was so pleasant that we'll ask for her section when we come back.

They have a killer cocktail list too, the Blood Orange martini tastes like angels squeezed it from golden oranges in heaven.  ???  Ok, I don't know what that meant, it is just a damn good martini.

Also, I spent my formative childhood years in Stuttgart, Germany.  Their Oktoberfest menu is HANDS DOWN the most authentic, best tasting German food in Pittsburgh.  I get asked where to get the best German food all the time.  It's at Atria's, during their woefully limited Oktoberfest menu.

The Chicken Paprika is ...  AUSGEZIECHNET.  WUNDER BAR.  Really effing good.  

Everyone in Pittsburgh eats at Atria's, but if you havent yet, you really should make a reservation!",1.0
"I liked this place! Nice interior layout, great plate presentations, and i enjoyed the flavors of the breakfast dishes! Its loud in here, but its a great place to definitely enjoy brunch with friends and family!",1.0
If you need a massage then this is the place to go!! I have had many massages over the years but the one I received from Gary today was the best ever! You won't regret it. I left feeling relaxed from head to toe. The pain in my back is gone and I feel renewed! I'll be back next month!!,1.0
If you need immediate service and hand-down gorgeous color....Call Angie!  She has the best customer service.  Best color.  And the color lasts!   Worth every penny. The price of confidence and beauty is undeniable!,1.0
This hardware is very convenient and has competitive prices and they provide good service. Thank you Frank!,1.0
This old fashioned ice cream shop is located in the up and coming Gordon Square. The ice cream is amazingly delicious. There aren't many flavors but everything is made fresh (my favorites are the coffee and cookes n cream). They also have fancy chocolates and phosphate sodas. I've taken my family and friends here many times and everyone has loved it.   It is a little more expensive than your average ice cream place but it's worth it!,1.0
Love love love all the sad flavors and this is the only place in town I can find Harry Potter candy and butterbeer :). My boyfriend loves the green river soda so we will back again and again. They are always friendly and now have a punch card for discounts! Awesome place for gifts and out of the ordinary stocking suffers and b day treats.,1.0
"I have to say, they have the best steak in Scottsdale. I would come here each time I was craving steak. I love the sports memorabilia and the fact that it's so close to bars and clubs. If you are in Scottsdale and want to drink a lot and not get a hangover, eat steak here first. They have great appetizers and great service. What's not to like about that?",1.0
"Stayed here for one night while road tripping in Arizona. The location is very convenient. There is free parking which is always a plus. The front desk staff was pleasant. I got a very good rate so I feel like I can't complain much. My only complaint would be that the walls are quite thin and I could hear the TV and conversation of the guy who was staying in the room next to mine, nothing a little background noise doesn't drown out. The hotel is clean and well kept. Free breakfast is served every morning in the lobby. Also free wifi which works fast.",1.0
"The best view in the valley! The patio overlooks the valley,  what a great place to relax and sip on some wonderfully prepared cocktails with your significant other.  The food is always something special,  artfully prepared.  The staff is always on point and ready to please.",1.0
"I contacted Carpet Monkey's to repair some damaged carpet and I was very pleased with their work ! 

I will recommend Rick & Carpet Monkey's to anyone shopping for exceptional work & service at a competitive price! 

It's awesome that we still have worthy businesses in Vegas that are customer driven and take pride in their work!!",1.0
I got the pulled pork sandwich and put the screaming beaver sauce in it. Let me tell you it was the best pork I have had at a restaurant. Fall off the bone juicy goodness!  The screening beaver sauce is a must have as well if your a spicy fan!,1.0
"Great place for art and culture here. I never get tired of seeing the Dinosaur exhibit here. I thought an hour and a half would be enough time to check this place out but I was way wrong. Between the arts and history museum you need at least 3 to 4 hours to check out everything. 

We only put 2 hours in the meter and it took us an hour just to get through the art exhibit and that's because we rushed and didn't even see one of the rooms. 

We ended up having to rush through the dino exhibit which is my favorite of them all. I did manage to see the gem room though. The mirrors really make youfeel like the room is 10 times bigger than normal..So awesome!! I would definitely spend more time here next time and be sure to stay for at least 3 to 4 hours before hand.

They always have different exhibits on display as well as the cultural area where they show off ancient roman architecture like buildings, statues and walls. it was a great place to be, I even considered having my wedding photos done here.

CHECK IT OUT!!!!",1.0
"For a few years now I have stopped at True Essence to buy product.The shop is pleasant, smells fantastic (AVEDA)  and the staff is friendly and not snobbish like some Salons I have been to in the Mesa area. I was in need of a new stylist and decided to make an appointment. I called Thursday and was in on Friday to see Hayley who was well spoken, paid attention to details, paid attention to my hair texture, length, and skin tone to help me choose the right shade and tone of brown. We selected a color and the deed was done. It was a perfect job.I really could not be more pleased. I had read some reviews on Yelp for this salon before I went so I was a little apprehensive about pricing, but my color and cut were very reasonable. I was not charged for blow drying or anything extra that should be included in Hair Cut & Style. And I love my new hair color! I will absolutely return to this salon and maybe try a pedicure next time.",1.0
First time eating Korean and it was amazing! Bring your appetite. Each dish comes with little side dishes yep dishes about 7 for each order and a steamed egg! The yogurt shot at the end is another taste bud pleasing experience! The Eel dish and seafood pancake were out if this world. The seafood pancake is the side of a medium pizza so bring a friend or three to share this yummy experience with!,1.0
"Very good very helpful, little pricey but they get the job done!!!! Fast and close to home , very convenient.",1.0
"My favorite Friday night spot. Love the food, especially the Gardein options, great variety of beers, and excellent service.",1.0
"Excellent relaxed, calm atmosphere. Great for having a nice conversation, or intense debate over a well prepared hookah. Friendly helpful staff, and good service. When preparing a bowl of Fumari, should be using a vortex or phunnel bowl to keep the flavor; otherwise you may as well be smoking Starbuzz, or Al Fahker.",1.0
"I love, love this place. Now, it is a little on the expensive side, but it is well worth it. The last time I was there, I had the almond french toast. Absolutely amazing!!!

If you are hungry, get an omelet. They come in four egg or six egg. It's a breakfast fit for a King.  Yes, five stars for a breakfast place is odd, but it's always that good.  Even the coffee is fantastic.",1.0
"I've been seeing Bao for years for haircuts and color, and she does an outstanding job.  Staff is always friendly, nice atmosphere.  Highly recommend.",1.0
"This is why I love Arizona!
Just going to the bank and noticed this restaurant. Never heard of it, really never noticed it ever being there. Was in the mood for some plain asada tacos with everything on it! They were great! Loved the marinated meat, with guacamole, cilantro. Nana is a little hole in the wall, one of the places you want to support. Living is Surprise we don't have anything like this. Everything is big chain restaurants. 
This is a nice place, very clean, and very nice people working there. One thing I noticed, is Arizona is loaded with great Mexican food establishments. You just need to find them.",1.0
Great group of doctors always willing to accommodate patients and at times can get you in without an appointment.,1.0
"This place never disappoints. The staff is excellent and the food is delicious and fresh. I love the chicken pistachio pomegranate salad, so yummy! My sister loves the morning glory muffins. This is our go-to lunch spot and we have never had a less than great experience; keep doing what you're doing Wildflower!",1.0
Such a beautiful ambiance! My good friend took me here and since then cannot stop raving about it! I even loved the glass ware! The lead bartender was attentive and easy to talk to. The wine was delicious and the couches  were comfy:) I definitely recommend going with just a couple friends or reserving it out for larger parties. Check it out!!,1.0
Fancy restaurant. Somewhat upscale. Perfect to come in after a wining night at the casinos! Or if you simply want steak. We were a group of 8 with no reservations and got seated instantly.  Greeter asked if we had reservations and when we said no he said he would still help us out. Although they can only seat  4 at a table they still placed us close by each other.,1.0
"I really love Peppermint and it is a real treat to go for lunch. It is really clean and has a better decor than any other Thai restaurant I have visited. The stadd has always been friendly and the service attentive. The first time I ever had Pad Thai was here. I tried it somewhere else afterwards and then determined I would only get it here. Their crab rolls and spinach potstickers are very good. Panang curry is where it's at for me. I have had it pretty spicy here and have enjoyed every runny nose, too.",1.0
Got my very first tattoo done by Ainjil and I absolutely love it !! She did a fantastic job and I can't wait to get more done by her .,1.0
"What a wonderful restaurant!! Absolutely loved the food, the ambiance and the service was excellent. My good friend and I stumbled upon this place after a long day in the Arizona Science museum. You literally walk outside of the museum and there it is! So convenient! Especially since we were all hungry. We chose to sit outdoors and enjoy the beautiful outdoor seating area, the kids had plenty of room to run around while we enjoyed a glass of wine and waited for our food...SCORE! We had the farm salad (arugula, fresh pear and Gorgonzola), fresh mozzarella\/tomato salad and kids stuck to a margherita fresh basil pizza and a pepperoni combination pizza. Everything was delicious!
We will be coming back for sure.",1.0
"You are always pleasantly greeted when you first walk in. I really enjoy the garlic chicken pizza and my kids are fans of the pepperoni or sausage pizza (depending on the day). Staff always ask if you have any questions about baking the pizza before you leave and everything is made within minutes. Priced well, but only after using their coupons.",1.0
Went to get my car wash  at los Olivia hand car wash  today and notice a  hot dog stand on the corner of McDowell and 3rd st. I ordered  the basic Chicago dog . All I can say is that I will be back. . .everything was fresh and had a  great home taste . .,1.0
"Got my wisdom teeth removed today and I loved the clinic very nice and clean,  the staff was very friendly and professional.  They explain everything to you and answer any questions you may have.  I would definitely recommend this place they're awesome! !",1.0
Two bean burritos with no onions and two taco supremes. It's been my go to snack for 25 years. I love Taco Bell!,1.0
"Hands down great service and a great place. They are very professional and clean, plus have a good selection of therapists. Call them now!!!",1.0
"Love, Love, Love this place!
The whole family (from teenagers to grandparents) have been coming here
for years, and never have a less than excellent experience.
Really fair, good prices, wonderful service, great communication... AND they
have the sweetest, most lovable dog in the world available to love on!
What else can I say??",1.0
great food and good atmosphere. cool wait staff too! A little crowded but overall great experience. Will def have to go back soon.,1.0
"I've been to Cornerstone a handful of times for both brunch and lunch, and I've generally had good experiences. I see many others have had problems with slow service -- maybe I've just gotten lucky, but even during crowded times, the wait staff taking care of us have always been pleasant and attentive. They are a touch on the pricey side, but I think their food is generally high quality. 

For brunch, I'm a big fan of the cinnamon pancakes with red potatoes on the side. Their pancakes are moist, tender, and generously swirled with delicious cinnamon and sugar flavor. The red potatoes are well-cooked, flavorful, and not too greasy, so they don't sit in your stomach like a gut bomb as soon as you eat them. For lunch, I'm partial to their veggie burger with sweet potato fries. They immediately get brownie points for offering sweet potato fries as an option instead of regular fries, and they're tasty to boot. The veggie burger is delicious, and you can actually see pieces of bean, quinoa, corn and veggies scattered throughout the burger. I appreciate a good homemade veggie patty instead of some artificial, processed Morningstar nonsense.

As a bonus, the steam that comes out of the vent from the side of this building smells insanely good. Like, when I'm walking my dog around the neighborhood and we pass by here, we both (my dog and I) stop and just take in the delicious aroma. I don't know what it is, but it just smells like every tantalizing savory food smell combined into one. I probably look like a lunatic, but I don't care, because free smells = awesome.",1.0
"I brought clients here on a Thursday evening for dinner around 800 pm. I recommend reservations since  the place gets busy. My clients who arrived from Denver around a year ago and never experienced Mastro's previously so I knew they were in for a treat.

We started off with drinks at the table  once we were  seated and were brought the awesome bread basket -  I indulged in the pretzel bread yum! We ordered a few appetizers - scallops, crab cakes and ordered our starter salads. I opted for just the 1\/2 salad of the iceberg wedge - it's plenty large and so yummy. For my main entree I went for he rack of lamb and we shared several twice cooked potatoes and cream spinach. Everything was spectacular and the service was stellar! My lamb was cooked to perfection and  my clients were impressed as I expected. The only con was nobody had room for buttercake!

I received a telephone call from Mastrro's the following day thanking me for my business which again is so out of the box. I'm happy to see even with the change of ownership that nothing has changed here!",1.0
"This place is cool. Super friendly they are really trying to grow the craft beer community in Charlotte. Lots of great beers and feel free to combine them for more options. With local regulations the only food is from a food truck in the parking lot but they usually have a good truck parked out there. Great spot to meet friends, listen to music or just drink great local beer.",1.0
"This place is okay.  I wouldn't go out of my way to eat here but I would consider eating here again.  I thought it was a little expensive for what you got.  We had a greek salad which I asked for the dressing on the side and did not get.  The salad over all was good and I would get it again.  We had grilled chicken with rice and French fries and should have probably gotten the salad instead of fries, it would of been a better combo.",1.0
I visited Marquee recently and was surprised by the amazing format. The layout of the venue itself is amazing. The best part is having both the indoor and outdoor section of the club making things different than most clubs in Vegas. Overall This venue is a must see as they throw a great party.,1.0
"Unreal. Best restaurant in Toronto in my opinion. Expect to wait at least an hour if you don't have a reservation. My favourite dishes are the Basque cake, grilled octopus, oysters, charcuterie, chorizo and grilled leeks.",1.0
"Love this place.... Great energy, tasty food, love goes into every cocktail and it's worth the wait. The staff is always on point and happy to give amazing service.",1.0
"Amazing! Love the decor, the chef was so sweet and came and talked to us for like 20 minutes. We got Foie gras and beef tartare for apps, I got the chicken, and my fiancé got the lamb. Everything was delicious! Loved this place",1.0
"I love World Market.  It never fails, I can find something at this store that I ""need"" to have.  From wall art to interior decor to kitchen items to gift cards to wine this store has something for you.  I love their card selection.  I've purchased more cards at World Market in the past year than Hallmark.  I like the variety.

There is a great selection of home decor items from wall art to furniture.  I'd probably decorate my whole house from this store...if I had a house...or an apt.  Maybe some day...

I also love looking at all the dish and glassware.  I'm a sucker when it comes to this stuff, as well as kitchen gadgets.  I am a bit of a kitchen  gadget \/ appliance whore.

The back of the store has fun lights \/ lamps, baskets, and of course there is the international food items.  If you're ever looking for stocking stuffers or a Easter basket filling, step on over to World Market and check out their candy \/ kitch stuff in the back of the store.  There's bound to be something interesting you can throw in your gift!

Stop back frequently as the product rotates with the seasons.  I'm sure you'll find ""SOMETHING"" you just ""HAVE"" to have.",1.0
Super Super nice! Always forget they're here. Definitely need to use this store for all my shipping needs.,1.0
"The BEST dry cleaning business that I have ever been to in Las Vegas. Competitive prices, quick service, and overall a great place. Highly recommended.",1.0
"I found this restaurant thanks to yelp. Lived in Cleveland a number of years without ever knowing it was here, Called for a reservation and talking with Junior was like making a new friend on the phone.

Arrived hungry at 3 when they opened with no preconceived ideas, which I recommend all first-time diners do here. You know about the relaxed atmosphere and long wait so don't come and then complain on yelp.

Had planned to have Gumbo, Etouffee and Jambalaya but ended up with Chicken Remoulade and Jambalaya. I had to close my eyes when I tasted both as it was so good I'd only dreamed of Cajun\/Creole food being so delectable.

Did not order any alcohol. I wanted to stay on my chair! Nor did we have rum cake. Couldn't hold another bite.

Junior's place is larger than a reviewer mentioned (5 tables.) It could easily hold 25 diners and a group will make for a fun time. This wonderful man cares deeply about his food, his restaurant and his guests. I admire him for who he is and what he does.",1.0
"Every time I go to this museum, I feel lucky to have access to such a beautiful museum at no cost.  They have all different kinds of art and you can spend hours upon hours here. I enjoy the impressionism paintings and the asian art collection.  My favorite is the armory room for some odd reason.  They also have an app and a huge touchscreen wall so you can learn more about their art pieces. They also have a neat interactive children's area.  I've been to a couple of special exhibits, most recently the yoga exhibit over the summer. Definitely worth the cost of the ticket.  This is a must-see in Cleveland!",1.0
"During my trip to Las Vegas, our friends brought us to Vitner Grill for a lovely dinner.  The location is in a business area and may be easily missed, but find this place...it's worth it. First, the atmosphere is a throwback to a bygone era. I love the seating, the colors, the old movie snippets.  Our waiter, Michael, provided exemplary service.  He was engaging, knew the menu well and was fun!  Our party of four began with wine flights and glasses of wine along with a plate of fromage and carne. The duck was amazing!  I was happy my favorite sauvignon blanc from New Zealand was served here.  I loved how the butter was served molded into two wells filled with herbs.  The bread was tasty especially the cranberry -bacon and olive bread! Next my husband and I shared the Caesar salad wrapped in prosciutto. So good!  Our friends shared a Caesar salad as well. For our entrees, my husband and girlfriend had the sea bass, I had the halibut and my other friend had the scallops.  All the entrees were delicious (yes, I tasted them all!). I think I would order the scallops next time as they were huge and cooked to perfection. For dessert, my friends ordered the Turkish coffee cheesecake. We were too full to order dessert, but did nab a taste of their delightfully rich dessert...yum!  Everything we ate was not only pleasing to the eye in the presentation, but was pleasing to the palate.  I highly recommend this restaurant especially if you are staying close by at the Red Rock Casino Resort.",1.0
I could probably eat 3 or 4 pounds of seafood here.  The seasonings are great and the seafood is pretty fresh. Prices are affordable. You won't catch me wearing a bib though.,1.0
"Lighting was really poor, menu description really small, thank goodness for flashlight app. Filled up a little to much on chips and salsa. First brought out soup that was good but all it was is broth. Service slow but they did stop by our table to ask if everything was OK. Good was good, I had Chili Colorado and it was cooked perfectly. I would recommend it if you on that side of town.",1.0
the spaghetti dinner is huge-en0ugh for 2 people. very tastey and flling. the calzones are also great-also enough for 2 peny and miss the ricotta\/mozzarella calzonesople. i grew up in ny and miss the rocotta csalzones that are sols on the street corners. the service is also great at pizza heaven and i really like the hometown atmosphere,1.0
"Beer and coffee together, how could it be better than this? Whenever I travel, I always look for independent coffee places\/local brew type establishments. This was two for the price of one. Very cool decor, comfortable, staff is ridiculously friendly, but not in an overbearing way at all. 

They work with Cartel Coffee, which I had earlier in the day in downtown Phoenix and I can attest to the fact that it's really good stuff, even for the coffee snobs among us.

I chose from the fairly extensive beer menu and really combined the coffee and beer idea with Cartel's coffee stout (not sure that's the exact name, but you get the point). It was a perfect way to spend a late afternoon in Scottsdale... and it's nicely tucked away from the craziness of Old Town Scottsdale. 

I can't wait to come back.",1.0
$6 cover change but Yelp had a 50% discount available tonight.  Good music but classics more than modern stuff.   It's lots of fun.   I don't think they serve food so good thing we ate before coming.,1.0
Just came to have Ox Tail soup..... 11pm to 9 am,1.0
"perfection. Probably the best dumplings I've had in ages. Terrific kimchi. Near UNLV!  Off Trop @ Eastern on the northeast side, next to Baskin Robbins.",1.0
"Great salsa, guacamole & queso and chips appetizer just $5 on happy hour special. Very friendly service. We'll be back.",1.0
"Thanks to Brian and the rest of the gang at Syn Shop. I contacted them to visit with a group of educators, artists, mathematicians, scientists, and techies. They were completely welcoming and INSPIRING! 

From arts & crafts to programming and woodworking, this diverse group of makers share a collaborative spirit and a drive to explore and innovate.",1.0
"The employees were incredibly friendly and helpful, even offering a suggestion to my 12 year old daughter who is a bit picky with foods. We had the #35 and #20 and both were delicious! I thought the portion size was right on, especially since it also comes with a side. Sure you could spend a dollar or two less at a fast food drive through but this is is quick, casual dining with high end taste and ingredients. Also, we always love finding a local spot that is family friendly and satisfies our foodie palettes!  Definitely will be coming back to Zookz and recommending to others for both the food quality and excellent service.",1.0
"Beautiful facility, caring teachers, and happy kids!

My husband and I are lucky enough to have mothers that have been willing to care for our two-year-old since she was a baby. We didn't ""need"" day care necessarily, but we wanted to give our daughter the opportunity to interact with kids her own age. (We take her to the park sometimes, but it's not the same as daily structured interaction.)

We toured four different daycares in the area with our daughter. Tutor Time had the best facility by far, and during the tour our daughter played with the other kids in her would-be class. The teacher even took time out to get to know her before we made our decision to enroll.

Because we already had ""free"" daycare from our family, we only wanted to enroll her a couple days a week. Our daughter currently attends two half days a week. She loves circle time, playing on the playground, and snack time and naptime. The first few days she was there, I was able to call and they'd patch me directly through to her teacher for updates on how she was holding up. For the first month when she'd get there each morning the teacher would let her sit on a chair and get settled in before interacting with the other kids. Now that she's more comfortable, she marches right in and starts her day playing. I appreciate that the teachers took the time to get to know her enough to know what she needed in order to really thrive in the class. Now our daughter always gushes about what she did each day when we pick her up. As a bonus, they also give daily reports of how many times they went potty\/had a diaper change, what their activities were for the day, and what they ate for lunch.

I highly recommend Tutor Time! :)",1.0
"I've had the best thali of my life at this small, friendly restaurant on Somerled. Under $10 you can have almost half a pound of delicious food ! What I liked the most was the choice of dishes available to include in our thali and the possibility to have it more spicy. Also, the service is really quick and the people are so kind ! And they deliver!!! :)",1.0
"I liked this place.  The food reminded me of Thai cuisine with it's curries and tropical influences. 

Met a group of about 10 friends, and everyone ordered different items that we all ended up sharing.  There was a giant Lazy-Susan in the middle, which made it easy to share. 

I ordered the first item on the menu, which was the Roti Canai.  It's a thin pancake accompanied by a small bowl of a curry, coconut broth for dipping. It was a little spicy too, which I loved. 

Then I ordered the first dish in the noodle section called Char Kway Teow. This actually turned out to be my favorite dish of all the dishes I tried. 

I don't know all the names, but on the table were a couple of curries, a beef and a chicken, some chicken feet and noodles, a duck noodle soup, basil chicken, a shrimp dish with way too many onions, sizzling beef, and another Char noodle dish. 

I liked all the dishes, but was lucky enough to have chosen my two favorite. 

Oh yeah, and the prices were super cheap too!!",1.0
I personally have had nothing but amazing experiences with PLRG. The staff has always been super friendly and helpful but not up in your face pushing product. I like my space when I am shopping but if I have a question they are there to help. The perfect combination in customer service.,1.0
"Oh My gosh everything here is so delicious. Chocolate covered strawberries, cupcakes, truffles, pastries: it's all delicious. Great place to go for dessert for two or to get something to give as a gift.",1.0
This place is amazing. The food wine and everything about this place is nice. Even the price is nice. I had the pizza and beef carpaccio and a Caesar salad and a bottle of wine for under a 100. Will be coming back vary soon,1.0
"great food and service (and the decor is clever!) 

things we liked:
- foie gras slider: this is small and expensive but so tasty!! my favorite thing we ordered
- poutine: needed a bit more cheese curds but still good 
- lamb meatballs: good flavor and sauce
- truffle mashed potatoes
- lobster mac and cheese: pasta was very al dente with huge chunks of lobster 

other things we ordered that weren't great but still not bad: 
- seafood platter: fresh but nothing special
- steak tartar: a little bland
- welsh rarebit: basically soggy cheesy bread but a little plain and flavorless 

overall a satisfying meal-  would come again for that tiny foie gras slider!",1.0
"I came in here to buy birdseed and left with seed, laughs and knowledge about birds. 
This isn't a store where you can purchase birds. However, if you are a loving owner of a bird, this would be the place to board your bird. 

The owner Angie is the most incredible fun knowledgable person I have met. I enjoyed talking to her more than buying the seeds. I would HIGHLY recommend this place if you have an exotic bird.",1.0
