text,useful,stars,date
"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets.",0.0,1.0,2016.0
"The Amazon Fire Hd8 has great features. The size is perfect to carry anywhere. Excellent apps and accessible to books, movies, games etc. Clear screen. it was very quick and easy to setup and begin using.",0.0,1.0,2016.0
"I have had several budget tablet, but this blows them all away. You have to be willing to be invested in the Amazon ecosystem, but it is well worth it.",0.0,1.0,2016.0
This tablet is a good one for everyday use. It is small but it has a clear image. Not sure if I really wanted one this small but its ok for now.,0.0,1.0,2016.0
"This does not run Android, so no Google Play store. Amazone apps are moztly the same titles, but not all are available that you can get through Google Play. Bought this for our daughter and she enjoys it. If you have an Amazon Prime subscription you can get a lot more out of this tablet as well.",0.0,1.0,2016.0
"Bought for daughter, love the parental control and curfew setting",0.0,1.0,2016.0
I like the portability of it. I take it with me when I babysit my granddaughter.,0.0,1.0,2016.0
bought as a gift she loves it great with amazon prime,0.0,1.0,2016.0
Had the previous version of this tablet and was looking to upgrade. Got this on sale and am very pleased.,1.0,1.0,2016.0
My daughter love this tablet! Easy to use and carry,0.0,1.0,2016.0
"The best kindle fire ever, love how quickly the apps run, being able to watch movies, listen to music, etc. on it",0.0,1.0,2016.0
The salesman was very good pointed us in the right direction. The tablets are perfect for our triplet grandsons.,0.0,1.0,2016.0
Excellent value for the price. Super easy to use and set up. Wonderful display. I love the fact that you can add an sd card for more memory unlike the old Kindles. Plus I'm really impressed with the fact the Amazon has such great offers.,0.0,1.0,2016.0
"I love my kindle. It fast, great pict quality and is so convenient to use. I love using it to watch Netflix. It worth the purchase if you don't want to spend so much money.",0.0,1.0,2016.0
I love this tablet!! Excellent quality speakers and screen. Lots of storage space. Worth the money!!,1.0,1.0,2016.0
Bought it for my husband and he loves it. This is perfect for what he wanted it for.,0.0,1.0,2016.0
Very fast and super easy to use I'm very pleased with this purchase!!,0.0,1.0,2016.0
It's works really well and don't have any issues at all,0.0,1.0,2016.0
Tablet is good for beginners and those that like to read,0.0,1.0,2016.0
The Kindle Fire has great features for the price. The video quality is asstounding.,0.0,1.0,2016.0
"It worked really well for me as I am unschooled in ipads. I used it while traveling and it was easy to use and did the things I needed, i.e. maps, books downloaded, internet access, youtube, etc.. I don't play games, so cannot comment on that.",0.0,1.0,2016.0
If you want a tablet to use on a daily basis for facebook or do online purchases you couldn't ask for a better tablet.,0.0,1.0,2016.0
"I use to read books, watch movies, and get online.. it works great and easy to use.",0.0,1.0,2016.0
I bought this to replace a Samsung Galaxy Tab 3. I absolutely love the Kindle HD 8. It was easy to set up and very easy to find my way around. The only reason I took off 1 star is that I have found some apps are not available for Kindle. But so far from info I have read online there are ways to resolve this issue.,0.0,1.0,2016.0
Just a simple kindle. Doesn't have the glass back.,0.0,1.0,2016.0
Throughly enjoying my fire tablet. Can play games and read books. Am very pleased with it.,0.0,1.0,2016.0
"Excellent screen , fast response. Almost a steal for that price.",0.0,1.0,2016.0
Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire,1.0,0.0,2016.0
Kindle Fire is a dream. Larger screen easy to read,0.0,1.0,2016.0
I HAVE BEEN WITH AMAZON PRIME FOR 2 YEARS AND THIS NEW FIRE HD MAKES IT WORTH IT. i WATCH MOVIES WHEN I FLY BECAUSE I CAN DOWNLOAD THEM. THE BATTERY LAST FOR DAYS. I USE IT EVERYDAY NOW.,0.0,1.0,2016.0
"Well worth the 80 bucks, especially if you are an Amazon Prime member. You can download and watch anything on there for free, including movies and magazines. The screen is a bit on the darker side, but the battery life is great. I have both an IPAD and this, and I use both. Great when you are waiting for your IPAD to recharge...",0.0,1.0,2016.0
"Reading is easy, can make font as large as you need",0.0,1.0,2016.0
Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder,1.0,1.0,2016.0
"Not to much to complain about. for less than 100 dollars you get an 8in tablet that has pretty good specs; expandable storage, long battery life, great speakers, fast processor, decent cameras and hi def screen. easy to use and well built tablet....The only knock is the included adds but, after using it for awhile you barely notice it.",1.0,1.0,2016.0
I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.,0.0,1.0,2016.0
This is the fastest booting tablet I have come across. The speed at which I can access sites is really amazing.,0.0,1.0,2016.0
"I went into bestbuy to purchase a replacement after mine died. I loved my kindle, and decided to get 2-in-1 with the fire. It is perfect for my needs.",0.0,1.0,2016.0
"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",0.0,0.0,2016.0
great product at a great price.i like the builtin filter which is easy on youreyes.probably the best reader under 100 dollars.,0.0,1.0,2016.0
Very good product. Super quality and the Best Buy store rep explained me about the product,0.0,1.0,2016.0
This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.,0.0,1.0,2016.0
"I bought this for my sister, who already had the Kindle 7. For the price the 8 is better. First the obvious. a inch more screen does make a difference and the HD makes reading and streaming alot clearer. Being able to add more storage with a micro SD card is a huge plus as well. This device includes a camera! And last at under 100.00 makes this a huge value for a great tablet.",0.0,1.0,2016.0
Excellent. Just as good as iPad with a fraction of the price.,0.0,1.0,2016.0
"The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars.",1.0,0.0,2016.0
I really love the new shape and size of the kindle HD. My daughter uses it and can control it great.,0.0,1.0,2016.0
"I'm loving this new fire, mainly because I didn't fork out a couple hundred for it. My only beef is that magazines are formatted for the demensions of an iPad so don't look great on this",0.0,1.0,2016.0
Love my tablet easy to work and have no problem with down loads.and lite weight.,0.0,1.0,2016.0
"Works okay as a tablet and especially to access Amazon.No good as a general tablet as there are no Google apps available, such as Chrome, gmail, etc.",0.0,1.0,2016.0
I love this Kindle. I love the fact that you can use an SD card for more storage. Great job,0.0,1.0,2016.0
The device is priced just right to give as a gift for an 8 year old,0.0,1.0,2016.0
We have had a hard time with tablets and our 8 year old who has been down loading apps since she was around 3-4 years of age so far this tablet has survived everything except the constant draining of battery when used by her .,1.0,1.0,2016.0
"I believe it depends on how you want to use it. I bought this for my young kids and they are loving it. They can do basic stuff like surf the internet, watch youtube and play some games. The only complaint that I have is that sometimes it does not charge, even if you have have it connected for the whole night. You just have to restart the pad so that it can charge, but that is the only glitch.",1.0,1.0,2016.0
"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better.",0.0,1.0,2016.0
