text,useful
"I haven't had the Echo for very long, so I'll need to spend more time on its capabilities. I've used it primarily for music. Alexa's great at understanding my requests - when they're from Amazon Prime music or music I purchased through Amazon. I've struggled so far with trying to get her to play music from my extensive I-Tunes music - even though I have an IPod Touch paired with the Echo. I'll have to keep trying.I've also used Alexa for setting timers and some basic questions. She's not very good at some questions - especially if they're too long. Anyway, I look forward to playing with Alexa some more. So far, I'm happy with my purchase.",1.0
This is the second kindle fire I have bought. The first one is almost 2 years old and works perfect to date. My 4 year old daughter plays with it and has dropped it several time without damaging it and it had no case on it. For the price this is the best affordable tablet. Especially for children. Great Buy.,1.0
"Because of the reasonable cost, I was able to buy 3 of these tablets for my grandchildren for Christmas, and to date they are working just great.",1.0
Size makes tablet easy to take with but still large enough to be easy to see.,1.0
Bought 3 off them all together go get your now works good when shopping online,1.0
"So, at first, I wasn't sold on this. I bought it mainly to act as voice control for my Lutron lights on our first floor and I already had Pico remotes throughout, so it didn't get used that much. Then, it kind of clicked with some simple things like setting timers and playing podcast. Then, it got more natural when I connected the Alexa app and the Logitech Harmony app with IFTTT. Next thing you know, my wife and my son are both using it as we're coming and going to turn the lights off and on, turning on the TV, turning off when it's time for dinner etc etc. Really excited for the upcoming Sonos integration... All in all, this was a very worthwhile purchase as it's become a really strong platform for home automation and it only looks like it's going to get better.I think it's safe to say that the Echo means different things to different people... if you're into HA, then don't hesitate!",1.0
Finally a kindle for mom! Great value for the price!,1.0
The new paperwhite reaches the sweet point of price and specs. I'll not pay for the extra 80 bucks just for the page press.,1.0
"I purchased this table for my son to check email, watch movies and play games. He loves it!",1.0
I am very happy with my purchase of the Kindle paper white. I wanted a device for reading at night that would allow me to turn the light off in the room. Works well is lightweight and really a joy to read on. Very limited and dissappointing selection of protective covers at Best Buy had to purchase elsewhere.,1.0
Excellent for minor task. Excellent for Video watching.,1.0
"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",1.0
"Bought to replace a work issued IPad. Some differences I've noticed:+survives repeated drops off the loft to the floor, unlike ipad+small, lightweight, fits in my small purse or daybag+cheap price means I'm willing to travel with it, take it anywhere, leave it at work unlocked- I don;t worry about theft like with apple devices-more limited apps available than ipad, but most major apps are there (but not my favorite list making app)-silk browser forgets that tabs were closed and always reopens to whatever page you've been browsing lately (but might make for a good accidental parental watch/ control to see what the kids surfed last)-standby battery lasts several days, active use all day, but not like my ipad, where I could leave it on standby for weeks, shorter standby battery life for the FireI use mostly for web browsing, social media, and Kindle books. no other cons noted.",1.0
"Purchased for my 9 yr old nephew. Such a great price, he only wants to play games on it. His brother broke his original tablet, so this repaved it. He's happy! I also bought me one!",1.0
"I wanted to like this a lot because my Ipad Mini is ""heavy"" to carry in my purse all the time. This is so very light. BUT they make you jump through hoops to get rid of all the advertising on the device AND when you buy it at Best Buy you are not given a choice to ""spend an extra 20 on a 119 dollar ""book"" or put up with their ads"". I had to go through being on hold FOREVER to get someone to help get this off my device so that was an IMMEDIATE turn-off. I don't find it to page-turn handle as well as my OLD ORIGINAL NOOK OR NOOK COLOR and certainly not anything like the Ipad Mini. If I hadnt kept it too long to return I would have. It doesn't auto correct to landscape then portrate, nope you have to MANUALLY CHOOSE ONE OR THE OTHER AND GOING BACK AND FORTH IS just stupid...it should have been part of the IMPROVED design, THEY REALLY MISSED THE MARK FOR THE PRICE. i CAN GET A FULL TABLET FOR LESS MONEY THAT DOES ALL THAT AND SIMPLY USE THE KINDLE APPPROSLight weightSmall for purseback lightCONS1-comes preloaded with ads2-not easy to get them off if you buy device in a store3-page control is not that simple4-t doesn't auto turn from landscape to portrate you have to set it to one OR the other5-not as touch responsive to anything6-don't like the organization of it",1.0
Very light very well made feels durable Easy to use everything Amazon,1.0
"Went to buy the Kindle Paperwhite, but after comparing them side-by-side I decided to buy the Voyage. I thought that the print was a little sharper and I liked the smaller and lighter weight. I have been using it almost every day and really, really enjoy it.",1.0
"Got this as an upgrade to my Kindle Touch. Page turns are crisp (the pressure-sensitive page buttons on the sides are a nice addition). I especially like the self-adjusting brightness. Very happy with the purchase. Battery life is great so far, even with the backlight on.",1.0
Probably one of my best purchase's for the price!!,1.0
Great size for my 3 and four year old to handle even with the cases. Cases also durable,1.0
Very good. My grandson uses it on a daily basis. It is fantastic,1.0
"This thing is garbage! Do not buy! It is the slowest charger I've every had. It is NOT a fast charger. It is a disgrace that Amazon is offering this product as a fast charger, and discontinued the previous all black square, blocky fast charger which really was a fast charger. This thing is NOT a fast charger. Save your money. Amazon needs to seriously check their supplier, the manufacturer of this junk.Advertising this thing as a fast charger is totally deceptive.",1.0
"I was looking for an inexpensive tablet for my 8 year old, that he could use for educational games and just for the usual game play and this tablet has been perfect. Battery life is good, speed is outstanding and you can't beat the price!",1.0
"I bought this as a replacement for my wife's old Kindle 3g. I got the wifi version only since she rarely used the 3g. I have to say that this version is much nicer in some ways and is lacking in others. My wife really misses the physical keyboard, but she has quickly gotten used to the touch-screen. The dpi is MUCH better, and the screen is much easier to read. The refresh times are a lot better. I don't see there being a need to upgrade if yours is currently working, but you shouldn't hesitate if you're in the market for an excellent e-book reader.",1.0
"This is my first kindle, and I am using it to read, play a few games, although not really a gamer. Over all I am really liking this kindle. Great deal too.",1.0
"This Kindle Fire 7 blows away my other tablet for performance, battery life, readability, color, and many other options. I love this size as well!",1.0
"I have several devices I could read on, but I like to read outside on the deck, at the park, by the pool, etc., and I can't stand glare. The Paperwhite is perfect for reading outside. It also has a backlight feature so I can read in the car at night or in the bed without disturbing the wife. The Paperwhite is the perfect e-reader if you want something with no glare, very lightweight, and one that works seamlessly with Amazon. As a Prime member with Kindle Unlimited, my Kindle Paperwhite is my go-to reader for everything.",1.0
Great Value for the Price.Came to store to find a holiday gift and the fire was a great pick!,1.0
Bought this for the daughter with an eyesight/ learning disability. Loved it as I could change the size of text and the color of the background.,1.0
"Note, the information on the Best Buy site is wrong, this is not a 4G device but rather a 3G device. It really makes no difference but just for clarity, lets get it right. Very light and small e-reader with a very good display and the squeeze functionality for page turning is a nice addition. Not a revolutionary device but evolutionary.",1.0
"If you want a dedicated device for reading books, the Kindle paperwhite is great. Battery lasts for weeks without a charge, screen is easy on the eyes,links to dictionary.com and wikipedia are so helpful!",1.0
"I've researched this tablet and the ""techies"" say it's a great tablet for the money. I bought it as a gift for my mother and I think it will be perfect for her. I'm going back to buy a few more for my kids.",1.0
"I have owned exactlo, nooks, kobo's and kindles. This is the Cadillac of readers!!!",1.0
"If you don't want or need something cheaper than an iPad but of quality, this is a great happy medium.The processor makes for a fluid ride with it. It's speedy. The Android Store gives you good app options and the Amazon ecosphere is everywhere here.The software is a touch buggy but it's still a great deal of a tablet.For a child, for something you want to use casually on a dime, it's recommended.",1.0
I bought two of it. I love the way the battery last for a long time.,1.0
"My husband is bed bound and sometimes very weak. The kindle is great for him ,light easy to use and the back light allows him to read in bed without waking me to turn the lights on.",1.0
"It has a delayed response. i can't access my email accounts unless I give Amazon access to control everything. I can't put my apps on my opening page. Amazon uses the Washington Post, I prefer the NYT. So far not a fan.",1.0
"This is the second Kindle I have owned. Paperwhite appealed to me for its reader-friendly settings and backlighting. My first Kindle was a keyboard model with no backlight so I used a ""clip in"" light that fit in my M Edge case. I forsook the keyboard this time as I rarely used Kindle for web browsing. I also abandoned my fear of advertising to select the ""special features?"" model. Ads appear only at start up and are quickly and easily dispatched - there's only one ad so all you do is swipe up and it's gone. The new Kindle has exceeded my expectations. After I get books to put on it, I turn off the WiFi and the device will go for weeks without recharging. (Btw, I purchased an inexpensive Fintie case which shuts down Kindle when you close the cover and sends it to sleep - it's never really totally off.) You just have to remember to put your reading on the device itself rather than in the ""cloud"". The backlighting is awesome and the Paperwhite e-ink and font great for older eyes. My only complaint is that the ""collections"" setup is not particularly user friendly and the icons take getting used to on the toolbar. However, I am totally happy with this purchase and glad I updated to Paperwhite.",1.0
"I got this as an upgrade for my old kindle & I love the new features! Crisp clear picture, easy to find app locations & tabs. Well organized. They added ""blue shade"" to adjust the color of the screen when reading at night because exposure to blue light is supposed to impede sleep. When reading it learns your pace & gives you an estimate on when you will finish the book which I think is neat. Can watch Netflix/Hulu. All around great product in my opinion.",1.0
"So in reading the reviews before I got this cover I was quite worried... lots of people reported it feeling cheap, flimsy, overpriced etc. I was so concerned in fact I tried to cancel my order. I'm glad I wasn't able to.It is perhaps not what people expect- the leather is not soft, but is rather pressed and almost polished. However, this cover does NOT feel cheap to me. It is stylish, super light, and fits the kindle without those annoying elastic loops or hooks on the corners. It fits within a rubberized groove on the cover, which not only gives it a very tight and secure fit, it also adds protection to the corners of the device and cover. It also feels quite secure in the hand.So, to sum up: Light, secure, well made and unobtrusive. The 40 price tag could be debated, but I actually don't find it to be overpriced. I'm quite happy with it!",1.0
My mom really likes this tablet. It has a much bigger screen for her to stream her news shows. She is very happy with her first tablet.,1.0
Great Speed. Nice Graphics. Really love this Fire.,1.0
"I purchased 2 of these as Christmas gifts for our niece and nephew. We decided to unbox them and charge them up to be ready for Christmas day. After opening them, discovered they will not allow you to install any free apps or use them for much unless registered with an Amazon account and credit or gift card. I had absolutely no interest in giving a 4 and 7 year old access to one click shopping on my account so we returned these for android type kids tablets. There may be some way around this restriction, but I didn't find it.",1.0
The Fire is a great tablet for beginners. It is easy to use and it works perfect for me.,1.0
"We love Alexa and our Echo. If we need an answer, all we have to do is ask Alexa.",1.0
"I have a previous version of the Kindle, but this one surpasses it in every way, from the resolution to the automatic brightness display. Recommend it highly.",1.0
"Works well - I used to have Kindle and Nook on my tablet, but find having the Kindle separate so much better. Holds a charge a long time and easier to tuck in my purse and take with me.",1.0
"This kindle is a great buy, pretty simple to use, very convenient.",1.0
"I have never owned a Kindle and was using the Kindle ap for iPad for the last several years. This little device is remarkable. The page is crisp and clear, the navigation is so easy. Purchases are simple and straight forward. I love it!",1.0
For the little price I paid this was a good buy for the kids. I prefer the Amazon tablets for my kids so they can be more involved with reading.,1.0
Its a great worth of the money spent on it. Good for reading,1.0
"My nephew loved this for Christmas. He can now read, surf the web, play games, watch movies all on his kindle fire. Definitely an aunt win!",1.0
It was an okay purchase for my 6 year old. I definitely wouldn't pouches it for myself. Not much you can do on it.,1.0
"I purchased this for my dad as a birthday present. I opened it and set it up for him and it works great. It's fast enough for an Internet browser, and possibly a student.",1.0
"I had to buy this Amazon - Fire - 7 Tablet - 8GB - Black, as the price was right.What a great device. I did not expect it to perform the way it has. I have streamed video, read books and installed a 64GB sdcard i had laying around. Great for travel, due to the price I really have not lost anything if it is lost or damaged.",1.0
"I got an 8"" windows tablet for my father in law and we quickly realized that windows is not a good choice for someone that is not already comfortable with all the windows features that are not tablet friendly. This tablet on the other hand, had a very easy learning curve and my father in law became comfortable with all the features in a couple of hours. I would definitely recommend it as a gift.",1.0
Love reading on my Kindle. So many book selections.,1.0
My 8 year old is required to read for 20 minutes a day for school. Something about reading on an electronic device excites and he is willing to read without a fight. Great purchase for us.,1.0
I had an older version of the kindle and was starting to have issues with it so decided to look into a new one. The week I decided it was time to look at purchasing a new one it was on sale! That was an added bonus. This is a great improvement over the one I had and it cost considerably less. It's much faster and has a camera.,1.0
"You give an amazing 7” tablet, with front and rear facing cameras, a nice interface, fairly snappy performance and durability, all for under 50 bucks! I can’t imagine not buying these for your kids, but not a primary tablet for a techie adult by any means.I f you are looking for a great entry level tablet that does most of the things people want, this little tablet definitely delivers the value.",1.0
"I have had the Kindle Keyboard with it's lighted cover and now I have the new Kindle with lighted cover. I will briefly compare them and then list the pros and cons of this cover.In comparison:-The kindle keyboard in the cover is much heavier than the new kindle in it's cover. The new case does a much better job of securing the kindle as well, it is no longer hinged only on one edge, but instead it is form fit inside of a rigid rubber shell that attaches to the back of the new kindle-The lighting is about the same between both cases, but where the old case lit the screen from the top right corner, the new case lights the screen from the top middle.-I feel like the old light mechanism was more durable. The light bar on this cover is made out of very stiff, thin plastic instead of the thick rubbery plastic that contained the light on the old cover. It also hinges open instead of pulling out of the case, and the hinge feels subpar.-The light on the new case is less angled and tends to get in my eyes more when reading than the old kindle keyboard case did.All in all I still like the new case. It fits the new kindle very well and does not increase the size or weight very much. The leather is somewhat thin but not horribly so and it looks sleek on the kindle. I will be keeping this case.Pros:Compact case that looks very sleekTight and secure fitUses the Kindle's batteries so no additional power is needed.Provides adequate lighting across the entire screen.Cons:Lightbar hinge seems very cheap.Since I only received this today, I cannot yet evaluate the additional drain that this case will place on the Kindle's battery.Read more",1.0
"I had been holding out for an iPad mini, but when I took a look at this tablet, it became clear that the iPad was a waste of money. I am really happy with this tablet.",1.0
Bought this for easier reading and it meets my expectations. Great display fidelity.,1.0
"Bought 2, 1 did not work out of the box. Too slow, too much trouble to setup and requires amazon account to use. Returned both items",1.0
My daughter loves this. Having access to her favorite apps and games is great without all the adult content.,1.0
Kindle Voyage is absolutely the best! Easy to read in sunlight!Ordered from Best Buy and it shipped immediately!,1.0
"I've had a Kindle since they first came out and was happy to get one with a backlit screen. I like the WiFi and the 3G because I like the freedom of downloading books and newspapers while in the car, at the beach, by the pool when another guest recommends a new book. I still haven,t figured out some of the buttons, and because it is smaller I am always turning the page. I have adjusted the font and how far apart the lines are, but it still seems like I'm doing more page turning.",1.0
This table does everything you NEED.. not necessarily everything you want. But It's great for the $$ you pay and it's really handy. I take it around with me all the time.,1.0
This tablet is fantastic for the price. It's as good or better than my first fire. The only differences are this one has only 8 gb's of storage but has front and rear cameras. It runs as fast as the other and the resolution is as good.,1.0
"I love my new Kindle! I have owned them all and each one improves on the last. It's a great way to read! I have the origami book cover as well and did not expect to like it but actually, I love it!",1.0
"As I reviewed different tablets, this tablet kept coming back as my best option for the items I was looking for. It IS a great tablet, but there are a few things I don't really like about it. I didn't realize that Amazon has it's OWN browser SILK. Everything even your banking info goes through Amazon. Not sure I like that. Also, items don't automatically close out when you leave a page and I have to frequently hit the button on the bottom and close out multiple items. It might just be that I am not THAT computer savoy, though I do know how to navigate my way around. Sometimes the touch feature just seems to freeze and won't recognize that I am attempting 'touch'. Lastly, the on/off button is right where you hold the tablet on the side, so I am often 'accidently' shutting it down. Most annoying! Overall, I am happy with my purchase and for the price I like it. Just wanted to point out the other items.",1.0
The tablet was a great fit for my 21 month old toddler. She is able to watch episodes of her favorite cartoons and play some of the apps with assistance. I like that she will be able to use the tablet for years to come just by updating to more age appropriate apps.,1.0
"This tablet is much faster than my 2012 Nexus 7, a perfect replacement at a great price.",1.0
"Bought for granddaughter, age 11. She had no trouble setting everything up, even though she'd only been familiar with Apple's phone, ipod and ipad. Her only regret was no ""Facetime"", so Skype will suffice. Video quality is great, can't beat the price!",1.0
I purchased Kids edition for a gift and got this one for myself. The price was great. This is my third Kindle.,1.0
We got 2 kindle fires for our girls and we love them :) great purchase.,1.0
Using for Pandora in an office setting. Set up with older system and speaker system - works great.,1.0
"Love this tablet. I am not a computer... tablet geek and so I love how easy to use. I have 2 kindle fires, one for everything on a secure connection at home and one kindle (this one) that I travel with. I am not sure of security when I travel so I use this kindle when I travel for information -- google map, entertainment --youtube, games, ect.",1.0
"I love to read books....paper and electronic (via my iPad), but had never owned a Kindle. When shopping at Best Buy, I mentioned to my husband that I might want to try a Kindle....went to another area and, when I returned, the Kindle VOYAGE was in our basket. OK so I though I would give it a try. I LOVE it! So compact, so easy to read my books and turn the pages without swiping or ??? I highly recommend the VOYAGE to existing and pending Kindle readers. So many great features in such a small package!",1.0
"had a fire HD, got this to try, spend the extra and get the HD",1.0
This is as much fun as I expected it to be. Love that I can play music and change songs hands free while cooking.,1.0
"Very Good product. it works very well, have no troubles with it at all.",1.0
This is my son's 4th kindle. It is reliable but the charging plug area wears out quickly,1.0
great and easy to use budget tablet for 35 when I purchased it. Get one,1.0
"I believe it depends on how you want to use it. I bought this for my young kids and they are loving it. They can do basic stuff like surf the internet, watch youtube and play some games. The only complaint that I have is that sometimes it does not charge, even if you have have it connected for the whole night. You just have to restart the pad so that it can charge, but that is the only glitch.",1.0
I didn't think it would be that much of an improvement over the paperwhite but taking all of the advances together it definitely beats it. The cost is high but having that crisp of a screen is worth it. Obviously when you can buy a Kindle fire HD for less you have to be dedicated to the look and functionality of an e-ink reader for this to be worth it. If you love e-ink books and want a much better lighting solution than the Kindle Paperwhite this is the best option.,1.0
"I purchased the kindle, because actual books are heavy and take up to much room. The kindle works fast, and is easy to use.",1.0
I bought it for college textbooks but took it back because it didn't work for this particular device.,1.0
"I am on my second kindle fire and recently purchased this one for my husband. It's easy to navigate, great for reading books and as long as you have WiFi you are connected. I like that you don't have to buy a data connection to use it.",1.0
"When they first announced the Kindle Oasis, I did not have much of a desire to upgrade from my 1st generation Kindle Paperwhite. Just as I felt when they announced the Voyage.I read a lot, so my Kindle travels with me throughout the day most of the time. I have never had an issue with battery life, I have only had it get really low a few times (typically when I was traveling). So again, I originally did not see a lot of the value to the Oasis.As the reviews for the Oasis came out, I started to realize what I did not like about my Paperwhite, and I began to have an interest in upgrading my Paperwhite to the either the Oasis or possibly the Voyage. The main thing I noticed is that I took my Paperwhite out of the Amazon case quite a lot, especially when I was in a seated position. This slight reduction in weight made it much more comfortable to hold for longer reading sessions. I had some other minor issues with my Paperwhite, like when reading in the dark, I couldn't find an adjustment for the light that I preferred (5 was a little too dim and 6 was a brighter than I needed). I decided to pass on the Voyage because I really did not like the case options and the pressure sensitive page turn option.Now that I have the Oasis, I definitely think it was worth it for me. I really appreciate the reduced weight when the cover is off (not to mention the ease of removing the cover compared to the Paperwhite). It provides the same reading experience, although I did get a resolution upgrade compared to my older Paperwhite, which is a plus.The Oasis is really comfortable in my hand, which helps me forget that it is there. When I was holding my Paperwhite with my left hand, at times I would accidentally go back a page, which drove me crazy even though its just a minor inconvenience.I have the black model because it was the only option available unless I was willing to wait a few more months. The build quality of the Oasis and its case is very nice, just like with the Paperwhite and the amazon leather case for it. The only concern I have is how well it will protect the Kindle. I will update the review if I find this to be a problem.I loved my Paperwhite, and I will recommend it to anyone looking to upgrade from an older Kindle or buying one for the first time. It definitely is great and the better buy, but I am glad I decided to order the Oasis. The reduced weight, ergonomic design, and page turn buttons make it worth the added cost.",1.0
"At first was going to get a iPad but I decided to get this instead way cheaper then a iPad and just as good, love it..",1.0
"I purchased the 6 inch Fire HD and liked it; however his tablet is a better value. It not only lets you access all of the Amazon features, but it allows you to expand the memory for greater storage. Great value for the price.",1.0
Love the kindle fire and can do just about anything with free apps!,1.0
"Bought the original paper white and loved it. Even though there is not a tremendous difference between the two units, I have found that it is lighter and adjusts to light much better. Is it really worth the price difference is questionable. I would recommend this product to any avid reader.",1.0
Upgraded from a Kindle paperwhite. I love the brighter screen and increased resolution. I am a book addict and the savings over printed material allows me to buy more books. The availability of reference texts is increasing which is a big plus.,1.0
"Screen is good, internet moves fast, easy to use and set up",1.0
"This tablet, although small, can pack a huge punch. It holds charge really well. The graphics are very high quality and there are so many amazon apps for the whole family to use. Love it. I use it all the time. Definately a great buy if on a budget.",1.0
Better then my old kindle. More features. I'm able to return my library books where on the old one they would have to expire.,1.0
I enjoy the games and Internet access on the Amazon tablet.,1.0
Couldn't be happier with this latest Kindle e-reader! Love being able to turn pages by pushing a button and the bright uniform lighting! It's a big step up from my first generation paperweight!,1.0
Love the size for reading and also for playing games online. Tablet is fast to respond.,1.0
"Could not download my books at home. Three visits to Best Buy, returned it.",1.0
I love the overall design and feel of this Kindle specifically!!,1.0
Really love it. Great display but not crazy about ads but still getting use to it.,1.0
This tablet was a gift for a child and they absolutely love it.,1.0
This was a great buy it does everything a laptop or desk top without the big bulk.,1.0
"Works great and provides everything you need. Love the parental controls, color, screen, and camera functions. Very easy for setup.",1.0
"You get what you pay for, with that being said. For 50 bucks i'ts great. It's not super fast wont play heavy games. But, it will netflix and read books fine. Screen is plastic, not glass like most so it scratches VERY VERY easily.",1.0
"the screen is mediocre. the processor is good, very little storage. and you have to deal with ads, every time you turn on the screen. You can pay to have them removed. for that price you can get a better screen, more storage and open ecocistem. that is not tied only to amazon",1.0
The screen is clear and great for playing games and watching videos.Doing homework is easier,1.0
"Awesome Price for a great tablet.Main use is for reading comics and internet browsing so there is nothing better i would ask for.good screen,easy set up",1.0
Love the Echo ! Awesome tone to the sound ! Very easy to use I can use this paired thru Bluetooth with my iPhone or I can simply ask Alexa questions. I can access my music from my Spotify or Spotify in general and various other sources. my only recommendation for new products would be to have this be able to be on the charger and then portable not connected to a Wall outlet like the smaller version can be on the charger. However I had the smaller version first and the tone quality and volume were not that great plus i had to get up go across the room to tap it to change anything or ask it anything. the echo you can just talk to it across the room which makes it really easy for you to be lazy ha ha:) I received this as a birthday gift and I really am enjoying it ...highly recommend it!,1.0
"Overall it's a nice looking cover and does it's job well. It's simple, elegant and slick. When I say slick, I don't necessarily mean cleverly devised, I mean slippery. The smooth leather provides next to no grip on the cover. I have a tendency to hold things lightly, so I can just imagine this repeatedly slipping out of my hand. Sure it doesn't have a band/clasp/etc to keep it closed, but neither did Kindle 2's cover, and neither does nearly every book ever published.It's too expensive. I don't understand why Amazon is charging so much considering they'll be offering another cover with additional functionality for half the price (AmazonBasics Leather Folio Cover with Multi-Angle Adjustable Stand for Kindle Touch, Kindle (Black)). What the heckPros:PrettyFunctionalCons:SlipperyExpensive",1.0
I am an old guy and I am having trouble trying to get the unit up and running. I decided I really should return it but it was past the return date. It is back in the box waiting to find time to try one more time or put it on ebay.,1.0
With the 64G micro card I was able to load lot of my music. Use it in my truck with a Braven HD Bluetooth speaker.,1.0
Purchased this on Black Friday. Clear screen and just the right size for toddlers to use.,1.0
"I purchased this tablet for my father for the sole purpose of playing games, checking email and anything else would be very basic. He is getting chemo so has long days and often stays home so for someone not technically inclined and a beginner with tablets he loves it!!",1.0
I originally bought this tablet for my granddaughters birthday gift. When I saw how easy it was for her to access her homework and other reading materials she needed for school I was so impressed I bought 5 more for each one of my grand kids for Christmas I would recommend this tablet to family & friends.,1.0
"Wife bought this as gift, she was going to buy the newest one but they recommended this one instead, good call!!",1.0
Great product. Easy to read on without feeling like you're staring at a computer screen. No glare at all no matter where I am. Very easy to hold whether reading sitting or laying down. Highly recommended!,1.0
"Giving these out as gifts this holiday season and couldn't be happier!! Great price point, perfect size and easy to enjoy for anyone in the family!",1.0
"I wanted a Kindle with a light feature for reading in bed at night. Had I done my homework, I would have purchased a Kindle with more bells and whistles.",1.0
Purchased for my 75 year old mom so she could adjust the font size and find the books for her book club less expensively,1.0
I like this is great I bought it my friend he was pleased abount,1.0
Its a very nice product to purchase. They give you 1 year of free stuff from amazon. You can download all kinds of apps. Great tablet.,1.0
"Picked this up for a spare tablet, and at $49 it was a no brainer. Videos, games, books, music work great. lots of capabilities. Screen looks great and it does feel a lot sturdier as it was a more expensive tablet. if you can't find an app, you can install Google Play store (have to search for it online for instructions). I did return this tablet as we specifically bought this to be use while on the treadmill, and you can't access Bravo or E! Tv. They only make apps for iOS (iPad/iPod/iPhone) other than that...its not a problem with Amazon or their tablet, I blame it on Bravo.Excellent tablet otherwise.. I will definitely buy it again in the future. Just don't need it at this moment.",1.0
So user friendly that I had it for over a month before I read the owners guide to learn all the other features. Makes reading a book effortless. A must have for the avid book reader.,1.0
"Tired of by buying iPad's because there's just not enough memory? Look no further! Basically the same apps in the App Store can be found here, but even better - expandable memory storage!",1.0
The Kindle Voyage is definitely the way to go. I bought this Kindle to replace my 1st generation Kindle because I wanted a more compact model and the 3G capability this one offers. I am definitely a fan!,1.0
