text,stars
"I recently purchased a used car. The car needed a software update, so Chapman was the closest and I stopped by. They were quick to meet my needs. I didn't wait long at all! The lead mechanic took the time to discuss some ideas about my used car. It's nice to find a place that is straight forward and listens and tells you the truth!",1.0
"I came to Friday Night Live at the ROM last week and had a really good time. The experience is great when you go with friends whose company you can enjoy while waiting in line. Immediately upon arriving there were two lines. One was for people who did not have tickets and the other was for people who purchased their tickets online. If you didn't have a ticket, you had to wait in line to buy it and then move to the next line with people who bought them online. The line for people who purchased their ticket online took about 10-15 minutes to get through.  Upon entering the ROM there was another line for coat check but I didn't bother waiting, since my friends were already inside. I caught up with them and they were in the line to purchase food and drink tickets. The line was also long but I don't know how long they waited to get to the front.

We first made our way to the upstairs lounge\/bar where we all ordered drinks. They had nothing fancy but were able to mix fruit juice, alcohol and soda. We then walked around to check out some of the exhibits, food vendors and DJ's. It was fun to have live music wherever we went. We then decided to wait in line to see the new whale exhibit. The line took about 30 minutes.  The exhibit was really good and we got to see it the night before it opened to the public. They even had an exhibit where you could dress up as a krill. We convinced one of our friends to dress up in the costume and that was fun.

After checking out the whale exhibit we tried some of the food provided by the different vendors. Once again, the lines were kind of long but there were some options that were both gluten and lactose  free.  We then walked around and viewed the dinosaurs and the natural stones exhibit. 

Allover it was a really fun event and it only cost $15.00, which is definitely a bargain. If you go during the day, you need to be quiet and it would cost $30.00 to attend. I would definitely attend Friday Night Live at the ROM again.",1.0
"I was very happy with Tesla Service in Las Vegas. Curtis Ado helped my wife and I though our decisions of leasing a Model S. There were no pressure from anyone there, and the car pretty much speaks for itself. Christian, Curtis, and Leah helped us all the way up to driving the New Model S off the Tesla Lot.
I was so impressed by these people that I sent them a Large Gift Basket. I have bought Lexus, and three Mercedes and never felt like sending them even a Thank You. The last two New Cars I leased in 2013 and the Tesla in 2016. There is no going back to the other dealerships, I have never been treated so well, and not looked at as an admirer wasting time and wishing, but felt like family and a future customer. So when my Lease is up, I will buy my next Tesla.",1.0
"Handcrafted all natural gourmet gelato and sorbet pops? Count me in! 
We got: 1 pistachio gelato pop half-dipped in dark chocolate and chopped pistachio nuts & 1 mixed berry sorbet pop fully dipped in dark chocolate. 
The gelato pop was so creamy, and the sorbet pop was perfectly fresh. 
Both were delicious!",1.0
"Best Hawaiian restaurant in town. Their food is tasty and the portion is huge! I can get three meals out of one entree haha. Love the kalbi here; very flavorful. They give you nice cut kalbi too. Their kalua pork is good as well. Very tender and juicy. Even their macaroni salad tastes better than other places. Their prices are very reasonable. Most entrees are around $9. They get real busy during lunch or dinner hours, so try to get there earlier to secure a table or be prepare to wait. Friendly service all around. They also have another location on eastern and pebble. A must try if you love the island flavor! ;)",1.0
"This place is amazing! The ayce selection is huge so you have so much you can try! And there are no limitations like other sushi places. Whatever is on the menu, you can order. The CJ's special rolls was out of this world! The portions are just right, and not filled with a ton of rice which I like. And the best part is they do half rolls, so you can taste even more! The staff is so friendly. This is by far the best sushi place I have been to!",1.0
"When I first went to Banh Mi Bistro, I could not believe that a Banh Mi cost $6-8. Growing up, the sandwich was $2-4, so the steep price difference baffled me. But with the great reviews, I was willing to try it and I am so glad I did. Since that first time I have been back too many times to count.

I usually order #7 Shaken Beef Banh Mi. The beef has always been tender and flavorful and the bread toasty and light. The sandwich is the size of two regular banh mi put together, so it is worth the cost. 

The Lotus Root Salad and Green Papya Salad are both refreshing and light. And the Noodle Salad Bowls with grilled pork or grilled chicken is also tasty and filling. Banh Mi Bistro also has a stamp card so after 10 sandwich you can get one free.

What I recommend:
-- #7 Shaken Beef Banh Mi",1.0
"If you weren't told, I don't think you would know this is a chain. 

The house used to be a single residence mansion. Lots of craftsman wood work.  Beautiful.

There are rumors of paranormal activity. Our Ghost Radar app indicates there were in fact many ghosts at \/ around our table. Thankfully no coffee was spilt (see another review).

We had:

Apps:  tuna tartar - fresh, delish, huge portion. 

Salads:  one in out party had the steak salad. Huge doesn't begin to cove this unbelievably good salad.  This is definitely either a meal or something to share! Think of a wedge salad, with a pile of thin, crispy onion rings (you know the shoestring kind), with a whole NY strip.  Two others had wedge salads - very good and ample portions. And typically delish.

Dinner:
Prime Rib with mashed potatoes; asked and received an end cut. Perfectly cooked and seasoned,

Sirloin and Alaskan King crab. Refectory cooked all around. 

Two Small filet dinners - one with with asparagus and mushrooms. Cooked perfectly... One with a twice baked potato which I am told was super yummy! 

Dessert (yes two in our party were up for dessert): brownie sundae and cheesecake. They looked good. My peeps said they were good. 

Portions were huge!",1.0
"This was a great place for lunch
 Thoroughly enjoyed the sushi and burgers. Would be back if we lived in Charlotte.",1.0
"Bring your appetite and expect you don't finish anything you order.  Huge portions, amazing flavor.  Outstanding.",1.0
"I used to go to the hair salon in Walmart and hope that I'll get a good cut each visit but I always get let down. A friend of mine referred me this salon. My first visit was in September 2016 and I've been going ever since! The ladies that work there are super nice especially Mona. She's been cutting my hair since my first visit. I've only had 3 ladies cut my hair so far from this salon out of the amount of worker they have but if I get the rest of them, I would trust them to cut my hair. 
Every time I go there, I come out with a satisfied do and makes me want to tell everyone of the good service I've received. It's worth coming here.",1.0
"I been coming here a couple of times for my pedicure and nails, the service is excellent, the nails technician are friendly",1.0
"Visited for first time tonight, amazing filet and great prices! The blood orange sorbet was a nice addition before meal arrived too!",1.0
"This is the second time we've been here! The first time, my husband ordered a burger and he swears it's the best burger he's ever had! I had the wings both times, the first time with BBQ and the second time with their ""goose"" sauce.(a tangy, sweet BBQ with a kick, they'll let you sample before trying) The wings are really good,hardly any fat and super crispy, my favorite! The bar tenders is super sweet and always puts up with my crazy drink orders! I love dive bars and this is one of my favorites!!",1.0
"Forgot to provide the update to this review. 

Their crew came out on schedule. 

Professional and courteous. 

Worked clean and fast. 

Work is top notch. 

It's been a couple months, floor still looks like it did the day the installed.


Glad I wen with Armor Kote",1.0
"Went in today for a mystic spray tan. The girls behind the desk helped me out explaining everything. I also forgot my ring in the room and they called me letting me know they found it. I will be returning, I'm pleased with the results !",1.0
"Une belle petite place pour bruncher ! Les brunch ne sont pas a tout les week end alors allez faire un tour sur la page fb avant de vous rendre ! 

Le restaurant offre des plats santé et délicieux pour dej. De plus, ils ont un latte infusé au cereal lucky charm qui est excellent ! Les prix sont un peu haut mais les plats son bon !",1.0
"I love Cirque shows! This is definitely a good one especially is you like pop music and Michael Jackson! Duh. Lol. 
The specialty cocktails are very tasty. If you get one of those large ones it's good enough for the entire show! 
If you love Michael Jackson and want to see a good Vegas show, go and check it out!!
Great music, great dancing and a good storyline.",1.0
We enjoyed our time at the compass room - food was delicious - crab cakes were good yet overpriced - you only get 1 crab cake for 17$ - the views were wonderful - there was a storm coming in and it was pretty neat to see - service was great,1.0
Came into the shop today and the customer service was amazing... the store manager Pete Maheras truly went above and beyond to explain what he was doing and get us a good price.,1.0
"This place has surprisingly grown on me! I used to think of OHSO as just okay but each time I go back (it's very close to where I live and people I know like to go) I find something that makes me like it more. My favorite beer there is the OHSO Brite. Crisp, light and fresh. Their diablo burger is awesome as is their green chile pork skillet. Their blackened salmon tacos are amaaazing so I imagine that their blackened salmon dish would be too. 

They're also dog friendly!! We've brought our pup here a couple of times now and they're always so kind to him and offer him treats & water.",1.0
"Yes, you throw real axes at wooden stump shaped targets hanging on the wall. Yes, it is safe and there are chain link fences separating each throwing lane. Yes, an axe instructor will give you one on one lessons and teach you several different styles of throwing before you begin. No, alcohol is not served here.",1.0
"This place is great! My nephews had their Birthday party here and they had a blast.  The staff couldn't have been more gracious and got super involved with the kids.  It was very clean, free wifi, and a very well organized birthday bash!",1.0
"Been to 12 Mediterranean places in the valley and this is by far the best! 

Try the Shwarma, its magic!!!  Also great greek fries ask for greek dressing and it takes it over the top.

Customer service is beyond great, i asked for sriracha, they said sry we don't have any. You bet your ass they had some the next day!! Thats an owner who cares for his customers... enjoy tell em Joseppi sent ya!

Also they are talking about extending the hours:-) 

Enjoy,

Joseppi",1.0
"The fish tacos and the cheese enchiladas are scrumptious. I have ordered here many times and have always had a consistently good experience. Nice portions. The price is very affordable, as well, compared to many other Mexican food joints.",1.0
"I called a shop that we always used for auto repair to find out what they would charge to have a radiator replaced on our vehicle, I thought the price was a little high so I decided to check around, I called and spoke to Carter who was very nice and gave me a quote that was half of what the other place told. In less then an hour Chad was at our house and did an awesome job and was very friendly and helpful.  When my vehicles need repair from now on these guys are who we'll be calling.",1.0
"Good food, friendly service in a quiet neighborhood. It looks unassuming, but don't let that put you off. Had a very enjoyable meal and experience.",1.0
"Love this place!! Took my Persian to get a lion cut, he came out perfect! Will continue coming here. Thanks guys you rock ! :)",1.0
"I've had quite a few plates from this restaurant. It's become ""our spot"" for me and my girlfriend on the weekends. It's a family run restaurant and you get the family welcome and home made food. Great service and great food!",1.0
"This is as close to homemade polish food that you can get in a restaurant. We went for my birthday dinner and I chose this place knowing my parents would enjoy it. It is served cafeteria style and the portions are hefty. The prices are great. They serve soft drinks, beer and have a bar. The flavor of the food is spot on and you will be full in no time. I highly recommend this restaurant. The only down side is that their serving hours are fairly short so try to get there early. There is ample parking across the street which is great for Tremont!",1.0
"I agree with the previous helpers it's Definitely slow. However the staff at this clinic were caring,authentic and spent time with me. Thank you PA Marti So If you have an emergency go to the hospital otherwise this is a great place to be treated with kindness.",1.0
"We dined in today for lunch and experienced a nice atmosphere and good customer service. I like the variety of salads, soups, sandwiches and deserts offered as well as the vegetarian options. Easy to get in and out and clean.",1.0
"I came here with my family for korean BBQ. This place was not all you can eat so it's a little pricey. The meat dishes are like $25-$40 per plate. However I did think it was tasty. The beef brisket was the best one we tried. It's sliced really thinly and I thought it was flavored well.

The sesame oil plus salt combo is gold. This is my favorite sauce combo for korean BBQ meats.

Prime and short rib were good.

I thought the beef sushi was weird. Teriyaki sauce was on it.

The side dishes were a bit lacking. I didn't see too much besides kimchi that I liked. I really wanted potatoes or the fish cake!

The shaved ice dessert was good. I think it was supposed to be snow. The condensed milk topping was the best.",1.0
"I gave it another shot- Great service- great food.  Must have just been a bad day the last time or they got rid of the bad people there.

love it once again.  I will be back.",1.0
"So I finally got to eat at this place! My husband has always talked good things about it so I couldn't wait to try it!
It's a casual cozy bar restaurant atmosphere.
The menu is not extensive but with good options to choose from.
I had the London Broil with roasted potatoes, pita, Marsala sauce and rice and my husband had Lemon Pepper  Chicken with roasted potatoes and fried okra. 
The food came out so fast that I was impressed, specially considering that was busy lunch time. 
 I ordered my steak as medium and I cannot put in words how happy I was when my steak was cooked to perfection!!! Their steak was cooked better than in many fancy steakhouses around the city! The pita was sooooo delicious and those roasted potatoes amazing as well. I poured the Marsala sauce on my rice and it gave a special touch to my meal even though I was supposed to pour it on to my steak. 
The lemon pepper chicken is like a explosion of flavors in to your month. However I would give you a tip, if you order it ask them to put the sauce aside so you can pour it as you wish, the sauce can be overwhelming for some people but nothing that would mess up your meal. 
The service was pretty good, the food exceeded all my expectations that were high and the price is fair enough!",1.0
"I love this place!!! I always come here when I am in town. Smoothies, greek scramble, sweet potato fries! Yum. The cucumber water is also great!! Wifi! Staff is awesome, friendly, helpful, wonderful. YAY",1.0
"I love mom and pop shops like this one! Definitely a good spot to check out if you enjoy Mediterranean food! I highly recommend their tabouli, baba ghanoush, samosas and baklava are good and don't leave without a Turkish Coffee! 

The service is great and friendly, the owners are kind and always happy to see new faces. Pop on by and support a local owned business!",1.0
"Had a wedding rehearsal dinner here on 5\/4\/17....We were running very late, but it didn't matter....Everyone was so gracious....Thank you Rich (and staff) for being so pleasant and accommodating!....and the food was tasty!",1.0
"I love this place so much.  Kevin is an incredible masseuse.  He verifies before every massage about any allergies, and reminds you to comment on pressure if at any point during the massage it becomes too much. He's so professional and makes every moment of every treatment enjoyable.  They run incredible specials throughout the year but even their usual price are pretty good.  I would recommend Sonoran Serenity Spa to anyone who wants a respectable comfortable place to get relaxed.",1.0
"After trying 2 expensive salons and not being that impressed someone recommended Sonoran beauty salon. Their prices are reasonable and I just loved my stylist Nanette. She really listened and did a MUCH better color than the previous salons.  Much more natural and the highlights r perfect.  I am getting some gray hair and she managed to pull it all together.  They have a really nice part of the salon that has cool clothes, jewelry and candles.  Their hair care products are great and everyone is really nice. She is an expert in her field and I am so happy I found her and the salon.",1.0
I had a stain on a beautiful Tommy Bahama shirt. I took it in for Dry Cleaning and it was removed the first time without damage to the silken sheen of the fabric. I will relieved and impressed.,1.0
"My Camille's on N Tryon Street is amazing! It's very close to uncc and they offer a 10% discount to uncc students. Family owned, I do have to say as my one criticism that without the discount the prices are a bit high but the food quality always makes up for it and is a nice splurge once in a while. All the smoothies and flatbread pizzas are excellent. Staff are very nice and always very friendly when you visit. They also offer food delivery through postmates, uber eats, and grub-hub so if you don't feel like going out you can always order in. Superb place!",1.0
The beef gyro is awesome!  Adding the White sauce makes it even better. The HOT SAUCE will make your insides explode!,1.0
Awesome place! Food and drinks are great. If you go ask for Becca! She is the best server.,1.0
"We had an amazing experience with Badger Brothers Moving! Not only did Ethan and Ethan finish well before estimated, they were extremely polite and friendly. My husband and I would definitely use them again should we need to move... which we are hoping we will not for a long time to come! I would highly recommend this company to anyone.",1.0
My favorite is the kale salad and sea salt chocolate chip cookies. I think I've tasted every libation on the menu and it does not disappoint,1.0
"The room is just stunning the atmosphere is sexy and the man are handsome
Ans the spa is just outrageous,  you oh it to your self.
I love this place it makes me horny :)",1.0
"Food was great. Service was atrocious. Had to get up and get a waiter to come take our order after waiting 30 minutes. The coffee urn did. It have a top, they just put a syrup cup on top which would fall off every time you poured a cup. Luckily the food was fantastic. Need to management and waitstaff here. They don't do a very good job.",1.0
"This place is fantastic! Excellent service, delicious food, and a clean and comfortable environment. The burgers are juicy and flavorful and the shakes are to die for!",1.0
"The restaurant was founded in 1968 by namesake Carolina Valenzuela, who still presides over the kitchen.   It was first at 105 W. Hilton Ave. and later at 1519 E. Mohave St.   Since 1986, it has been at 1202 E. Mohave in a building that also has housed a coin-operated laundry and a grocery store.
   
   No one is bothered by Carolina's vague pricing.   People just order what they want with the understanding that their tab, including a large, refillable drink, likely won't exceed $5.
   
   The tortillas, which are available by the dozen for takeout, are churned out by a crew of workers who stand before a bank of hot griddles, deftly flipping the paper thin rounds of dough and piling them up for packaging. 

   I am particularly partial to the soft-shell machaca taco.   It's a simple affair with a warm corn tortilla wrapped around a generous portion of the subtly spiced shredded beef filling.   It's a perfect starter before tackling the main course --- one of Carolina's incredible burros wrapped in a homemade flour tortilla.
   The plain bean burro is majestic; the green chile burro, marvelous; the red chile burro, legendary; but the Oaxaca special with beans, chorizo, potatoes and cheese is pure heaven.
   The rich, piquant flavor of the chorizo is enhanced by the cheese and potatoes and tempered by the beans and the chewy tortilla wrap.
   Carolina's burros can be ordered enchilada-style with red or green sauce, lettuce and cheese, or deep-fried like a chimichanga.
   
Reprinted from an Az. Business Gazette article:May 1, 1997,",1.0
Best steak and service in Las Vegas! Skip the strip restaurants and get your steak here!,1.0
"I had pork belly and ceviche to eat and they were delicious, perfectly balanced plates of food! The drinks are beyond compare, I had Wrath, Snatcher of the Moon, and I am the Sacrifice! All so well thought out. I've never seen a place where every detail was paid so much attention, the decor is amaze-balls!!! The woodworking and glass work is stunning and the ceiling is to die for. Definitely going to be a regular here!!!!!",1.0
"Love this place! Best tuna melt I've ever had...it's smoked tuna...whoa! They have an orange shandy that's also one of my favorite drinks ever!

Lots of choices of beer including a few stouts. Vegetarian burger is very tasty here. Garlic dip is fantastic as are the smoked olives, on the appetizer menu.

Atmosphere is laid back but nice enough to bring your parents or friends visiting town. Parking can be difficult in the evenings...take a lyft...you'll be drinking beers anyway, right?",1.0
"I always have a good time here. It's not gourmet so please understand what you are walking in to. Down and dirty good shrimp. Im not a crayfish fan the crab is too exoensive for me. Remeber, its going to get messy.

The staff is always energetic, friendly and helpful. Great T.V. views if you want to watch a game and the table and eating areas are good sized tables with lots of elbow room.

The only complaint is how stinky my fingers are after eating but I am way too cool to wear the gloves.  There can be a wait some evenings so be prepared.",1.0
"How to find it: street level, around the corner from Planet Hollywood, just past Buffalo Wild Wings. We had the fiesta nachos and they did not disappoint. It's a mountain of nachos that's easily enough for two hungry (and slightly drunk) people. Our server, Ryan, was awesome. Check in on Yelp for a free margarita - pretty great considering the steep drink prices on the Strip.",1.0
"Mad respect for new exec chef Justin who brings a lot of talent and passion to Atomic.  His rustic refined cooking is something that has been sorely missing from Vegas for a long time.  Haven't had a chance to work through much of the menu yet, but Kingsley Wing is great, harrissa carrots a classic  (coriander cream, yum), and the Cuban is a flavor bomb of porky goodness.  Chef is also a madman, already putting out fantastic specials nonstop.  The chicken livers with mushroom ravioli and greens was amazing.

Drinks are also fantastic.  Should sell the Glass Onion as an aromatic mist to be enjoyed throughout the day.    And be careful you don't get so loaded your inner fat kid starts crushing bread pudding at the bar ""to sober up.",1.0
"Looking for a 'third wave' coffee shop? This is the place. They care about their coffee. And are constantly working to deliver the best espresso they can. The atmosphere is trendy and inviting, and the baristas are skilled. This place heirs on the side of pretentious--but I support any pretentious attitude as long as it's backed up by the best coffee on Euclid: and this place delivers!!",1.0
"I love everything about Sol. The food is delicious, the service is wonderful, the atmosphere both inside and out is perfect. My favorite part about Sol is the patio...they have lights strung across and there is an enclosed fire pit area with plenty of seating. The food is different than anything I've had...the chips are sooooo good, especially paired with queso. They also have an extensive tequila list which makes for yummy margaritas! My goal is to try their brunch sometime soon...",1.0
"If you are tired of not finding the ""right"" suit, you can design it yourself. Basically every part is customizable and then tailored to your measurements. In addition, expert advice on what would look best on you from experience is extremely valuable. Fast fashion will never replace a well-tailored suit.

Process: Book an appointment to get your measurements and see initial fabrics. Pick up your suits and shirts in a few weeks. Buy again online (if you did not gain or lose 10 lbs...otherwise, retake your measurements...)

You can go meet in their startup office or they can come to you. It's easy!

The suits are much better tailored than Maxwell's, having a local Canadian presence helps finish it properly and control quality.",1.0
"Came in today to get a gift card for a Birthday gift.
One employee staffed. Wasn't busy, so he was able to assist me right away!
Store seemed extremely clean.
Nice newer shopping complex.",1.0
"I've been coming here for years and they're always so gentle and professional! I have super sensitive eyes that would water so much at the other threading places I've gone to, but I never have that problem here. The other day I walked in at 8pm, thinking they closed at 9.(They had closed at 8 that day.) When I saw them counting the money for the day and cleaning up I apologized and was ready to come back another day during business hours but they still took me! They even have a T.V. and lollipops in the waiting area.",1.0
Great place with great staff! Been going to Catherine for years and she never lets me down! No complaints and I highly recommend. They also play good music.,1.0
"My mother and I came here for a day of relaxation and used the wonderful spa\/treatment services Laya has to offer. After a bit of confusion at the beginning, the treatments itself were just what we needed. If you're looking for truly unique and invigorating treatments, this is the right place. 

However, what sticks with a client when recommending to a friend\/family is that little extra, which here was lacking. My mother customized her treatment package from head-to-toe (literally) and was happy to pay the price tag that came with it. Five Laya Spa packages serve a light lunch, but because my mother customized her package, this extra is not usually included. My mother was at Laya from early afternoon till evening, paid $500, and even after I requested lunch for her, I was told they would not include it. I paid $24 extra (for a salad bowl) so that she wouldn't go through the day hungry. This does not leave a good lasting impression on clients, nor warrants for that 5-star rating.",1.0
"This is a must visit in Cleveland if you enjoy Rock, Pop, New Wave, Blues or Gospel misic. Excellent displays from Rock and Roll's start out of Gospel and blues all the way to the modern sync pop of today. Wonderful wardrobes from performers like Nick Jagger, Jemi Hendrix, David Bowie and Lady Gaga. Also, they have displays of pioneers like the inventor of the electric guitar (Led Paul) and other devices that have modernized today's music. They have a nice cafeteria to grab a bite to eat and a drink, but it is a tad expensive. Really fun and energetic staff that wants you to have the best experience possible. In addition, they have a really nice gift shop with a music section containing CDs and LPs from most types of music.",1.0
I love the fact that this place is consistent in the way they make their food.  Always taste the same no bad surprises.  The staff is knowledgeable and eagerly to help.,1.0
I would like to recommend Jackie Macias. She was my hair stylist in Oak Park. IL. She alway knew what I wanted done to my hair.  I always walked out of the salon feeling younger and looking fabulous.  I know she will continue her success as a hair stylist at Lora Moon and make all her clients feel young and look fabulous!,1.0
"This is one of my top five in Charlotte. I ate here twice in two days. The happy hour deals are excellent as is the lamb. If you are in the area it is highly recommended.

Read more about it: http:\/\/eatitcharlotte.com\/2017\/04\/01\/georges-brasserie\/",1.0
"I have used 911 Pest Defense for 8 years. They are honest, reliable, dependable and affordable. They have gone above and beyond my expectations. I have recommended them to many of my friends and family, and they are extremely happy with their service. I would highly recommend them to anyone looking for a great pest control company!",1.0
"Considering it's Vegas, I expected this place to be a lot prettier and nice since Reno's is beautiful but it wasn't. 


The food was pretty good though. We shared 16 piece of hot wings and they were pretty yummy! They're huge though! So if you're not so hungry I recommend you just getting the 10. 

We also had a Scorpion on the rocks.. YUMMMM!!!!! I walked out of the happy and buzzed at 12:30pm lmao! It's huge, so if you're driving I would recommend to share with someone!  Also, blended has ice cream(also delicious) ! 



OH AND THE PEANUTS ARE ADDICTING!!",1.0
