text,useful,stars,date
"I bought this because I was tired of watching Youtube and Twitch on my phone. Excellent display sound is decent-not great but you can always buy a speaker. The negatives are-it is definitely a fingerprint magnet, and the Spectrum TV app is AWFUL-the app works fine on my phone, but for some reason on this tablet it freezes and is unusable. All things considered, for 65 bucks it's hard to be beat.",0.0,1.0,2017.0
"I love this tablet. The battery life last a long time. I use my Amazon Kindle Fire predominately for watching movies on Amazon Prime, Netflix's, and checking my emails. I also carry it to my appointments and meetings. It is a compact tablet, and not big and bulky. The playback of the movies are great, and the movies are HD. Great little tablet if you are looking for something to watch movies and checking emails. I would definitely recommend this tablet to friends and family members.",0.0,1.0,2017.0
"My daughter loves this kindle, she does so much with it,well worth the money.",0.0,1.0,2017.0
Was looking for a tablet that was highly portable & could run my DIRECTTV app & stream videos. (Other electronics I have are much older versions). Salesman recommended this model to me based on personal experience. I am still learning all its functions but so far it seems easy to use & is doing what it promised to do.,0.0,1.0,2017.0
"This is my second Fire, the other one is now retired. I like having HD. Works just fine.",0.0,1.0,2017.0
My wife bought this for me for my birthday. I enjoy reading biographys which usually have color photos. The regular Kindle make the pics black and white or they're aren't any. This allows me to see the color photos. I also love the night feature when I'm in bed reading. I no longer need a light on to read or need to hold a large book.,0.0,1.0,2017.0
"Thanks to a knowledgeable, low-pressure salesperson, I was ready to buy my first tablet. This one was the right price (on sale) and I have not been disappointed. Every few days I learn more ways to use it besides checking e-mails & checking out library books & audio books. It stays charged for days, even with regular use. I recommend it as an inexpensive and very satisfactory alternative to more expensive tablets.",0.0,1.0,2017.0
"It's a great tablet for the price. Don't expect it to be as fast more expensive ones. It's meant for casual use and it does a great job at that. For the price, you can't beat it. Get a nice large microsd card and you don't have to worry about space. It runs a little slow on certain things if you are multitasking but it's a simple tablet. I've run plenty of 720p videos without fail. It's great for ebooks or other files. Some more elaborate pdfs take a while to load if they have a lol of graphics. Battery life seems good for a small table too.The only real Issue I have is the Amazon App store being limited. It is an offshoot of Android but not all the same apps are available. There is a way around it but I wish they would just allow it access to Google Play or at least offer the same apps.So, it's a nice inexpensive table that works great. For the money, you will love it but don't get upset that is doesn't run as fast as a $500 tablet. That's not its job.",0.0,1.0,2017.0
Bought it for my 10 yr old granddaughter. Does everything she wants it to do in a tablet.,0.0,1.0,2017.0
Very easy to use tablet. Lots of apps and game available.,0.0,1.0,2017.0
"We love the FreeTime settings for kids on the newer Kindle Fires. I was able to create a login for each of our kids as well as myself and set limits to the amount of device time they are allowed daily (can set to more for weekends if desired). You can set the age restrictions for content also, to avoid inappropriate ads, etc. Once you've downloaded apps, you can choose which ones you want each child to have access to in their profile settings, so if one child is older you can allow them access to something their younger siblings shouldn't have. Basically, I like that I can set their access rights and know they're safe so I don't have to continually monitor every moment. By the way, FreeTime kids settings are available without having to subscribe to their FreeTime app access plan. :)",0.0,1.0,2017.0
"Great tablet, very clear picture. Would buy again.",0.0,1.0,2017.0
Good reader which is why I bought it. Ads are annoying.,0.0,1.0,2017.0
"It's a mini computer packed in a handheld devise. Applications load quickly and I am able to get my work completed, while riding the commuter rail.",0.0,1.0,2017.0
Nice for a smaller tablet. It's good for Internet surfing.,0.0,1.0,2017.0
"Purchased as a door prize gift given with a one year Amazon membership. The recipient loves it and says it performs very well. (As a past Amazon Fire user, now i-Pad graduate, I loved my Amazon Fire for more than 4 years without any problems. In fact, I just recycled it on to my son and it runs like a champ).",0.0,1.0,2017.0
"I have 4 other kinds of tables. This the best I have had. I can listen to music, read a book, listen to a book, or watch movies/tv shows.",0.0,1.0,2017.0
Great product for the kids gaming apps parental controls to make sure you can monitor kids and prevent unwanted app purchases,0.0,1.0,2017.0
I purchased 2 of these tablets for my 6 and 8 year old. They were a Black Friday special for $59. They are perfect for the apps and games they wanted.,0.0,1.0,2017.0
Great product. Love the Amazon ecosystem. The Freetime subscription is a must,0.0,1.0,2017.0
"Needed something a bit larger than the 6+ to stream Netflix, this was perfect!",0.0,1.0,2017.0
"my husband bought this for me as a Christmas present. I couldn't understand why he bought it because I already have a Kindle Fire.Once I opened it and got it going, I loved all it could do plus the graphic is so much colorful than my older Kindle.",0.0,1.0,2017.0
my grandson-8-loves this --the games and the books!,0.0,1.0,2017.0
Great product and I'm very satisfied with it. I recommend it to other people.,0.0,1.0,2017.0
I purchased this tablet for my niece for Christmas and she love it.,0.0,1.0,2017.0
"Easy to use, responds quickly, great screen brightness.",0.0,1.0,2017.0
Great tablet but apps limited comparison of other tablets.,0.0,1.0,2017.0
Works as we thought it should. NO PROBLEMS. Good buying experience.,0.0,1.0,2017.0
"We have the smaller one, and been great. This one is even better, because of the size.",0.0,1.0,2017.0
"I am a prime member & I love this tablet. Very user friendly especially if you are a prime member with amazon. Not real tech savvy so I need all the help I can get to keep things simple & automatic. Great clarity of picture/data. Have a 10"" tablet and wasn't sure about downgrading size (old eyes) but was delighted to see it works fine at 8"" instead of 10"". Also, easier to take around in the smaller size. Highly recommend especially if you subscribe to Amazon and are a prime member. Great benefits!!",0.0,1.0,2017.0
Got this for my wife. She loves the bigger screen and the better app management features that this one has over her earlier generation kindle. Definitely worth it!,0.0,1.0,2017.0
"Connects to home WiFi automatically. Many books, and many games. Actually functions like a computer tablet. E-mail is a breeze.",0.0,1.0,2017.0
"Bought this to replace no-name budget tablet for my daughter. She loves this as it is much faster and has a better display than her old tablet. This is a wonderful value as it is faster, has a better display and sound, is a name brand and cost about the same ... what's not to love about this product?",1.0,1.0,2017.0
"She loves this tablet. It works well unlike her ""bargain"" tablet which she tried to use previously and cost about the same. She likes the sound of it also! She enjoys the free games she downloaded and navigates the wev easily with it.",1.0,1.0,2017.0
"It's no iPad, but it's great for Netflix and some app games. I'm not worried about the kids getting their paws on it since it's relatively inexpensive.",0.0,1.0,2017.0
Didn't have some of the features I was looking for. Returned it the next day. May be good for others,0.0,0.0,2017.0
I bought this for my daughter and she loves it. It's speedy when loading books!,0.0,1.0,2017.0
Purchased for my wife who reads a lot and truly enjoys the amazon fire.,0.0,1.0,2017.0
"A great Christmas gift, the kids love the gifts...",0.0,1.0,2017.0
"Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games, web, etc. while allowing her unlimited time to read",0.0,1.0,2017.0
I have enjoyed just learning how to use it. You're never too old to learn new things.,0.0,1.0,2017.0
bought for husband and he was surprised it does the work he needs it for,0.0,1.0,2017.0
This was a birthday present and it was ideal for a traveler to read ebooks on while on the rood,0.0,1.0,2017.0
"My teenage daughter enjoyed her three year old 7"" Kindle for recreation but wanted a larger screen for word processing. Paired this with a Bluetooth keyboard and she was thrilled.",0.0,1.0,2017.0
"i Bought this around black friday for $60 hoping it would be awesome... it failed so hard i tried multiple different micro SD cards none of which were recognized and YES i formated them with every format i could think of ... Fat32, NTFS, Fat, Xfat... i even tried to have the tablet do it... didnt work... to make matters worse half the apps i wanted to use werent in the app store and i came to find out that it isnt linked to the normal google play store this tablet has its own app store which is missing many common apps... the main reason i bought this was to play clash of clans and i cant because it wasnt on the app store... i tried to also use aftermarket play stores to play COC but it didnt work... launched and played 1 time but didnt work or update after that... needless to say i returned it and bought a $250 samsung galaxy tab A 10.1 (2016 version) with S-pen and its WAYYYYY better... bottom line you get what you pay for... also hint the s-pen version has an extra 1 GB of ram over the non pen version... so you should get that if you can afford the extra $50...",1.0,0.0,2017.0
The People I purchased this for during Christmas Holiday LOVED IT...,0.0,1.0,2017.0
"I purchased two of these for my kids, ages 12 and 10. Forget the IPod touch. For the price, this tablet can't be beat! They can download games, books and movies for free all included with my Amazon Prime membership. Awesome!!",0.0,1.0,2017.0
my kids enjoy the Fire HD and they love the picture quality,0.0,1.0,2017.0
Bought two of these tablets for my nieces for Christmas after we had originally bought the Amazon fire 7 inch which had a virus after 3 days of purchase and was unable to work good thing we played with it prior to giving as gift do to this being said I was very surprised on how well this tablet has held up to to not so careful 8 years olds playing with it daily we have had no problems screen is big enough for little hands to maneuver and see on was the highlight of there Christmas and still is would definitely recommend it,0.0,1.0,2017.0
Really like the updates this product has in comparison to my first one,0.0,1.0,2017.0
Functionality and ease of use are outstanding right out of the the box. Super clear screen and weight is minimum and is a joy to use.,0.0,1.0,2017.0
This tablet is great for kids and adults who have little to no knowledge of computers. It handles easily and has plenty of storage,0.0,1.0,2017.0
My god sister has been using these for years.What to read more!,0.0,1.0,2017.0
"The latest Amazon 8"" HD tablet is a very good tablet for the price. The updated processor and extra memory (with expansion slot) allow for very good performance on all that we use this tablet for. Netflix, Hulu, browsing the internet, and doing e-mails all work very smoothly. Would recommend to anyone looking for a very cost effective tablet",0.0,1.0,2017.0
"totally worth the money, has all the apps I use on a daily basis!",0.0,1.0,2017.0
Good tablet. Wife loves it and would recommend....,0.0,1.0,2017.0
I use mine mainly for its bigger screen. I do all the same things i do on my phone..but love the big screen. I bought one for eaxh of my nieces too. And they both love theres. Making videos..playing music..reading books. They bith love them! Im happy i got them for all of us. And always reccomend them to my friends for their kids too.,0.0,1.0,2017.0
"Amazon Fire HD8 is a great product for the price. I picked it up for $69 during the holiday shopping season. Replacing a 1st gen Samsung Tab 2. This thing is sooo much faster. Perfect size for reading Kindle books , emails, and doing the social media thing.",0.0,1.0,2017.0
It was a good gift for the price and had many features and options,0.0,1.0,2017.0
"Not as fancy as the ipad, but a fraction of the cost works well with android system and all apps like on our android phones, cant beat the price",0.0,1.0,2017.0
"My kids can play, read, watch movies and much more love it!!!",0.0,1.0,2017.0
"Great tablet for reading books, but the bluetooth is hard to get working and there are much better tablets for games and movies",0.0,1.0,2017.0
I love this Kindle!! I am biased I think however I have had 3 previous ones I prefer Kindles to any other tablet,0.0,1.0,2017.0
This is a great tablet for kids. I love that their time on the tablet can be restricted.,0.0,1.0,2017.0
Easy to use. Good size. Great eReader. Not so expensive that I worry about my kids using it.,0.0,1.0,2017.0
This Tablet was purchased for our Grandmother so she could play games and read books on.,0.0,1.0,2017.0
"Bought a few of these for Christmas gifts .Everyone is happy !Its a great device for the $$. Low price, and great quality as always from FIRE devices.",0.0,1.0,2017.0
"I purchased this item for my husband and he has liked reading Kindle books on it and the other features like Silk, etc. Light little tablet with good features.",0.0,1.0,2017.0
"Bought this for our year end holiday party raffle prize pool. Great price and people always have a use for an amazon tablet. Came with Kaspersky for free as well, which is a pretty generous complimentary add on.",0.0,1.0,2017.0
"My 6 yr old daughter got this tablet from Santa for Christmas. So far she loves it, a little too much perhaps.. I only use it to manage her account/permissions and so far haven't had any issues with it.. Software and HW not quite as refined as apple iPad products, but what can you expect at the lower price point.",0.0,1.0,2017.0
"my opinion its a good option for the cost. Not as great as Apple Ipad, but it costs so much less. Still can get good use",0.0,1.0,2017.0
"Has many educational apps I would definitely go into the settings if you're a mother like me who Is a very strict of what your children watch on TV or what games and apps they download I would definitely recommend setting the parental controls before giving it to them. In my personal opinion as a mother I feel it helps by setting the restrictions/content on It helps keep their mind away from the gutter Bcuz most apps and Internet websites have inappropriate sites children should not be watching. We can't control what they put on the Internet but we can control what our children watch and download they stay very occupied on educational apps ,read books most of these apps are free to I also recommend NOT putting a payment method option other than that my kids loved it",0.0,1.0,2017.0
"the hd feature is what sold me on this product, along with the fact its a lotmore streamline than the older version that I have",0.0,1.0,2017.0
"Very nice for light internet browsing, keeping on top of email, viewing videos, and reading e books, which I like to get free from the library. Good browser, good battery power, fast charge. Very relaxing to sit in a comfy chair and read or browse. Has given me hours of enjoyment and information for a minimal price.",0.0,1.0,2017.0
I bought this for my wife to replace her old Kindle and she loves it. Much easier to read than an iPad and updated features make it a great purchase.,0.0,1.0,2017.0
Great tablet and price. Ordering online easy. Not happy took so long to receive though.,0.0,1.0,2017.0
"Best tablet, good price, nice looking. Ordering on line was easy.",0.0,1.0,2017.0
"I got this for my mom for Christmas. Every time I visit, she shows me something else she can do with it. I'm so jealous, I hope I get one.",0.0,1.0,2017.0
This is my fourth Kindle...upgrading each time. Mine goes everywhere with me and is used throughout the day. Wouldn't be without it.,0.0,1.0,2017.0
We bought this for our son when he went to college. He is able to upload all of his books and other documents.,0.0,1.0,2017.0
"The tablet works fine. It is responsive with good resolution. It is too tied to Amazon. It requires too many hoops to get apps such as Zinio to work. Until Amazon loosens its grip, I recommend only at a very good price.",0.0,0.0,2017.0
A Great value for the money you can save instead of a Ipad from Apple.,0.0,1.0,2017.0
Fun and reliable. Good quality for the money. Easy to use.,0.0,1.0,2017.0
"Great for reading - nice image, easy on the eyes and lightweight.",0.0,1.0,2017.0
"Bought this for my 10 year old daughter for Christmas! She LOVES it!!! A great alternative to a pricey iPad Mini!!! She uses it for watching Netflix, YouTube and we use it for homeschool. We are very happy with our purchase!!!",0.0,1.0,2017.0
I got this tablet on sale for my wife and she loves it,0.0,1.0,2017.0
So far so good with the kindle fire hd. still need to play with it to see how to maximize our use.,0.0,1.0,2017.0
"We love Kindle Fire, we purchase it for an older couple and it's easy to work.",0.0,1.0,2017.0
The Amazon Fire is a great tablet with awesome graphics. I use it mainly for surfing the web and have had no issues with it.,0.0,1.0,2017.0
Purchased for my nephew for Christmas. Used it everyday. Very good product and screen size is perfect for him.,0.0,1.0,2017.0
Great tablet for the price. My granddaughter loves how user friendly it is.,0.0,1.0,2017.0
got this for my nieces aged 6-13 they loved it and so did their parents really keeps them occupied,0.0,1.0,2017.0
This was a gift for mom. She enjoys that it's easy to use and has good picture and sound quality. The price was also great,0.0,1.0,2017.0
"Was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.",0.0,1.0,2017.0
The Amazon fire is simply amazing I would not buy anything else.,0.0,1.0,2017.0
Didn't want to go to the sites amazon wanted me to.,0.0,0.0,2017.0
We bought this for our three daughters! Got a kid proof case and added free time for a low monthly fee and couldn't be happier! So much better than worrying about them breaking my phone or iPad!,0.0,1.0,2017.0
"I love my Kindle. I won't be without one. I've even bought an extra one, just in case. I believe it's the best tablet on the market.",0.0,1.0,2017.0
Bought one to replace the smaller (non HD) version. Lot faster and picture is noticeably better. Would recommend for anyone not wanting to spend the extra $50 or so on the big names.,0.0,1.0,2017.0
"Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong.",0.0,1.0,2017.0
It was a perfect gift for my godson. He loved it! Definitely would recommend this product.,0.0,1.0,2017.0
I can do a lot of things on my Kindle I used to rely on the computer for.,0.0,1.0,2017.0
Excellent resource for children video streaming by Wifi using mobile hotspot with kids.,0.0,1.0,2017.0
"The kindle fire tablets are great for the price. They have solid performance in battery life and processing power. The only downside is that the Operating System is a different variation of Android, so there could be some incompatibilities.",0.0,1.0,2017.0
best choice under 100$ in marketamazon is the best!!!,0.0,1.0,2017.0
I really didnt expect how its going to work.but its very good.gifted to my friend,0.0,1.0,2017.0
Bought this as a gift for my mom and this was to replace her original Kindle Fire. She's have had a month now and is loving and no problems with it.,0.0,1.0,2017.0
This was a request from our 7 yr old granddaugter who had always asked her older sister if she could share hers due to we bought this same tablet/size a few yrs earlier. Loved the security/parental control options.Starfall a favorite educational app were told is a must have. Really enjoy Pics/Viber due to their in a different state. Also some games on a time limit. Size and resolution are perfect.,0.0,1.0,2017.0
"This is the best device I have found for my e-books. I know it can be used for a lot more, but it is my library in my hand.",0.0,1.0,2017.0
"I bought this tablet to be pretty much exclusively an e-reader. It's actually cheaper than most of the kindles. For that limited use, it works fine. I don't think I would want to use it as a general purpose table (too slow!). Makes a fine e-reader though. As for recommending this to a friend, I would, but would make sure they knew what I use it for.",0.0,1.0,2017.0
"I bought this as a Christmas present for my sister and she LOVES it. It's easy to use, lightweight and doesn't seem to have a lot of bugs or glitches. It's a good source of entertainment for when she's at work but has down-time. She passes the time reading ebooks, browsing the web and playing games.",0.0,1.0,2017.0
"I originally purchased a Kindle paperwhite but returned it the next day and purchased this one. Very easy to read on, watch movies, and listen to music.",0.0,1.0,2017.0
Works well. Easy to use. Battery seems to be good. Would buy again.,0.0,1.0,2017.0
Ticks all the boxes I was looking for at a price I was happy to pay. One caveat that I (or the Best Buy and Geek Squad crews) was unaware of: there is a glitch in the keyboard that prevents it from working properly. Kindle/Amazon are aware of the glitch and will download a third-party keyboard fix to replace the keyboard that's built in to the unit until they are able to fix the problem. I made Geek Squad aware of it and they should know about it now.,0.0,1.0,2017.0
Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected,0.0,1.0,2017.0
Perfect tablet to take anywhere you go and lighter than my IPad.,0.0,1.0,2017.0
Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,0.0,1.0,2017.0
This tablet does all I need a tablet to do. Reason why it's my 3rd one.,0.0,1.0,2017.0
"Bought this tablet for my fiancée daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.",0.0,1.0,2017.0
"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product",0.0,1.0,2017.0
Bought as a gift for parents who aren't tech savy but were able to use it with ease,0.0,1.0,2017.0
"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!",0.0,1.0,2017.0
Great gift for a younger person who wants a tablet,0.0,1.0,2017.0
The fire is great. The size is really nice. Not to big. The clarity is really good.,0.0,1.0,2017.0
This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.,0.0,1.0,2017.0
"Great entry level tablet for kids or anyone that will not be heavily using a tablet. The 16 GB, is too small but can add an SD card. Beware only comes with 6GB of the 16 for your apps. Comes with bunch of preloaded Amazon apps.",0.0,1.0,2017.0
This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase,0.0,1.0,2017.0
"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet.",0.0,1.0,2017.0
It's a excellent tablet for my kid she downloaded games and watch cartoons,0.0,1.0,2017.0
I was looking for a Good tablet under $100..this delivered..getting used to Amazon apps LOL,0.0,1.0,2017.0
Excellent ratio quality price. Lightweight. Good resolution and easy to use.,0.0,1.0,2017.0
After long review decided to buy the Fire Tablet as a gift for a great frienday. She loves it! It's the perfect size and has all the features she was looking for in a tablet. Happy Birthday!,0.0,1.0,2017.0
Love everything about my Kindle. I'm a long-term Amazon Prime member.,0.0,1.0,2017.0
Great tablet for the price. My father in law likes the easy use of the tablet.,0.0,1.0,2017.0
The Fire is an excellent table for many basic tasks.,0.0,1.0,2017.0
Not a good product short battery life i can only use for 20 minutes,0.0,0.0,2017.0
"I was looking for something to read on and this fit the bill for the right price.Great screen clarity, good adjustment too. Works well and the battery life is great. Size is nice too. Big enough for 1 hand if needed.",0.0,1.0,2017.0
"This is a great tablet for books, games and web browsing. It is very user friendly, -and I would definitely recommend this product!",0.0,1.0,2017.0
I enjoy to use the reader and like the idea that I can go to the internet from the Kindle.,0.0,1.0,2017.0
I thought that this tablet was junk but it has surpassed my expectations,0.0,1.0,2017.0
"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!",0.0,1.0,2017.0
Good if you want something inexpensive and Will do the minimum very well.,0.0,1.0,2017.0
"I like this ipads for my baby and me too,special and super ok thanks byee",0.0,1.0,2017.0
"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.",0.0,0.0,2017.0
"Fine for reading, ...haven't used it for anything else yet",0.0,0.0,2017.0
"I have been using a Kindle Fire for a couple of years. It was a good tablet, until the screen went black. Best Buy replaced it and I couldn't have been more pleased. I enjoy reading on my Kindle Fire HD more than ever. Try it and you'll buy it!",0.0,1.0,2017.0
"A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books, games, email and access the internet. Parental controls are easily enabled.",0.0,1.0,2017.0
blueray is just twhat I was I was looking for great for watching movies thank you,0.0,1.0,2017.0
Love best buy and I shop at Best Buy I always buy my TV for me and my kids I buy my kids tablets at Best Buy Love Best Buy,0.0,1.0,2017.0
"Got this for my mom for her birthday, and she absolutely loves it. Great tablet for the price point, good tablet overall.",0.0,1.0,2017.0
I love all of them. I would recommend going to Best Buy and buying a kindle fire before they are sold out!,0.0,1.0,2017.0
Nice size screen easy and light weight to take to class,0.0,1.0,2017.0
This tablet is great for my son. Would be nice if it had a little more horsepower,0.0,1.0,2017.0
"My 76 year old mom loves this! She now has something to do while waiting in doctors offices - loves to read, do crosswords, etc.",0.0,1.0,2017.0
I enjoy it more then the I-pad that its replacing. Easy to read in any light and the size is perfect for travel.,0.0,1.0,2017.0
