stars,text
1.0,"Purchased this to get a lighter tablet. Also to update our my old tablet which had a replaceable battery. This is all around lighter ,thinner and easier to handle. HD is a good upgrade and can't beat the price for comparable tablets with same features. my wife reads on it daily and loves it. I am probably going to search for another one.We have the 8"" and I would like to try a 7"" if it were available.I like to try different size devices to see how I adjust same way with todays phones."
1.0,Best buy was very helpful & the tablet is good for reading books & basic serfing
1.0,Bought this for my wife and she loves it! This was our third kindle over a period of many years'Can't go wrong for the price.
1.0,Works great for everything we want our daughter to do
1.0,"Such a a great tablet that does everything, love it!"
1.0,love it just like my other one just better!!! since I already own a kindle I knew this was what I wanted. Just needed a second one and a little bigger. Always loved the service and help I get at BB so I knew I would purchase it there!! Found salesman to be knowledgeable and most helpful. Thanks so much for your help and service
1.0,"Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users."
1.0,"Perfect for a kid and it was cheap! My son has broke a lot of tablets, this one seems durable."
1.0,This was a birthday present and it was ideal for a traveler to read ebooks on while on the rood
1.0,Got the tablet for my grandson he's happy with it and use it as we speak
1.0,"It's not a $400.00 tablet so what can you expect, except that it does what it's suppose to. It's faster than I thought it would be so thats killer."
1.0,"This was the perfect tablet for what my husband wanted. 8"" size was not too big or too small. You can carry it without it being clumsy to drop."
1.0,I have had a few kindle's in the past so this was nothing new for me but what I loved about this one is that the screen is big so when I am reading a book it's a lot easier than when I had the first kindle screen. I mostly use it just for the reading but being able to navigate the internet on it is great for when I want to look something up about the book real quick or if you want to search reviews on a book before purchasing. I love it!
1.0,"It's good, saves using up data usage on computer. I use it to keep up to date with the news."
1.0,I love everything about this tablet! The imaging is sharp and clear. It's fast and light weight. Love it!
1.0,"I tested this item before I gave it as a gift. It is simple enough for the needs of browsing, social media and entertainment. Definitely best price for simple needs compared to spending $100s on an iPad"
1.0,This fire tablet has long battery life. Reasonable fast
1.0,"We own an ipad,samsug tablets and we have both love are fire8's wave better."
1.0,It's a excellent tablet for my kid she downloaded games and watch cartoons
1.0,"I bought this 8"" Amazon Fire HD for my Wife as a Christmas Present. Her old 7"" Amazon Fire that she had for about 3-4 Years. She is very happy with the 8"" Amazon Fire HD. Can't beat the price for a Tablet."
1.0,"A very good product by amazon. Considering the price, even better."
1.0,Great and informative service. The guy who helped us was very friendly.
1.0,Great tablet for my childthis tablet was just everything that I need it for my child
1.0,This is the perfect tablet for my purposes. Easy to use and the perfect size. Not too large and not too small.
1.0,i love it amazon is nice read book on it play games on it
1.0,Word has it that relationships are interrupted by electronic devices. Well my girl takes her reader everywhere we go. She used to tell me I talk to much. Now I can hardly get a word in edgewise!
1.0,Has meet all my needs plus some. Recommend you buy a good stylus pen at the same time.
1.0,"I have been using a Kindle Fire for a couple of years. It was a good tablet, until the screen went black. Best Buy replaced it and I couldn't have been more pleased. I enjoy reading on my Kindle Fire HD more than ever. Try it and you'll buy it!"
1.0,"Good for watching movies, reading books and playing games but don't expect to do much more. Everything else can be a challenge and it can get laggy and once in a while it'll just shut down a program or completely reboot."
1.0,"My bf got me this as a birthday present from my son. It's just like my 7"" although larger. I cannot tell the different between the regular and the HD and I game on it. I'm not sure if it cost more, but wouldn't waste the money if it did."
1.0,The People I purchased this for during Christmas Holiday LOVED IT...
1.0,"Bought this to replace no-name budget tablet for my daughter. She loves this as it is much faster and has a better display than her old tablet. This is a wonderful value as it is faster, has a better display and sound, is a name brand and cost about the same ... what's not to love about this product?"
1.0,I have a kindle and wanted more options. I love the bigger screen. I find it easy to read. It can have some reflection under lights but not much.
1.0,Gift for my grandpa so he can do internet searches from his chair and play games. He loved it. It's simple to use and inexpensive
1.0,"This is a perfect size and weight. Everything is very clear, sharp and large enough to be comfortably readable."
1.0,"At first was going to get a iPad but I decided to get this instead way cheaper then a iPad and just as good, love it.."
1.0,Bought it for my daughter. Works great Store personnel did an excellent job
1.0,Awesome tablet and great value for money. My son is enjoying it a lot.
1.0,This tablet is great for my son. Would be nice if it had a little more horsepower
1.0,Nice size screen easy and light weight to take to class
1.0,Easy access to my Amazon account. Easy to set up and use.
1.0,This was a replacement for an Amazon Fire tablet. This was a an up grade for my daughter who broke the screen on her old one. She absolutely loved her old one. She says the new one is even better.!!
1.0,"i have been looking at tablets for a long time, most of them a little expensive for what i would use it for. This tablet lets me read, email, searches and the best part I can buy books through amazon and not have to carry heavy books with me when i travel"
1.0,Purchased this for my 80 year old mother in law to replace her old cracked screen one. Everything was perfect easy to use and set up. She has zero problems using this for online and reading books.
1.0,My granddaughter love this fire for al her games. We also downloaded a music app for her and she is so happy with this. So many things she will learn how to do on this tablet.
1.0,serves all my needs in a economy tablet and I would reccomend it to all.
1.0,Its perfect to see my tv series when i don't have my tv around. It has a very good resolution quality.
1.0,"I love my kindle, I can listen to music,read my emails, or pick a book to read. Everything loads up easily."
1.0,She likes to read books and this is a fast and cheap way for her to do so
1.0,Love my kindle it does everything I wanted I to do.
1.0,Can't say enough good about it. My 10 year old loves it.
1.0,"Bought this tablet to replace a 3 year old Galaxy Tab. This tablet is quick and easy to use, relatively streamlined. The screen is nice and the stereo speakers, while tiny, sound better than my old tablet. The modified Android system that Amazon is running on this tablet is good, just a bit restrictive. All in all a good tab for general browsing and popular apps.Pros:-Price-Performance-Feels sturdy-Easy to navigate-Silk browser works greatCons:-Not all apps are supported on here, like Telegram-Ads on lock screen feel unnecessary, but not a hindrance-Not as customizable as other Android tabs"
1.0,"Great for reading - nice image, easy on the eyes and lightweight."
1.0,So far so good. This is replacing a broken kindle fire.
1.0,"I'm very happy with my Kindle Fire. Beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable, yet the screen is much larger than a smartphone, which I love. I would definitely recommend this tablet to others!"
1.0,Works well. Easy to use. Battery seems to be good. Would buy again.
1.0,great black friday deal for a mediocre tablet. android os though!
1.0,"I bought this after subscribing to an Amazon Prime membership. This is a great little tablet at such a low price.. too good of a deal to pass up when it was on sale. It has the ability to talk to Alexa, surf the web, listen to music and read books/magazines (lots of free music and books for Prime members)."
1.0,"I bought this to replace a 7""fire hd tablet that broke. Amazon changed the operating system so it took me a while to figure it out. I set this up for my son with special needs. I tried to make it as simple as possible for him. It is a little bigger. The sound isn't as good as the previous fire tablet. It also seems very slippery. I got a rubber honeycomb type cover for it. That seems to help us to grip it better. Over all, it's a good tablet for a child. Just use parental controls, and get a good cover for it."
1.0,"Lightweight, performant, and packed with features. This device is great for reading, music, or movies on the go as well as web browsing and email."
1.0,"I'm new to tablets but this one is pretty easy to understand and use.There's a decent amounts of apps at start up, which can be good and bad."
1.0,We had an old Fire and upgraded to the Fire HD. Love everything about it so far.
1.0,This is a great tablet. My family and I love it. Lots of feature and faster than I thought it would be.
1.0,"My grandchildren are home schooled and utilize the tables for many learning apps! They LOVE using them as it makes them feel ""so grown up""! The tablets are a great leaning tool and they are receiving many benefits from them!"
1.0,"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!"
1.0,"Needed a new tablet for reading books, movies and surfing the Web. This meets all my needs!"
1.0,"This was replacement for my wife's original iPad and broken Kindle Paperwhite. She loves it, as it does basically everything both of the previous devices did in one unit that is easy to use, has good battery life, very nice screen resolution and good size for her. Great value, especially compared to an iPad."
1.0,I got it for my kid and she loves it. The amazon free time and prime well worth the money
1.0,Easy to use. Pretty user friendly. It is good value for the price
1.0,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.
1.0,Got it for my Dad. Easy to use and he loves it. Good stepping stone for future producs
1.0,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down."
1.0,"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product"
1.0,This was a great purchase! Love the fact I can download TV or movies and watch off-line. Easy set up.
1.0,"I ""retired"" an earlier version and this new souped up model more than meets my needs, and the battery lasts so much longer!!"
1.0,"This was one of the best birthday presents, I ever purchased for my husband. He said he doesn't use the computer, but he was on my smartphone daily viewing FB. I got him a drone for Christmas and he needed something to view, while it is flying. I researched the Kindle Fire and thought he could practice with it until spring. He farms, so isn't busy in the winter. Thank goodness, because he is busy with his Kindle for hours every day. He thinks it is great and I do too, because now I have my phone back."
1.0,"I got an 8"" windows tablet for my father in law and we quickly realized that windows is not a good choice for someone that is not already comfortable with all the windows features that are not tablet friendly. This tablet on the other hand, had a very easy learning curve and my father in law became comfortable with all the features in a couple of hours. I would definitely recommend it as a gift."
1.0,"I am a prime member & I love this tablet. Very user friendly especially if you are a prime member with amazon. Not real tech savvy so I need all the help I can get to keep things simple & automatic. Great clarity of picture/data. Have a 10"" tablet and wasn't sure about downgrading size (old eyes) but was delighted to see it works fine at 8"" instead of 10"". Also, easier to take around in the smaller size. Highly recommend especially if you subscribe to Amazon and are a prime member. Great benefits!!"
1.0,Bought this for my great granddaughter for a gift. She loves it and it is easy for her to use
1.0,It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.
1.0,"I bought this because I was tired of watching Youtube and Twitch on my phone. Excellent display sound is decent-not great but you can always buy a speaker. The negatives are-it is definitely a fingerprint magnet, and the Spectrum TV app is AWFUL-the app works fine on my phone, but for some reason on this tablet it freezes and is unusable. All things considered, for 65 bucks it's hard to be beat."
1.0,amazon tablet is great. no google bloatware. everything is amazon. one thing i didnt like was. ads on the lock screen and no way to turn off.
1.0,The new kindle fire hd is good and my son loves it
1.0,Good value at a very affordable price. Can't beat it.
1.0,I bought it for my mom after moving her into an assisted living place. . I was able to use it a little to show mom I was very happy with it. Seems fast and easy to use.i like it better than my phone . :) Didn't get a chance to see how camera was yet.
1.0,"Is great for my son 8 years old, they help with homework"
1.0,"Great value for the price. Easy to navigate and has good picture quality. I bought it to watch Netflix, browse internet, read books on Kindle, and watch YouTube."
1.0,So much more screen size than previously kindles. Fast charging. Longer battery life.
1.0,A gift to my 3 year old grandson. Great graphics and sound.
1.0,We purchased this for my wife's mother. She likes to play games on it and do some reading.
1.0,"this item work just as I expected it to, great product!"
1.0,"Bought this 8"" model to use in addition to my current 3 year old Kindle Fire HD (7 inch model). So far I am very pleased with the quality of this unit. The slightly larger screen makes watching movies much better. I didn't want the larger 10"" screen (yet)."
1.0,I have done this like 5 times now. Don't send me this ahs8n. Getting aggravating.
1.0,I upgraded from a 7 to an 8 inch. What a difference. Totally satisfied would recommend this to everyone I know
1.0,"I own two Amazon fire tablets with this one being the same as owned.. My sister in law wanted a tablet and since I owned one just like this one I figured it to be a good buy.. She just loves it, she is able to do her scheduling, read books and watch her news programs.. It's a great Alertanative to an iPad... great price and just as powerful for a lot less cost.."
1.0,Got this tablet cause I wanted to start reading more graphic novels and manga and was very impressed with it it runs smooth and even use Hulu and netflix on it. My only flaw with it is that there are ads on your lock screen though you can take them off for $15 other than that it's a grade little tablet!
1.0,Purchased for my wife who reads a lot and truly enjoys the amazon fire.
1.0,Love it. Great gift. Awesome for those who don't have a tablet or never used one
1.0,"My only dislike is that being a Kindle, my Kindle books cannot be sorted into categories. It's harder to find new books I've downloaded some time ago when I have to search through all of them."
1.0,One of the best purchases or investments you could make for technology.
1.0,Need to buy a tablet for my Mother as a Christmas gift. Functionality is great and she uses it for all her online needs
1.0,My wife's mom wanted a tablet. This was a great way to get her into technology and she LOVES it. Not iPad or galaxy but good start.
1.0,As expected. I am very happy with this. This serves the purpose
1.0,My 4 year old Grandson loves his Kindle. He had to have one after his sister got one.
1.0,Great to take with me when I need alone time to just surf and read.
1.0,"Husband is a first time user, he is doing really well with it.. He has low vision problems and this made reading his favorite books a lot easier to read."
1.0,enjoying reading via the device; lots of options is also a plus; a little heavy to hold when reclining
1.0,Bought this for my Father-In-Law for Christmas and he loves it. Easy to use and has already bought 5 books for it!
1.0,I purchased b/c my old kindle fire finally bit it ...screen went dark. Very happy with this one. Cost is great. The screen resolution is great. User friendly. My favorite feature is the SD card so you can add more gb.
1.0,Very good tablet for the price economical and the ability to carry in backpack
1.0,My wife wanted this and I got it for her. She has been totally happy with it. She loves it for its size for reading online books.
1.0,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.
1.0,Love this tablet. It's big enough so I can see. It works with my prime so I can watch movies or stream music.
1.0,"Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong."
1.0,best choice under 100$ in marketamazon is the best!!!
1.0,make sure you buy a micro sd card with at least 64 gb of memory. or you will have to constantly delete old items.
1.0,Nice for a smaller tablet. It's good for Internet surfing.
1.0,Tablet is a great tool to use the world wide web and check email.
1.0,the performance is so much faster than my old one and the graphics are much better too.
1.0,Ticks all the boxes I was looking for at a price I was happy to pay. One caveat that I (or the Best Buy and Geek Squad crews) was unaware of: there is a glitch in the keyboard that prevents it from working properly. Kindle/Amazon are aware of the glitch and will download a third-party keyboard fix to replace the keyboard that's built in to the unit until they are able to fix the problem. I made Geek Squad aware of it and they should know about it now.
1.0,"Great tablet, only thing needed is a better camera. However, for the price, it can't be beat."
1.0,"it's wonderful. I love it. It's easy to watch movies, play games and read books."
1.0,Tablet is perfect for beginners who just want basic
1.0,Great product and I'm very satisfied with it. I recommend it to other people.
1.0,"Excellent product. Easy to use, large screen makes watching movies and reading easier."
1.0,"Purchased for my mom to read ebooks, great performance, screen looks good, easy to use. Very happy with this purchase."
1.0,"Bought this for my daughter to use in school, she loves it! Product works great! I also bought the older version for my mom and she lives it as well"
1.0,"the tablet is great, but all the advertising is annoying"
1.0,"I bought the 8"" to replace my old 7"". I love the bigger screen"
1.0,Great device. Works very well and use it throughout the day.Keeps me informed and great for looking up things and staying in contact.
1.0,Nice little tablet. Functional and easy to use.Fits the needs that I need to use it for.
1.0,"The kindle fire tablets are great for the price. They have solid performance in battery life and processing power. The only downside is that the Operating System is a different variation of Android, so there could be some incompatibilities."
1.0,I didn't expect anything less than what I got with this Kindle.
1.0,"A great Christmas gift, the kids love the gifts..."
1.0,I bought this for my daughter and she loves it. It's speedy when loading books!
1.0,Liked this Kindle upgrade. The color screen and backlights allowed for easy night use
1.0,"I bought this as a Christmas present for my sister and she LOVES it. It's easy to use, lightweight and doesn't seem to have a lot of bugs or glitches. It's a good source of entertainment for when she's at work but has down-time. She passes the time reading ebooks, browsing the web and playing games."
1.0,We bought it two days before it went on sale for Christmas and Best Buy was excellent with price matching
1.0,I purchased the 8 inch device. Also purchased black cover.I played for it and asked if I could get it set up and was told it would be 40 more dollars. I did not have 40 more dollars so I left the store with my kindle and had someone else set it up for free. I was disappointed I had to get someone else to set up my kindle.
1.0,"Love using this Kindle to look up real estate sales, play mind games, and take pictures. Love the bigger screen and the great resolution. Sound is also far superior to my older model Lindle."
1.0,This is a good tablet to own. I like the features.
1.0,I am very satisfied with this product. It performs extremely well in all areas of its operation.
1.0,This was a birthday gift to my husband. He really likes it and it does what he needs it to do
1.0,Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected
1.0,the new sound and the faster speed plus other improvments are great
1.0,I have a 4 year old boy and 6 year old girl and 12 year old boy no cracks or broken yet yes they have dropped them no case but no cracks yet pretty amazing when they drop it on hard wood floors and still not broke!!
1.0,The size of the Fire tablet gives you the feel of having a book in your hands while reading a book. Because of the size and lightweight it's easy to transport and fits easily in my purse. I'm enjoying my Fire tablet which was a gift.
1.0,Won the kindle fire 6 last xmas2015 at work raffle. Gladly got this kindle fire 8 for a bigger screen and better battery life. Love it.
1.0,"Amazon Fire HD8 is one of the best deal at 89$. Strong, efficient, low price and some Amazon features that I love. Youtube videos of how to get googleplay and android apps have made things lot more easier. And now, microsoft office is available online for free that I can access and edit my documents. What else do I need? Amazon is more respectable brand name than other low price brands or used/old models of high price brands. Definitely recommend it."
1.0,"I bought this as a temporary replacement for my wife's 11"" Kindle Fire HD that was out for service. She liked this 8"" model so much that she continued using it after the 11"" one returned."
1.0,Wife loves it. She said it opens much faster and likes auto updates for apps.
1.0,got this for my nieces aged 6-13 they loved it and so did their parents really keeps them occupied
1.0,"This replaced a Kindle 7 HDX with 32GB of ram. The older tablet had a charging port that wasn't functioning anymore. Had the Geek Squad warranty so they issued a full credit for the old tablet and my son chose the HD8 as his new tablet. Other than the screen resolution being lower and less memory, great tablet. My son didn't care about the resolution and the new Kindles let you pop in an SD card for more storage. Popped in a 64GB SD card and he's a happy camper now.. ;)"
1.0,"I bought this as a present for a friend, and he uses it all the time. The HD screen is crystal clear, and this tablet competes well with the bigger names."
1.0,"the hd feature is what sold me on this product, along with the fact its a lotmore streamline than the older version that I have"
1.0,Bought this as a Christmas present for my wife. Reads it all the time!
1.0,"I exchanged a highly unsatisfactory Insignia unit for the Fire. I was looking for a 10 inch screen, but went to the smaller size for performance. I have no complaints with the Amazon product, other than the ubiquitous advertising."
0.0,We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.
0.0,I absolutely love how u. An switch from dif accounts
0.0,i did not need this
0.0,I am unable to connect with iPad Pro which limits one of the primary reasons for the purchase. I will appreciated recommendations to connect the devices.
0.0,I use this tablet for my daughter and I could only download YouTube Kids. Wished I would have purchased the one with more storage.
0.0,"I wouldn't buy again, had trouble w/shutting off all the time, we would have it reset back to the factory reset status and it would lock up and freeze, actually replaced with second thinking that was just a bad one however sad to report same problems. Not a favorite purchase."
0.0,Son loves it........................................
0.0,Easy to read books. Great for night reading. Easy to download books
0.0,"Not what I was thinking, most questions asked, I get response. Hmm"
0.0,Poor response. Very sluggish. Even the Amazon app is slow. Not so on my Apple or Droid tablets. I've yet to load any apps.
0.0,The screen was small for me and I couldn't access a website with free ebooks. I ended up taking it back and read on my iPad now.
0.0,"The product is good for children. The downside is, the tablet's charging port will get loose and not function anymore within the first month of use. If you plan on giving this to a child, make sure you take care of charging it for them, dont let them do it on their own, or they will most likely mess up the port even quicker as they are a bit careless."
0.0,"The earlier models were so simple to use. No nonsense listing of books in it's library, by author or title. Now there are big pictures with tiny lettering and lots of ads."
0.0,Good tablet for kids. Lots of appts to download for games
0.0,I feel like it plays the same playlist every time.
0.0,"No complaints here, especially for the price. Good for children or elderly."
0.0,"How do you rate a charger--something you need, but don't really want It works, so it is okay."
0.0,Alexa is great and performs well. Biggest issues are Bing is a horrible search engine and is inevitably wrong vs Google. Many times it doesn't understand the question or gives wrong answers while OK google gives much better repossess. Also Amazon music is somewhat limited. Should allow ability to play Sonos or iTunes libraries.
0.0,Takes a bit to get used to OS but once you do it is a pretty decent tab for 40 bucks.
0.0,I bought this for my two year old grandson but the restrictions were too much.
0.0,Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device.
0.0,"My 7-year old daughter saved up to by this. Her brother bought the 8GB about a year earlier, so new she needed more space. The OS is a bit clunky, and less intuitive then on higher priced tablets, but tough to beat the price. Speed isn't great for web or certain gaming apps, but fine for books. Parental controls are helpful, but take time to figure out and require more steps than seem necessary to change. Overall, OK first tablet for kids, considering the price. For adults, fine for e-books and VERY basic apps. Otherwise, best to pay up for better quality and OS efficiency."
0.0,"my kids get a lot of use out of their tablets. however, I wish the battery life was better."
0.0,"I bought this tablet on Black Friday and it was on sale. It's incredibly slow, and the screen quality is mediocre. What bothered me the most were the ads on the tablet. I only really use it to watch Netflix- so it's fine, but don't expect anything above that to function well on this device."
0.0,It wasn't what I thought it was the price was too much for what I got Very disappointed
0.0,"Thought this came without special offers, the staff told me it didn't. Amazon had a sale on this when I bought it, and I thought I was just getting the same deal, but I had to pay $20 later to get rid of the ads"
0.0,"I mean... it work fine, but 20 fine There's nothing special here and it's a joke that Amazon doesn't just ship a charging plug with the Kindle in the first place. You should be able to find plenty of non-OEM chargers that'll work in terms of watts and voltage for far less money, like 5."
0.0,"Maybe I had higher expectationin general i will not recommend since the service of Amazon solving situations is not as good as in other products, I've had so much troubles with the amazon free time, I am even not longer using it (it was one of the ""big"" features on the advertisment. I will recommend to look for other alternatives before to take a decision on buying this product"
0.0,"The tablet is pretty good, I would give it 5 stars if you are able to download an use apps from the Google store, that is one of my only big complaint. And also how fast the SD card got filled with items from Amazon OS that's on the tablet without the user knowing. On the other hand, With four kids using tablets as reward time it helps the kids free time is awesome it useful"
0.0,Doesn't answer as many questions as led to believe should have google instead of Bing a simple alarm clock is all I use it for not much good for anything else would have returned it but I like gadgets . Don't recommend purchasing
0.0,Over Priced due to the cost of Kindle at 289.00. Should come with Kindle.
0.0,I thought I'd love this but felt like it had very little purpose. Did like it at all.
0.0,Needs some user interface improvements. The screen is decent for the price of the tablet.
0.0,"Please support commands for the Energysmart Water Heater Controller by Iris. Lowes Item# 612026 Model:691121 . Command such as ""alexa turn water heater on"" or ""alexa turn water heater off"" would be nice. It would gave been nice if Amazon has added a command support for this water heater controller by Iris."
0.0,"I am on my 3rd Kindle. This software downloads new purchases with a picture of the cover of the book on my homepage. Only about a fifth of the available space. So this would only allow you to buy at most four books at a time before the covers would be too small. The new books should be downloaded to my Library in List Form as in the original Kindle. In addition, once you have looked at a book in the homepage, it disappears and you have to search for it or place it in a category. Finally, this system disallows you from manipulating books the way you want. This OS is definitely NOT USER FRIENDLY. It requires a great deal of effort of the user. A lot of wasted data space and waste of time. I am requesting a return to the original Kindle OS."
0.0,"If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!"
0.0,"So I've been wanting a fire since they originally came out read some questionable review's about kindle basic stuff nothing seemed to really discourage me you really don't know what your experience will be unless you try so I got it and began the prime ""free trial "" I was shocked to wake up this morning to find out I had been charged $107.00 for a full year of prime one day before my trial was supposed to end no email no contact no are you interested they just charged my card without warning imaginably upset with Amazon. the tablet it self is so so and is slightly basic the front facing camera is slightly better then the outwards one the Alexa feature is kinda nice and fun to talk to it also sync's to other echo devices as well if buying for a teenager or any young adult do set parental controls and or passwords to keep from unauthorized perchues I think the tablet is OK but no great but because of my recent experience I rated it it 2 stars your ultimately going to make up your own mind and decided if your going to purchase this device and decide if its right for you good luck in your decision"
0.0,"A good starter tablet, but very very slow. Don't expect and I Pad savy child to enjoy this. But for a true beginner it would be fine."
0.0,"Most of the things you ask it, it doesn't know the answer to"
0.0,"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead."
0.0,"It's nice to have parental controls, but app grouping and bugs with apps hurts the experience. Parents will still need to look over child's shoulder to ensure games/apps are appropriate. Battery life is absolutely terrible."
0.0,"If you aren't tech savvy, know someone who is to be able to get Alexa to respond. Amazon was kind enough to email me to offer support; I'm afraid the first question will be, ""Is it plugged in?"" I'm not tech savvy, but I also have some sense."
0.0,I like the ipad its very helpful my son has learned alot and i hope that it will help other kids too as they prepare for pre k
0.0,"Purchased for my Father In Law - this was the most frustrating experience. Not user friendly - not friendly at all. Stick with a name brand tablet - Apple, Samsung, etc.. Avoid this device at all costs."
0.0,"It's a cheap tablet that you can just give to your kids or whatever. The ads are annoying but then again you can't expect too much with the price point. However, I would not recommend using this for any kind of work at all because it's very slow and finicky at times but if you're tired of giving your kids your phone/tablet this is the product for you. Just make sure you take off your payment info, maybe even make their own personal amazon account."
0.0,"Functional, but be sure the the USB cable is firmly installed in the base to get a connection."
0.0,go for a google if you want proper answers to any of your questions.!
0.0,Alexa is nice but it lacks a lot of informayion when asking questions. It's not like your smart phone that you can ask anything and will give you the answer. Only to certain thing and you have to email el certain apps in the Alexa app itself to work. Still working on Alexa so maybe that could be the reason but I though it would be like Siri that you can ask anything.
0.0,"Nice, clear images, but very slow and the ads on the start screen are annoying. Also, the search engine, Silk, is not very good. Switch to Google if you can. Should have just stuck with the Digiland tablet--a lot more bang for the buck."
0.0,It contains too many adds that cant be removed including the lock screen its not worth the money
0.0,"I bought this product for my three-year-old son. The operating system is slightly complicated unlike the user-friendly iPad. Fortunately, it serves it's purpose as there are many books, apps, and movies fingertips."
0.0,This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.
0.0,"A reader, but the processor is not fast, react slowly"
0.0,This is not a bad tablet for the price. I personally need a little more on high end side. The plastic look doesn't do it for me.It has a expandable Micro Sd Slot and decent battery life. I gifted it to the Mrs. and she loves it.
0.0,"Super slow, not of decent quality.I would not buy another. Memory on it is lacking for 8 gig. I will not recommend it to anyone"
0.0,I like it small lightweight easy to see wifi capabilities
0.0,I love it. Will definitely recommend it to a friend.
0.0,works great once I figured it out. Books are easy to download.
0.0,Best tablet and most affortable. Love that it just works. Must have Prime.
0.0,My 2 year old loves this thing. Uses it mostly for Netflix. Major issue with this is that it barely has any memory. It is very limited as to what and how much you can put on it.We have about 10 apps/games or less and Netflix app. It will not allow anything more as it has no space.
0.0,"pretty much you get what you pay for... not bad, but not great, but an inexpensive fix for the cause"
0.0,I WAS NEVER ABLE TO GET IT TO SEND PLAY MUSIC FROM MY IPHONE APP. IT WOULD ONLY PLAY SAMPLES OF MUSIC FROM AMAZON.
0.0,I regretted buying this item.I will never recommend this to anyone
0.0,Did not work is good as I thought it would switch to Google home much better product
