text,useful
This tablet is a well made tablet. Be sure to get a sd card as the memory is not great. The Amazon underground with totally free games and apps is worth the purchase alone. You do not need Amazon Prime subscription service to enjoy this little tablet. Go on and purchase one for 50.00 you wont regret the purchase.,1.0
"This is a great tablet for its price but before you buy it just know it doesn't come with google play services so chrome, YouTube, And the play store aren't official apps you can download.",1.0
"I like the small, light weight size, and the adaptive lighting. But the page turning is too sensitive, skipping ahead many pages when I am just moving the Kindle, and going back and then forward when I am trying to change just one page.",1.0
"When I checked it online it said it had 6 months of free subscription of the antivirus but there is nothing with my purchase, I did read it said they will email me the download information but nothing in that part very disappointed. I will only recommended to a friend if they have antivirus subscription at home.",1.0
"Great little tablet, fast, does a lot but does not do it all. Missing Google Play Store and screen is only ok. Price cannot be beaten",1.0
Does the job.Does the job.......................great,1.0
We are very happy with our purchase. We use Alexa everyday for various things and really enjoy playing jeorardy.,1.0
The processor was so slow. It took about five minutes to load a five minute YouTube video with 50 Mb/min. Internet.,1.0
"I love it, very easy to use and so much information so readily available. It's limitless to what it can be used for, from a radio to encyclopedia with no effort and no set up.",1.0
So much easier to read on this. The light helps too. Although having a nice hard cover in the hands is still nice,1.0
"great for the price, did research and found this #",1.0
Our child has had one for a few years now and his cousin wanted one so we bought one as a gift. Cannot get the two of them to put them down.,1.0
Bought this as an adjunct to an older Kindle and so that I can also access four email accounts easily from one place while traveling. Screen is bright and makes reading easy. Item is small enough to get into my carry-on bag and I can pull it out and read emails from my personal accounts and my business accounts. I have also purchased the extra memory to download more movies.,1.0
I have the Kindle Paperwhite from 2013 and my fiance just got the 2015 version. It's great to see added features without a change in price!,1.0
Tablet is perfect for someone who needs it does what it needs to do .I bought it specifically to add music to it and sync it to my trucks radio ... Works flawlessly,1.0
If you are a Amazon Prime member you will love this tablet. Even without Prime membership its still a nice tablet.,1.0
Brought for my four year old he loves it has no problems using it at all,1.0
"If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.",1.0
Enjoy Kindle but have to tap screen several times before it goes to next screen when I'm in e-mail,1.0
Bought the original Kindle a number of years ago and really enjoyed. This newer model is terrific. Fits comfortably in the hand and the readability is excellent. Downloading is even easier than before. I really enjoy using this product. Would definitely recommend!,1.0
"Alexa is great when asking about the weather, or when wanting to play some music quickly. However, majority of the questions I ask it cannot find. I think that the questions are pretty simple too. She will answer questions with direct answers like ""whats 2+2"" but if you go much further she wont respond.",1.0
"This reader is much more comfortable to hold than the Paperwhite. It is not quite as light as the Nook Glowlight, but the screen is much sharper.",1.0
I really enjoy the fire tablet I also have a iPad but the $50 you can't go wrong I bought 1 for each of my kids so they leave my iPads alone lol,1.0
"If you want the combination of a kindle for reading as well as some of the features of a tablet, this is an excellent value for the price. I like the flexibility of being able to switch between the book I am reading and my email or other web uses.It seems like the battery discharges rather quickly compared to my other kindle. I often keep this one plugged in while I am using it.",1.0
It serves the purpose and kid is happy with it. It can be used for kindle reading too.,1.0
"This is my first Tablet and I love it!!Easy to understand and there are so many apps I read a sample book and I like the huge selection of books,newspapers and magazines The lighting is perfect easy on the eyes",1.0
It is lightweight and fits nicely in my purse. Light is just right for bed reading. Works well in sunlight.,1.0
Just using this for music so it does what I need it to do. Would give 5 stars but it falls asleep faster than I would like it to.,1.0
For the price guy cannot beat it great for watching videos or streaming television.,1.0
"I bring it with me every where. I read my books on it, surf the web, and play my favorite games on it.",1.0
"Very good tablet. Only issue was starting it up. Great processor, lots of storage and great camera. Highly recommended for the price. Practical Steal.",1.0
"We own an ipad,samsug tablets and we have both love are fire8's wave better.",1.0
I love my new Fire. The only problem I have is putting it down when it's time to go to bed.,1.0
This is the 2nd fire tablet ive purchased. The first was for my daughter ans she,1.0
"Bought this at Best Buy since I had a $10 reward coupon so only sent $40 for this tablet. Short story this tablet can do everything your smart phone can do and I kinda like Amazon's new OS running on this tablet better than Android, nice clean interface and very user friendly also like the way categories are on top and you can swipe right to view them. As far as speed is concern this tablet is good, you can jump from apps with ease (although installing new apps are a bit slower than on Android) the apps have installed are Facebook,Linkedin, Overdrive, CNN, Pandora, Pinterest, Skpe all run fine. You can even run games on this $50 device, games like Sky Force, Real Racing 3 (these game have high graphics) run surprisingly smooth. Videos on Netflix, HBO Now, Pluto Tv and Youtube look great even though they are not HD. Sound is just ok (my smartphone sounds better) and the display is good compared to other cheap tablets on the market that are not IPS. Battery life is good too, can go a couple of days without charging with just reading books, checking Facebook, surf the web and gaming. Already accidentally dropped my tablet on the floor with no damage at all.I not a Prime Member but purchase a lot from Amazon so this device is convenient when ordering books and other items. This tablet has been rock solid for the week I have it and it's still shocking to me regarding the price with no compromise in quality. Was going to buy the Amazon Fire HD but since my last $270 Amazon tablet was lost this makes more sense since it's at a price point where you can easily replace it. Amazon has really changed the game with this tablet, other's reviews that state that this is only for kids or beginner tablet owner's I disagree with. Now for the people who must have the best tablet on the market (looking at you Apple Ipad and Samsung) then this is not for you, but for others who need a device to do everyday task (just like your smartphone) then this is the one don't let the cheap price fool you.",1.0
"I wanted to upgrade my Kindle Fire - First Edition. This one is really nice. Graphics are superb as is the speed in loading. I don't know, yet, what else it can do as I haven't explored it thoroughly. It's like a mini lap top and has a camera that takes very clear pictures and has wireless connection to the internet.",1.0
Does not let me connect with my library. Very diapointed,1.0
I purchased it for my dad (70)He needed something easy to use. He really enjoys it.,1.0
"Bought this for my Mom as a gift and was really disappointed. This device DOES NOT RUN FULL ANDROID. You cannot get third party apps even though they sell it as tablet. This device is only good if you only use Amazon (shopping, books, games), otherwise you can't download anything - not even a weather app. Not worth my money to be so limited - Returned the device and got the Lenovo Tab 2 A7 and we are MUCH happier with it!",1.0
"I would recommend anyone buy this product., just awesome.",1.0
I purchased it to read books and I love the fact that I can play games on it also. Works fine and is easy to use and for the price I do not think you can go wrong.,1.0
Bought this tablet for my mom who has never owned one before. Honestly for only 50 bucks this thing is pretty good. It can have a bit of lag from time to time but otherwise very nice. My wife had a first gen kindle fire when they came out. It cool to see how much this Amazon has matured their OS.,1.0
It has more features than the old rca tablet she had & has more memory & battery power plus u can get free ebooks,1.0
"Great online experience. Thanks for making it easy for older people so they can understand what to do. Awesome buy and it was awesome to shop at home. THANKS, Best Buy. Queenie",1.0
I already have kindle 7 hdx love it. So I got this cheaper one for my son. He uses it to watch movies etc. Works great.,1.0
"My wife uses for watching movies, reading, Pandora etc...honestly does everything her more expensive tablets did.",1.0
"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop.",1.0
"I bought this for my wife, she is so happy with it. She spends hours reading her books. So much easier reading with the Paper White.",1.0
"The Voyage, when it worked, was great - the page turns make the reading experience seamless and the ink is crisp, making it a real upgrade from the Paperwhite. That said, it started to freeze up quickly after I got it. Hopefully this is a software issue that will be resolved soon (and the price of early adoption, sometimes), because overall, I couldn't be more pleased with the (working) Voyage.",1.0
Amazon fire is cheap and best for reading and playing games. I bought this to gift someone and it was liked very much,1.0
Does not pick up WiFi very well; apps take longer to download...However regular software apps work great!,1.0
Got this tablet for my daughter and she loved it again great tablet.,1.0
"I love the Paperwhite and we have had Kindles in the house for years. This Paperwhite is as snappy as the Voyage and while it doesn't have that smooth glass screen, it also doesn't have the extra $100 or so price tag. It's a great piece of tech that often goes on sale. Get it when it does. It's well worth it.",1.0
good starter tablet or great for games. fits in the purse or coat jacket.it was on sale for 50 dollars,1.0
"my 3 year old loves her kindle, Netflix and an abundance of games for her to learn from. Exceptionally easy to set up and use",1.0
Best Tablet under $50. It works great with a perfect size to hold in hand. Great deal.,1.0
"Perfect tablet, such a great price would totally recommend",1.0
"The kids love it, so I'm very happy. that's all that matters to me",1.0
I love the tablet . now i have time to catch up with my reading and tv shows and also facebook and magazines,1.0
I got this Kindle to replace an old Kindle and a lost Ipad that I was using to read my KIndle books on. T his Kindle with the back lit screen combines the best of both Ipad and kindle..back lit but no glare in the sun,1.0
I bought this for my wife who wanted it more for travel. Ideal for airplane travel and works well with cover on the beach as well. She even uses it a lot in the home.,1.0
We got this for my son to use as a reader and also do audio books with read along. It has been great. He had a laptop but that is too large to be practical. This works perfectly for him.,1.0
At 50$ this is an absolute steal deal for any one who wants to have a tab to watch movies on the go and carry music and small games.Good for kids and travellers,1.0
the tablet is certainly a good value but the wifi signal drops frequently and even when it shows its connected can fail to download any data. Perhaps this is a glitch that will be fixed in a later SW update but for now I have to say the performance is underwhelming. the Backlight also has some serious bleed issues which is a sign of an inferior design and or workmanship. The fire 7 HD which i also own has none of these issues. Get what you pay for rings true again.,1.0
My daughter would not read before she got her kindle. She love this and now reads all the time. Books are cheaper and less space needed in your home. Great games.,1.0
"I was a little concerned about the advertised display resolution, but it's good enough for my uses. It's not as sharp as a lot of the other tablets on the market, but it only cost $50. That makes it so I'm not so concerned if it gets broken or lost. I've watched some videos on it and the display seems fine. Mostly I use it to read e-mails and surf the web. As this is my first tablet, I'm still learning about its capabilities and limitations. I've taken only a few photos on it and it is not as sharp as a lot of other phone/tablet cameras, but still serviceable.",1.0
I just love my new Kindle paperwhite.,1.0
great tablet for the size. will be giving this to the kids from santa this year.,1.0
Brought it for my mom and she loves it . It is easy to use and it works great!!,1.0
"So I love my electronics. I have an Ipad but when I saw this on sale I got myself one just to have since I am a prime member I figured I could use this too. The only thing I like about this is that you an expand the the storage. If the Ipad had that option it would be amazing. So since I then expanded the memory I can have more movies to watch offline. Camera is horrible, So I would say if you have a younger child, this may be decent but nothing compares to an ipad.",1.0
this kindle paperwhite new generation is really good.the display has been improved from the older version.its clear and easy to read than the older one.,1.0
YouTube plays only in the desktop version not the mobile version,1.0
It was a birthday gift for my son. He loves it and I use it from time to time. I would recommend it and the price is nice.,1.0
My kids had a good time with the kindle and now I feel like best buy is the best store ever.,1.0
"It's not HD but it does the job: Facebook, recipes in the kitchen, streaming Spotify and pandora, Bluetooth is nice.",1.0
"I spend a lot of time looking at a computer screen; when it comes time for leisure reading, it is nice to have relief from bright light. The paperwhite Kindle provides a very eye-friendly experience, with sharp text even at a small size. And there's no struggle with holding open pages of a book. Unlike the Kindle Fire, obviously, it is not a good choice for browsing the web or reading e-mail. Navigation between books is not as easy as I would like; a half screen of 6 recent books, with the other half taken up by ""recommended"" books is not as handy as a full-screen text list of my books would be. But the actual process of reading is easy, and there are a few tools for note taking and seeing how frequently other people highlight sections of text. Cross-book text searching is a great feature, if you need it, too.",1.0
"Although the Price point is a bit high for what it is I love the new kindle. The screen is beautiful, the back light with auto-adjust dimming is great, and it feels very sturdy to hold. I am very glad that I upgraded form the nook but can only give 4 stars due to price.",1.0
Whenever I see an item in the store and the price seem a bit cheap I begin to get very cautious. I ask many questions of other users. Thankfully after having bought this kindle for my nephew he and I have been elated ever since .,1.0
MThere are so many cool features and it's really easy to use.,1.0
I bought this tablet for my son. i really liked the price compared to other brands.,1.0
"If it wasn't for my receiving an e-mail advertisement from Best Buy's weekly deals, I would not have seen Kindle Fire on sale. I have been most pleased and satisfied with the product and the free shipping offer from Best Buy.",1.0
Goog!I would recommend this to a friend!!!I like it,1.0
I love the kindle.. Reading is so much easier especially traveling and at beach,1.0
I find reading books on this tablet to be better than expected despite the shiny glass display.,1.0
Too many advertising and too many pages to sort through.,1.0
Works great. I bought this for my 7 year old after she broke her other kindle. It works just as good as her Kindle fire HD but it was way cheaper. There's not a lot of storage but for $50 I won't complain.,1.0
Lol.... the only reason i bought this tablet was so i could load my games from my phone and play them on larger screen but i didnt realize that sonce its an amazon product it wont load google play or support vlash of clans or any other google game a big thumbs down.... i guess im just stuck with a tablet that is useless for me,1.0
"Overall, this tablet is great for kids and adults. It's not overpriced and you can do a lot with it. Including, browsing the web, downloading paid or free apps, downloading books free or paid, listening to music, shopping right through amazon, storing files, and plenty more. I wouldn't trade this tablet for any other.",1.0
"Bought this to replace my older Kindle Fire 6, got a 64GB MicroSD card for it and no problem. Only issues I'm having is in apps but its due to the app. The colour and sound on this kindle is just great and I love the bigger screen and the fact I can add extra memory to it in order to allow more to remain on it for a longer time.",1.0
I have a desktop at home but this will let me know whats going on at all times......,1.0
"Surprisingly good and useful for the price. You really can't beat a $50 tablet. But remember, it still is a budget tablet. Tip: Adding anti-glare matte screen protector will great improve user experience and your interaction between finger and screen surface. Just like other budget tablets, Kindle Fire 7 lacks that coating finish on screen surface which will cause screen to attract smudges more than tablets with that coating.",1.0
"Its pretty good for the price, my only concern is the quality of the picture, not an hd one, my daughter complain when shes taking pics.",1.0
Works well also great for reading recommend 4 star,1.0
This product is a beginner product for Kids and nothing to be of use for Elders,1.0
I like everything about this product I bought for daughter and she loves it,1.0
"I bought this item for my kid for 35$ and enjoying lot. Compared to other Tabs this is a great bargain.Pros: Its easy to use , battery is excellent works for long, even while games are being played.Strong body and very good touch sensitive.Cons: Screen resolution looks little grayish , not bright enough. which probably is good for kid eyes while playing longer.",1.0
"Slim fit in my purse, love the page turn ""buttons"". Auto light adjusting is good!",1.0
I just loved it .. it was really nice .. I would definitely recommend to buy the product,1.0
I loved the price for this tablet good value for what my son uses it for!!,1.0
"Thr fire is a great gadget for almost any occasion or circumstance, gathering info. or just relaxing.",1.0
Right price my son loves it great for games and you tube,1.0
"This is a really good product, super fast and great screen, would buy it again!",1.0
"Nice product for the price , very good tablet for beginners",1.0
Font and lighting options enhance readability. Light weight and durable.,1.0
i was skeptical but glad I purchased. much faster than Nook or the paperwhite. Thin and easy to use. Screen appears brighter and wider than the paperwhite. Very thin and lightweight,1.0
"I purchased this tablet for my young nephew to watch videos on the go. It was to replace his iPad mini. This tablet does everything that he was doing on the iPad, is easy to use, and only a fraction of the cost. The advertising on it is a bit annoying, but can not complain with the price.",1.0
Not a big reader but gave it to someone that is. She is happy so I think that should make me happy.time will tell,1.0
"The Amazon Fire tablet is definitely not the best tablet out there, but it's definitely the best at this price point. It has all of the features I was looking for without the fluff. It may be limiting if you don't have an Amazon account, but it's not a deal breaker. I think this is a great tablet for those who aren't looking for all of the bells and whistles.",1.0
I have one issue with this tablet. What headphones work with this tablet? I used a pair the first time to watch a movie and they worked fine. When trying to view a movie again none of the headphones are working on this tablet. I have tried multiple headsets with no success. Please Help!,1.0
Bought this even though I have an iPad and an Android tablet. I wanted this so that I wouldn't be easily distracted with other apps. The only thing is that I wish I could inverse the colors for night time. Besides that it has a long battery life and is great for reading books.,1.0
"Great price. Easy surfing the web, great game playing, and way to enjoy reading new books. 8 GB is large enough. I like I can purchase gifts cards to make purchases.",1.0
Its ok tablet but you dont have access to all the same apps that are in google play store. Also to really enjoy the tablet you should be memebr of amazon prime which I am not.,1.0
"Excellent just 50$ , and has all the features and a vast collection of books",1.0
"Overall I've been very happy with my new Kindle Voyage, the screen is much sharper than my wife's paperwhite (v1) and the backlight is much more even. I've also been very happy with the page turn buttons. It makes it significantly more convenient to turn pages than using the screen and the pressure and feedback both seem about right. The only issue I have that keeps this from earning 5 stars is that the backlight on the screen has a slightly two-tone hue. It is somewhat yellowish on top and bluish on the bottom of the screen. It isn't something that really distracts from reading but it is noticeable when looking for it. Fix this so the coloring is even and it is really a perfect ereader.",1.0
"I like the Kindle fire over all, but the Kindles definitely have issues with the charging ports. We have the older 7s and we have issues with getting the cords to charge them. As a parent, you are better off not having children plug them in. We still continue to purchase new one because of the reasonable pricing and due to all the amazon app purchases we have made through the years. Hopefully one day they will design a better charging port",1.0
"I researched several different e-readers before deciding to purchase this tablet. This one was the best fit financially and it also allowed me more flexibility to access books from my local library. That feature alone is very valuable. I may decide to upgrade to something with less glare for outdoor reading, but for now this is perfect. Very easy to keep in my bag and since I am an android user this was not difficult to learn.",1.0
This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,1.0
Got them as birthday presents for my grandsons and love them,1.0
"Comments on Kindle Paperwhite1) Basic functioning of page forward & back - excellent2) Footnote action often led to loosing place. It was easy to accidentally press a footnote when doing normal forward or back. Pressing the top right x sometimes returned to text, but often was dead - requiring selecting Go To Footnotes. Picking the correct < footnote returned to correct position - but too easy to accidentally press a different footnote - send me off to wrong text position. While doing things right raises no problems - it is to easy to get in trouble. Enabling the x at all times would be safer.3) Occasionally a small print message such as 91 highlighters would appear between the lines. Supposed to show where other kindle users highlighted text. Does not highlight any text.",1.0
Affordable price awesome quality I love my Amazon fire tablet,1.0
I bought two of these for my daughters. Works great for the kids and if they drop them and break your not out a huge chunk of money like you would be for an IPad.,1.0
I am very impressed with the tablet. For the price it is great. Apps load up quick and look great on the tablet. The OS is easy to navigate.,1.0
Hy husband loves his kindle.the back light so he can read anywhere with low eye strain is awsome,1.0
It's a great devise for and older generation women and she loves it,1.0
We got the Alexa on sale for $150 my wife enjoys putting music on whenever she wants I enjoy the information I can get,1.0
This works fine. It's a tablet! It does things well!,1.0
Bought tablet for my 4 yr old daughter very easy to set up and works awesome .,1.0
"First of all I'm amazed I could buy it from Best Buy, while Amazon says it will be in stock on December 1st (in more than a month from now). Best Buy is indeed the best!The Voyage itself is simply fantastic. The size is right, it's very lightweigh, quite zippy, text is super crisp, and I love the auto-brightness feature.",1.0
I have had each of the models released and this current one with the 300 ppi is the best so far. Reading screen is excellent. Fonts are crisp and clear.,1.0
The Whispersync technology that allows a child to read a book and listen to the audio book while it highlights the words is an indispensable tool for young readers.,1.0
"For wife, she likes it. Good to read and play games on",1.0
It is a good product. Didn't want glare when I read. It serves the purpose,1.0
I love this tablet. It does a lot more then my previous one which cost almost 4 times the price.,1.0
"Love it, had the stick and it was kinda slow navigating. This one is much faster. Was going to use this and cancel cable. When I told my cable company I wanted to cancel and I was just going to stream everything they cut my bundle cost by 100. I kept cable but I also still use my firetv alot.",1.0
So easy to use grandson loves it nice starter tablet,1.0
Such a high DPI! looks like printed. the books are much cheaper,1.0
A very easy to use device. I don't need anything bigger. Just right for my needs. Price point is excellent.,1.0
We love this thing! And for only $50! It works perfect for quick netflix,1.0
Perfect for my son! He has fine motor deficits and the games definitely help him work on using one finger at a time to play them! I also don't have to worry about him getting onto anything that isn't kid friendly since he doesn't know my passcode for the adult profile!!,1.0
This is a great tablet for the price it is offered at. Great for amazon prime members.,1.0
"It is a nice tablet for the price. The camera is not that great but it is decent. Beware of the memory capacity though. It says that it holds 8 gb but only has 3.81 gb of free space, so less than half.",1.0
Bought this item for my 1 yr old and at first would not pay attention to it since he loves to run around. But when we are out its a good tablet for a kid and very durable since kids tend to drop toys. We use it to watch movies and even kid educational apps. It's a good buy for the price and to entertain the kids. Video quality is very good.,1.0
"Don't let the low price and screen size fool you. This 7"" tablet is a bargain at $50 and works flawlessly. It has long battery life and a bright display. I find myself using it most often to view movies on Amazon Prime, which can be flung to my flat screen TV instantly. This is a must-have item for $50.",1.0
"I purchased this item on the recommendation of many existing owners. However, when I got home and attempted to set up the device, it was frustrating and the instructions/FAQs were not very helpful. The echo could not find my NEST thermostat, nor could it find about half of my HUE lights. Once I argued and fought with Alexa for about 45 minutes, she finally started to pick up my lights and after COMLETELY re-configuring my thermostat, she could see it, but she would not work with it. Once she found all of my lights, she would turn them on or off, but would not change colors or brightness levels. I run a software company and have worked in and with computers my whole life. This should not have been this quirky. I would not recommend this item. Get a Google Home.",1.0
Great sound..exploring it's smart home capabiliies,1.0
This is a much improved Kindle reader than ones made 3 or 4 years ago. Much more user friendly,1.0
"I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.",1.0
"I purchased this for my wife after she had seen one at a friends house. She loves it! It stays in the kitchen and she listens to music, sets cooking timers, gets weather reports and overall just enjoys it. It works flawlessly and is great entertainment for our grandson too! I would recommend this to anyone!",1.0
Had the original Kindle and filled it. Upgraded to the Kindle Voyage and absolutely love it!,1.0
I love my kindle fire but wanted this for reading outside and on the beach. It is perfect!,1.0
My daughter enjoys that tablet a lot. Also the amazon free time app is great for kids.,1.0
