text,useful
"5 stars for taste. 5 stars for flavor. 5 stars for service. 5 stars for not being a traditional over priced bullshiz restaurant that most people pretend to enjoy in order to justify the check. Shoutout to our server Gina. Thanks for being awesome. 

It's so strange because I never give out 5 stars unless the business blows my Popsicle stand over. Tonight was somewhere near exquisite and legendary. My girlfriend and I spend a lot of time eating at various restaurants and we try the best we can to enjoy ourselves based on the chefs recommendations. Of course we check our fellow Yelpers, but we always try to be as objective as possible when exploring new territories. It has become a constant struggle with expensive restaurants to really see the value in what we are tasting. With that said Bouchon was truly a great experience. The price point was medium compared to a Mastros, or Nobu, but the quality was fantastic. I couldn't believe the goodness. We got a ton of food for a great price. 

House bread - crispy on the outside with a nice gooey inside. We had 2...

House Toasted Pistachios - See description.. 

Oysters - So good that we had to order another half dozen! We tried super hard to differentiate each of the three little homies, but they were all so so so good, so it didn't matter haha. They were on point. 

Charcuterie - Came with Coppa, Prosciutto, Salami, and Pate. Holy God. The Pate was our favorite and went perfect with the house bread. I could have eaten a pound of it. 

Flat Iron Steak Frites - Served medium is the way to go. This piece of meat was sexual and for a flat iron it was pornographic. The night before I had a dry aged ribeye and this rivaled it. I can't believe how tender and juicy it was. Fries were perf. 

Mussels - The entree portion came with about 90 mussels, no shiz and we opted for the mushrooms in lieu of the frites because of the streak frites dish. Man, this could have fed an army and super good too. 

Bouchon Dessert Special - 3 chocolate bouchons with melted chocolate chips inside topped with a pretzel ice cream. Wow! It also had an amazing browned marshmallow like cream with a delightful warmed bubble of salted caramel core. My mind was blown.",1.0
"Nice place. But that's it. If you want to try Brazilian food this is not the place.
They tried, but aside from some of the staff nothing was Brazilian at all. The meat was ""slowly"" coming toward us and it got cold all the time. With my complaint the ""capitāo"" that is the nickname of the Chef he then made sure that the meat got to us warmer. The only kind of meat I wanted came just 1 time. Picanha. The only piece of meat that I can say was good was caw ribs. The pork was coming with a weird sauce. Rice ok, beans cold and without any juice. The yuca was undercooked and oily. Salad bar was poor. Again was ok if you don't know the real taste. I hope they can improve. Send the chef to Brazil for a 5 day training camp. Good luck",1.0
"Ok, the prices on the happy hour menu is kind of high to be happy about but the food is pretty solid.

The sliders are a bit weak - 2 per order, comes on a plate with some horseradish and aujus and fries.  The sliders themselves are actually small bits of sirloin meat.  With the sauce it was actually quite tasty.  The waiter kinda spilled au jus into the horseradish while delivering the plate which kinda made it look unappetizing but I'm glad we pushed through.  :P

The green chili pork is very good.  I like the hint of spice and large chunks of pork.  It comes with a couple of grilled tortillas.  

We also tried the chicken flatbread which was a bit more oily than I thought it would be but the pesto flavor really comes through and the chicken bits on top were plenty.  

The big ass burger was also delicious, however, a bit dry.  At $11 it really should be juicier.. afterall there are many ten dollar burger places one can go to in that area.

All in all, it's a decent spot for happy hours with friends.  The drinks are a bit weak and they charge $5 each.  There probably are some better spots but I would recommend trying at least sporadically.",1.0
"This shop is located in Planet Hollywood right by the entrance to the Mile Shops. You place your order at the first counter. Then you move down to the cashier where you get any additional items (chips, muffins, cookies, boxed salads, etc) and pay. Fountain drinks, coffee, and lemonade are self-serve. There are several tables and bar seating which are typically full since it's a busy location. No outdoor seating since it's in the middle of the casino. Open 24hrs. Breakfast sandwiches before 11AM. Fairly quick service so double check your order because sometimes the order is incorrect.

Our Order:
Holiday Turkey: ($6.99) Turkey, cornbread stuffing, turkey gravy, cranberry sauce & mayonnaise
Sea Salt & Vinegar Kettle Chips: $1.29
Earl Grey Lemonade: $2.99

BF's 1st time here (and almost the same for me since the last time I had it, I was a little kid & all I remembered was that I didn't care for it to much at the time). Both the BF and I ordered the Holiday Turkey Sandwich. Their own artisan bread was toasted just right and wasn't too dense or dry. The stuffing was flavorful and the kind that's more on the wet side than the dry stuffing that I'm used to. Not too much gravy to make the sandwich soggy (if eaten right away). The cranberry sauce was on the sweet side instead of the tart (which I prefer). The turkey are deli slices so they weren't dry but I would've preferred if they were thicker slices. Overall a good sandwich. Their salt & vinegar kettle chips went well with the sandwiches so I recommend getting a bag. The Earl Grey Lemonade was interesting but didn't have as much early grey flavor as I would've liked. BF didn't like the lemonade even though his tea of choice is Earl Grey.

The Montague and the Original are the popular sandwiches so may try that next time if I'm nearby since they are open 24 hrs.",1.0
So the service sucked. You do not receive what you ask for. Do not eat here and the person taking my order should not have a job,1.0
"Best flavored popcorn to buy. They're all really delicious!!! I always buy about 4 flavors because they price it reasonably compared to other shops. I guess I'm going to have to try that Dole Whip now that I've read about it sounds delicious!!!
Get there before they close. I'm hoping they extend their hours for summertime. thanks for the fabulous customer service too. Very ""sweet"".
:)  :)  :) Your kids will love it. You'll bring out the kid in you while you're trying to decide whatcha want. ENJOY!!!!
Best to eat at the movies... ;)",1.0
"This is a great place to hang out, have a couple beers, and enjoy some yummy food. We come here a lot just to drink on the weekends, or for brunch on Sundays, but this time we stopped in for lunch after some shopping at West Side Market. It was a beautiful day, so we sat out on their patio. Jack Johnson music played in the background as we sipped our beers, perfectly shaded by a little tree growing between the tables. I got the Old School American Lager, which was light and refreshing. 

To eat, I had the eggplant sandwich and my boyfriend got the tofu cheesesteak. The eggplant sandwich was awesome, but messy. The whipped feta on the sandwich was delectable, and the eggplant was perfectly grilled.  I also got a salad instead of fries, and the salad was very good, much better than my boyfriend's fries. The tofu cheesesteak sandwich was also pretty good but my boyfriend did comment that he wished the tofu was crispier. 

Market Garden is a great place. They have an awesome beer selection and the food is pretty great too. If its nice out, I'd definitely recommend hanging out on their patio.",1.0
"This place is a dive bar but kinda cute during Christmas!! My husband and I were there with a large group about 40 of us. Went there on a Monday afternoon around 3pm! The place is really cool especially with all the Christmas decorations! I really wanted to like his place but service always plays a huge huge role in my reviews! The bartender was extremely rude and the security guy was even worse! Every time one of us went up to order a drink he acted as if we were bothering him??!! The security had the nerve to say to a very large group of customers on a Monday mid afternoon ""You guys need to move the fuck outta the way!"" I was in such shock when I heard that!! Seriously on a Monday afternoon when you normally would be dead the two of you are treating your paying guests like that!!  I WILL NEVER COME BACK TO THIS PLACE AGAIN!! What these guys didn't realize is that this very large group was all family members of a locally owned restaurants who has been very very successful by treating their guests with the upmost respect!!",1.0
"I needed to find someone to file my taxes this year, the friend who has being doing them not being as readily available. Based on the reviews here I decided to contact Patrick and can only concur with everyones comments. We met downstairs in my office building; my taxes are very basic and after going through my documents, while I was completing some basic information, Patrick was working on his computer and I didn't even realize he was doing my taxes there and then! Not being as up-to-date on today's technology, I didn't expect this at all!!! Our meeting was finished in less than 45 minutes. 

Could not be more pleased.",1.0
"Although not the worst thing imaginable, it is definitely not authentic by any stretch of the imagination. After years of living in southern California and having true Mexican food with neighbors and friends that had barely been in country for less than 6 months, this food left a ton to be desired. The chips and salsa left a good bit to be desired... the chips being paper thin and tasting like the aforementioned paper, and the salsa tasting like something from a glass jar, not a good start. Ordered their equivalent of Fajitas and I asked for extra onions, just to be told that in order to get onions, I'd have to pay an extra $5 for a skewer of peppers and onions... I simply wanted onions and was told that wasn't an option without paying that much extra. Give me an onion and I'll give you a dollar, I'll cut the thing myself. Jeez

The food shows up after about 10 minutes or so and it isn't anything remotely close to Mexican food. Carne Asada... no, it isn't. It's simply steak with salt and pepper. No flavor to it outside of the meat itself, which was a bit too fatty on top of it. The chicken, dry as can be, though the flavoring on the outside wasn't terrible, but by no means did it taste like Mexican style chicken in any fashion. Pork, terrible... dry and boring. Entirely too bland to be anything worthwhile. Moving on to the sour cream and guac that came with it, nothing special to the guac, simple avocado flavor with nothing else, sour cream was just fine. Refried beans weren't anything special, they came from a can, that much was obvious as it's the same flavor I've gotten from the cheap refried beans in the supermarket. Rice was okay at best, but nothing that made it stand out.

The food added insult to injury... All of that was after waiting an hour to get a seat. In this time, we had watched at least 6 groups that came after us get seated before we did. Their hand written list of names was proof of that as the black sharpie they used to cross out names had lines all over the paper with uncrossed lines that hadn't been seated. They favored larger parties on top of everything else. Watching a family of six get brought to their table a mere 10 minutes after arriving, and yet we'd been there for a half hour at that point, that was just a sign of things to come.

No reason for 2 stars except that they served food that you could digest, or at least something resembling it.",1.0
"We have been looking to get a new roof for about a year now, we had several quotes.  Local contractors and a couple of bigger businesses like Weather Seal.  The quotes varied like crazy!  Weather Seal came right in the middle and had a much better guarantee than the others, as well as offering financing. 

Our sales rep was nice, spent a lot of time with us and answered all of our questions without making us feel rushed or pressured.  After signing, we were informed someone would call us to get it scheduled and the work would be done within 4-8 weeks.

A month went by and we didn't hear anything, which worked out well for us because we wanted to pay a few things off before having to start paying on this.  Another week or two went by and I realized they had never called to schedule.  I was only worried about this because we had a vacation planned and wanted to be home for the install.  When they did call, it was to let us know that they would begin work in 3 days and that the dumpster would be dropped off the day prior.  

The dumpster did deliver, however they dropped it at the back of our house outside of our fence and probably the farthest possible distance from the house that it could be.  Granted, we don't have a drive in the front and it didn't personally affect us... I felt bad for the guys working.  They had to haul all the old shingles back there through our yard by hand.  We ended up borrowing a wheel barrow from friends to help them out.  In addition, they didn't even know it was there since it was out of their sight - they wasted a lot of time ""waiting"" when they could have been cleaning up.  

Weather Seal had also told us that the shingles would be dropped off the day prior which didn't happen - the truck ended up dropping off around 1pm.  Again, more wasted time for the poor roof crew.  They did the best they could but still didn't finish in one day due to it getting dark... they had to drive all the way back (I think they said 3 hours) to spend an our or two finishing up the next day.  If they would have known where the dumpster was and the shingles been delivered on time, it would have been an easy 1 day job. No personal problem for me, just felt bad for the guys because they were really great!

I couldn't believe how great of a job they did cleaning up when they were done.  We didn't find any nails or anything.  The roof looked great.  Now onto the gutters.  These were different subcontractors that came out, I believe two days after the roof was installed.  We didn't know when they were coming, they just showed up and luckily we were on our lunch break and were home.  They needed power to run their equipment which they would have no access to if we weren't there.  

The gutters look good however, the did a HORRIBLE job cleaning or maybe I should say they did an AWESOME job NOT cleaning.  Our dog came in with a nail in his fur and we found 7 nails on the ground where they removed the old gutters.  Our air conditioner, grill and window sills were covered in all the grime and debris from the old gutters.  They didn't even make an effort to make it look presentable like the roofers did. 

A day or two later, they called to schedule someone to come out so we could sign the final paperwork.  We couldn't get a time figured out on the phone as my husband and I both had to be there so she said she'd call back.  Less than 48 hours later, she called to let me know that the guy would be over in about 2 hours to get all the paperwork signed.  What?!  We had to leave work to go home and meet this guy on short notice.  He did show up on time though.  When we expressed our concerns about the wasted time, bad communication and showed him pictures of the mess left behind he was very nonchalant about it.  Basically that it happens.  I get that, but clean it up.  He said he would go out there and clean it up himself IF we wanted him to, not really offering it up you know.  It's not a cheap thing that we had done, that's why it matters that we aren't out there cleaning up afterward.  We're going to be making payments on this for years to come. 

The way the company was portrayed to me, at least the impression I got when we met with our salesman, was that everyone that came out to work on the project was their direct employee.  Turns out that a lot of subcontractors were used and perhaps that's why the communcation was so bad between Weather Seal and us and Weather Seal and the subcontractors.  Overall, the end result of the work I am happy with it all looks great.  I haven't had it long enough to speak to how it holds up during heavy rain or any issues regarding their warranty.

Would I recommend them to someone?  No, probably not at this time.
Would I use them again?  Maybe.  I think if they got things straightened out regarding communcation and cleanliness I could give them another chance to prove themselves to me.  I would prefer to talk directly to a Weather Seal employee rather than subcontractors as well.",1.0
"Premier Physicians Weight Loss and Wellness has changed my life and Dr. Dana Trippi and her excellent staff have been instrumental in helping me overcome my life-long obesity battle and for the first time since I was 15 years old (I am now 38). I am finally at a healthy weight for my body type and height (132 lbs) and have maintained this weight, along with an average BMI (22%) for almost 3 years! When I was 28 years old, I was at my heaviest, weighing 236 lbs. With the help of doctors, trainers, weight watchers, family and friends I got my weight down to around 190 and struggled throughout my 30s to keep it there. 

At the age of 36, after hiring yet another trainer and having worked out rigorously (cardio and weights for 5 hours a week) plus following weight watchers faithfully (for 4 months straight) I found that I only had lost 4 lbs and was still in the high 180s. I was about to give up and thought that I was destined to be obese for the rest of my life. 

It was the day after Christmas and I was depressed. My husband, having being laid off from his job in Las Vegas, had to take a job in Washington DC, and could only be home for 2 days! I dropped him off at the airport and went home to an empty house and sat on the couch. I felt helpless. I was fat. I was alone and sad. The thought of going to the gym 5 days a week and logging every bite I ate into my weight watchers app. with little-to-no-results was emotionally devastating. Desperate, I Goggled Weight Loss Doctors in Las Vegas, and found a Living Social Deal for Premier Physicians and read all about Dr. Trippi! I was skeptical than anyone could help me but hopeful for the first time in years. 

Dr. Trippi and staff were and are excellent. Dr. Trippi spent a lot of time talking to me about my history with obesity and addiction to food. We discussed how many times I tried to lose weight and how. She wanted to see my Weight Watchers Records--all of them. I had 4 months of very precise documentation (I'm a scientist and I didn't fib--I logged every bite I ate and every amount I exercised). She ran tests on me to determine the state of my health. We came up with a plan that was suitable for me. I learned that my body doesn't process sugar well. It likes protein, especially in the morning. Starting out with a piece of toast or cereal puts me at a disadvantage. Wine and juice are not my friends! For over a year, we adjusted the amount of calories I had, the percentage of fats, sugars, and proteins--it was a mixture of that and many talks with Dr. Trippi. 

When you are overweight, and start losing weight, you often become afraid to eat at all, for fear that you will gain a pound back. Vacations or parties stress you out because you have to change your eating habits. All of these issues may seem bizarre if someone who hasn't been obese reads this post, but to someone who has been and who has started to lose weight or who has lost a large amount of weight, you know what I mean. Dr. Trippi helped guide me through the maze of fear and confusion in terms of weight loss but also guided me to wellness--how to keep this healthy body and make this a LIFESTYLE. I have learned that my weight issue is something that I will have to manage my entire life. I understand that nothing in life is easy and I believe if I want something badly enough it's worth working for. I was fortunate to have found this place and given the tools to lose weight and to keep it off! More importantly, I was given my life back--a healthy life. 

I feel physically and mentally healthier now than I ever have. And I truly owe this place my undying gratitude. I have never written a review like this and my WORD stands true. 

Thank you Premier Physicians Weight Loss and Wellness and especially Dr. Dana Trippi!",1.0
"I tried the Venezuelan eats at P'Karos and enjoyed the pulled pork arepas ($6.99) and the papellon ($3), a drink made of brown sugar, lemon and ice. They make the sauces and wrappers in- house and offer daily specials.

Now for things the restaurant can improve on. ..they need to decide what kind of restaurant they want to be. Their sign says P'Karos coffee, but the restaurant serves pricey burgers ($10 to $17), pizza, gelato....and Venezuelan food. Yes there's a coffee machine but the restaurant does not look like a coffee house or that they specialize in that. 

My Venezuelan friend was the one who recommended the resto to me for Venezuelan food, otherwise I would have not known passing by. The Venezuelan eats is only a small section on their menu.",1.0
"I bought a condo in the area and this is the closest Starbucks to me excluding the mall and old town. 

Every single time I come here, my drink is made wrong. I order it the same at every Starbucks so I don't know how else to make them understand. 

The problem I have is the lack of customer service. 

For the most part I would just let it go and drink it. After about the 5th or 6th time I started asking for it to be re made. I would get an attitude when I would ask or snarky comments. 

For example, I can tell just by looking at the color of my coffee if it's wrong. So I kindly told her before she handed it to me that it's too dark and will be too strong. She had it remade then told me it didn't look any different than before. I said I could tell the difference. She again stated she couldn't. Then told me the lighting inside is different that outside. 

The final straw was when I went yet again. I could tell it was wrong. Again it was too dark. When I asked for her to remake it, she dumped out about half and put milk in it.
It tasted horrible!! Like watered down milk. My pumps of syrup were either not added properly or were dumped out. I took that drink down the street to the Thomas and scottsdale location. The guy working was so nice. I was honest and told him what happened. He apologized and remade my drink for free even though it wasn't that stores fault. He told me they have a ton of people go in their location with the same complaints about the other Starbucks. He remade my drink, had me taste it, and made sure I liked it. 

May sound crazy over coffee but at 3.08 a pop, everyday, it does matter.

I will never waste my time or money here again.",1.0
"I love going to Kessler Optical. First and foremost, I like to support local businesses. Dr. Kessler and his wife run the place with wonderful staff members, from reception--to the medical assistant before your exam--to fittings, and it's as friendly of an atmosphere as you can have when you're dealing with a medical appointment and subsequent fittings for eyewear.

They have a beautiful selection of eyewear from different designers. The staff will spend as much time as it takes to get the right fit and the right look and tell you how to properly care for your glasses. You can walk in to get your frames adjusted or get your glasses cleaner refilled for free anytime. They really care about their patients and it shows in all of their interactions.

The eye exam is comprehensive and Dr. Kessler is knowledgeable and kind. He takes his time and your exam is not rushed. I will continue to give them my business.",1.0
"This company is really difficult to do business with.  Extremely unresponsive.  We decided to change insurances in January because we thought Embrace would offer better coverage.  In short, I would stay far, far away.

Initially, they had difficulty in getting the documentation from our vets.  I decided to do all the leg work myself - only to be told when I called the vet, oh, we already sent this to the insurance company.  Ok.... So, I had the vet send the records to me to forward on.   Only to be told that they still didn't receive anything.  After a phone call, it was determined that it was in fact included in the attachment, and it was overlooked. 

Six months after our initial enrollment, we are still trying to determine what is considered a pre-existing condition.  We received a list of exclusions on 4\/20.  We sent in our initial appeal on 4\/27.  We sent in a follow up asking for a response on 5\/22.  Still no response.  I just sent another follow up.

Ironically enough, as I am writing this review, I just received a response.  I should 'expect to hear back with a decision within 15 business days'.  Third time's a charm.

Update:  I increased my star rating.  I received closure the next day (after the third attempt).  The exclusion we appealed was revoked.  Now that we are through the paperwork \/ set up phase, I am hopeful for an easier relationship moving forward.",1.0
"The only hotel I've ever stayed in that denied room service on two different occasions during my stay. Also, was put in a room with black, moldy leftovers in our microwave. Who knows how long it had been in there.",1.0
"I was sold by the smell the second I walked through the door. My dad owns a small business in the area, and this is one of his favorite spots for lunch. It replaced Belfiores, which was very similar to Dino's- Italian deli\/bakery\/restaurant. I was bummed when we lost Belfiores, but Dinos has it beat.

Family owned with great service, the restaurant offers your classic Italian menu along with the the real-deal Italian pastries and some groceries. 

I had the eggplant parm sub. Being that eggplant parm is one of my all time favorites, I'm a tough critic. It was delicious! The bread on the sandwich was definitely Italian made with that perfect crunch. Bread is the key to a good sandwich, and they nailed it. 

Love supporting small businesses, and this is one I recommend highly!!",1.0
"So my friend and I snuck out of work for a lunch date.  We called in a pizza order as we were driving so it would be ready when we got there.  We enjoyed a pizza that came out soon after we sat down.

Our wait staff was friendly and helpful to get us back to work in time for the afternoon.  Luigi's is a nice neighborhood gem.",1.0
"We were a group of 3 and this was my first time in this pub, the food was ok and the ambiance was ok, however at the end my friend tipped 15% of the bill (before taxes), and for no reason, the waitress suddenly began arguing with my friend asking him to pay 15% or else he will not be welcomed anymore, that's the rules.
 During my entire life, I've never seen a waitress\/waiter telling a client that he is not welcome if he doesn't pay tips,,,,at least we all paid , and I paid the waitress 20%.
If I was an owner I will never allow my waiters to speak like that with a client, that's not good for business. So either the owners of this pub should review their policies or there is waitress issue.
 I've read another review in yelp with someone who had the same problem in this pub. We were at the pub on Wednesday 25 of Nov 2015.",1.0
"We're visiting Ohio from out of state (we're from New Jersey) and tripped on Eddie's by accident.  My husband wanted Italian, and this place seemed to fit the bill as being casual enough to take the kids, and yet not a pizza place.  It was the best meal decision we made the whole trip.
Our waitress Dawn was excellent, she was very friendly, came by frequently and kept our glasses and bread full.  We had calamari, which was cooked perfectly, as an appetizer, I had the baked ravioli, my husband had rigatoni, my son had spaghetti with meatballs and my daughter had the soup and a side salad.  All of the food was excellent, and the portion sizes were very generous.  I would definitely recommend it to anyone visiting the area.",1.0
"Rosati's is an inviting place with really friendly owners and employees. It has a warm, comfortable feel, the pizza is always great and the beer is always cold!!",1.0
My wife purse was cut and wallet was stolen.  Reported to mall security office and police dept.  Mall security office was so unprofessional and basically no help at all.  Never shop at this outlet.  Heard other people got their wallets and belonings stolen by security office who said we are lucky we didn't have anything more important.   Is this right?  We lost total over  $ 1000 worse cash and gift cards and etc and we are lucky???   Worst experience ever at the outlet....,1.0
"It was an amazing experience. The hotel was average for me. Still friendly service but just felt like it could of been better overall. We didn't stay in the hotel that long due to going to the strip a lot and going to EDC. However gambled a few but lost lol. I guess this hotel didn't give me luck lol. Well we had a good nights stay and we shall might return to this hotel, it all depends. But thank you palms for a laid back hotel experience.",1.0
One of my favorite spots to eat. Very yummy pasties and you can wash them down with a nice selection of good beer. Highly recommend!,1.0
Wow !!!!! I call for directions and they keep hanging up on me ...... I guess I'm taking my money some place else . Bad customers service :\/,1.0
This is the best dental office I have ever been to. Dr. Greep is very professional. I had a lot of dental work done and he explained every step to me so I could understand. I didn't feel any pain. I highly recommend him.,1.0
"Fantastic meal. Don't come here with your wallet dictating what you spend. Come here and order with your heart. 

Order the prix fix Discovery Menu 
As you get 11 courses for only $169. A fantastic deal figuring that JR next door is gonna cost $445 for 18. (Please understand that's most main entrees and is 3* Michelin and quality goes up a great deal) 

Also going with two can be better as to order different main courses so you get to taste more. But the stuff Quail is king. I'd order that again and again. Let your date try the other haha. 

Now you should over look the a la cart menu and order a few extras. Always a good thing. 
*The langoustines fried with basil pesto is a thing. 
*Also the Solé pan seared bone in!!!!!! Must request with reservation for they run out. 

Next thing to do is enjoy your meal.",1.0
"Lucullus opens at Downtown Markham is kind of exciting. A real cafe setting that one can drink Hong Kong Style Milk Tea and enjoy some Chinese baked goods including Bo Lo Bao Pineapple Bun.

They even offers house roasted coffee. 

Meal Combo for $5 still available if you want some cheap eats.

Plastic bistro style chairs already wobbling, or maybe my friend put on some weight over the holidays.

A lot of potential.",1.0
"Worst place of all!  We are on the waiting list for my young one to get speech therapy!  It's 3 months now!!!  No appt whatsoever!  
I can't believe it can take up to one year to get an appt with this office!  We have HMO insurance!
If I have known this,  I would have asked my daughters primary care to referral us to another speech place.
We have wasted our time waiting and calling to check availability!

STAY AWAY UNLESS YOUR CHILD CAN WAIT FOR SPEECH THERAPY",1.0
"I'm very impressed!  I tried 5 of the (8?) beers on tap and truly enjoyed each one.  They have something for everyone.  Three Spirits thought about all the details before opening their doors.  From the pub facade to seating arrangements and beer selection, it's an all around great experience.  Dog friendly, too!  We were surprised to find a food truck here.  Will definitely check social media before our next visit to see if there's a food truck on site so we don't eat beforehand.  I think the truck there was called Spicy Wagon.  It smelled amazing. Anyway, check this brewery out!  It's within walking distance from LYNX Woodlawn Station so you have no excuse not to.",1.0
"This was my first time here and it was so amazing! Never had a pasty before so we ordered two, the portobello\/chicken and the oggie and both were so good. The atmosphere is really cute and the service was great. Would definitely come back!",1.0
