text,stars
Was so happy to find this little spot! So cute and cozy. Great place to bring your laptop. You can eat very very healthy- which is great. Juice bar - smoothies - salads - vegan - gluten free!! Yay!! Super friendly :-),1.0
I've been here several times the food and service are always been very good. The bacon wrapped dates and tacos al pastor were really good. Definitely take the staffs recommendations on what to order.  Everything they've recommended was really good.,1.0
"What a great find! This cozy restaurant welcomed my boyfriend and I very warmly. We sat at the bar and we're expertly helped by the bartender. He explained the menu in detail along with recommendations and secret items. He also helped us with the wine list and pairing suggestions. 

As for the food, the seafood was quite fresh and good but the panseared mushrooms is what got to me along with the coffee, chocolate and nut ice cream. A unison of sweet, rich, and salty. Gosh, I'm craving it now.

This is a wonderful place with an exceptional staff.",1.0
"Love this location! The orientation of the seating area is really open, and it's rarely packed. The staff has always been friendly when I've visited and the Google Wifi is one of the faster ones I've seen @ Starbucks locations. The only downside is that the parking lot is relatively small and is shared with an El Pollo Loco next door. Come to think of it, maybe that's why it's never packed in here...",1.0
It was okey a little pricey as all arabic food is. I always wonder why we don't get the appetizers fast like taboliy and baba ghanog these things supposed to be cooked already but you always have to wait a while after all is good but not the best.,1.0
"Having done my own resumes over the years it is stunning to see what a professional can do. This is money very well spent! The process is long, the questionnaire is comprehensive but put it all together and I done recognize my work history. Thank you Perfect Resume!!",1.0
"Normally, the service is better on slower days but they try hard, owner got involved to make service quicker.",1.0
"We used 777 for a local move here in Las Vegas and couldn't be happier. The three-man crew was extremely friendly, professional and above all else, took care of the items they were moving.  They broke down both bed sets and put them back together, which was a huge time saver.  Nothing was damaged in the move and they were attentive to where we wanted the items in our new house.  I feel confident recommending 777  movers to anyone and would use them again.",1.0
Great Service Best Prices Prices better than the machines at Walmart  also friendlier than Home Depot or Lowes,1.0
"This was my first experience with this groomer. I normally go to another one but if you do not make an appointment before you leave it is impossible to get one last minute or even a week out. 
At Zen dog, Jazzy did a fantastic job on Yoshi, I wanted him a little shorter for the summer but still a bit of length on his back (about half the size of his already grown out hair) she did exactly that. Thanks Jazzy, Yoshi looks beautiful.",1.0
"Had a great time with my Dad. Our tour guide Sam, was great! I think he and my dad are now best friends and I'm a little bit jealous lol. Only thing is this place people are calling Emerald Cave is a ""nook."" I thought Sam could push a button in the ""cave"" and have the back wall open up to a system of caves....but he's still working on his super powers and he did help me when the kayak tipped over so we can cut him a break. ;)",1.0
"En voyant les avis déjà laissés, je me doutais que j'allais me régaler. Ce que je ne savais pas, c'est que tous les autres restaurants japonais allaient désormais devenir fades pour moi ! :)

De passage un soir, il n'y avait plus de place pour manger sur place. Nous décidons donc de prendre à emporter et d'aller manger le tout dans un parc pas très loin (oui c'était en plein été !)
Je reste toujours très basique d'habitude, à savoir je prends des makis ou california au saumon, des sushis saumon. Alors lorsque j'ai vu la carte hyper originale je ne savais pas quoi faire ! Et j'ai décidé de me laisser tenter et surprendre par le menu Dégustation, qui proposait un assortiment d'un peu tout.
Et là, wahou ! Déjà la présentation était très jolie, mais c'était aussi un véritable festival pour mes papilles ! J'ai TOUT aimé. Mention spéciale aux ""sapins de Noël"".

Originalité, savoureux, fraicheur, voilà mon avis résumé en 3 mots !",1.0
"I always give a new haircut a few days to adjust and see what it does. I gotta tell ya, Yvonne did a PERFECT job on my hair! From the very first day it did just what I needed it too. The cut was literally just right right for my hair type. I am beyond thrilled I finally found my lady!!! Not only did Yvonne do an amazing cut but she was personable, and sweet and she made me want to hit her up to hang out like girlfriends haha she was seriously rad. I'll absolutely recommend her to everyone and most definitely be back as a regular. Thanks Yvonne!! You are awesome!!",1.0
"I love eating at Lili Cafe.. no detail is missed here!  The food is all awesome (the black bean burrito with avocado is my favorite!), great bakery treat options for dessert, a wide range of drink options (including my favorites- ""big berkey"" filtered water and locally made pressed juices) and they even have sriracha sauce which not all places have.  I seriously eat here like 2-3 times a week!  I love to sit outside when the weather is nice, but theres plenty of seating inside too.. and free wifi!",1.0
"The family that owns this restaurant also owns Li Wah, so it's no surprise that the food is delicious! The menu is large and a little on the pricey side, but worth it!",1.0
"Again very good experience. 2nd time bringing our Max (pekingese) to get his nail trimmed, teeth cleaned and a.g. cleaned. All was 'ala carte' and reasonably priced at $7 @. Which was perfect because thats all he needed.  (I prefer giving him a bath at home) The large pet stores always push you do the whole package. The lady that helped us was very friendly. They have bow and neck ties that they give to dogs that get the full service.  But the lady gave Max one. He looked so cute. Maybe next time he will get the full service.",1.0
I came here for a football Sunday. We got the $15 champagne bucket. Great atmosphere and staff. Will definitely be back.,1.0
"Wow.  Carbone really hit it out of the park.  Delicious all around. They start you with amazing house made bread with spicy salami and marinated cauliflower.  We had the fresh mozzarella and prosciutto for an appetizer. Very good. The spicy vodka sauce rigatoni suggested by our waitress was perfectly balanced. Tiramisu was very good.  Complimentary limoncello was a nice touch. Service was attentive, helpful, and friendly. Only criticism was the noise level which was worsened by the music, which was too loud.",1.0
"I came here with my friends earlier this evening for dinner. There wasn't a lot people waiting but we waited maybe about 10 mins for our table. We were seated in the party room, the one with the karaoke stage lol. Our server is a middle-aged ahjumma and she was so friendly and cheery! Is she always like that?? Lol anyway, I ordered the Steven's donkatsu (7.99) and the pieces are long and did not come with the typical donkatsu sauce. It came with a side of wasabi mayo which was still good. I also shared an order of jajangmyun + tangsooyuk combo (15.99)  - yes I know I'm a piggy what?! My friends got pork bone soup, kimchi with pork stew, and jajangmyun and they all enjoyed it. 

I also checked in for a free pop (even though I don't drink pop that often, but being Asian...I wanted to redeem a free drink lol). When we got our bill, I realized our server (the super cheery ahjumma) gave us the wrong bill. We quickly let another server know and the cheery lady came back and apologized and gave us our correct bill. 

Lastly, I find songcook has really good customer service! It's quite rare to have good service in Asian restaurants such as this one. So props to the management team for training their staff well! It definitely made our dining experience a great one! Will be back!",1.0
Walked in here on a Saturday morning while on my way to the gym. This is a tiny cafe on Dundas. This is not a sit down place. There is small bar which seats about 4 people. I got an almond chocolate croissant as they looked quite fresh. It was quite buttery and flaky. I loved the burst of almond flavour they had on the bottom. The croissant was pretty big and compared to Nadege I think it was a pretty good deal. They have an elektra espresso machine. They also had some freshly baked cookies and banana bread which I look forward to trying the next time I am in the neighbourhood!,1.0
Excellent fast delivery nice family people the food is. Great they know my boss by name they deliver on time Everytime with that great food of theirs,1.0
This place is like a little hidden gem. It's in the Stratosphere hotel casino by the retail shops. I got a cookie ice cream sandwich wow really good. Ice cream was delicious and the cookie was freshly baked could not believe the price either.,1.0
About the closest thing i can get to the orange and white whataburger out side of texas.  And they take credit cards now,1.0
"I came here because I needed a haircut fixed... And I have to say, it was all the great reviews this place had that made me go there. I'm so glad I did! Helen really hooked it up! My hair had a really bad bowl shape to it before I came in and I'm glad I chose to go there! All the ladies are super friendly, the atmosphere is relaxing. I'm definitely coming back!",1.0
"This was my first visit to this new establishment. I was immediately greeted at the door upon entering. I stopped by around 8 AM on a Sunday and you could tell the donuts were fresh because they hadn't put them away as of yet. I ordered the half dozen and my total ended up being around $10. It was a little more than I expected to pay for only six donuts. However, the apple fritters were probably the best I'd ever tasted. It seemed as if there were tiny pieces of apples that were hidden inside. The cronut was soft and flaky, it exceeded my expectations. Overall this is a decent place. I'd come back.",1.0
"Nice little cafe with trinkets and doodads for sale on the side. Very cool location, a converted nursery that now houses a couple of restaurants and shops in a quiet neighborhood setting. Solid breakfast offerings.",1.0
I really enjoy the customer service at Kaya.  I'm always greeted as soon as I come in and offered something to drink.  It is a beautiful and clean salon.  I have had Belle cutting my hair for a couple of years now and she is always very good to listen to what I would like and ask questions to verify.  She has given me great advice based on what I want and what my hair will do.  She is good at returning calls for scheduling appointments and if she is running behind she always text me to let me know.  I am always pleased with my cut and enjoy her personality greatly.,1.0
"So happy with my first tattoo done by Jeremy!! He was super patient and took the time to make sure my tattoo was exactly the size and shape I wanted it :) Two weeks later, my tattoo has almost completely health with no difficulties. I'll definitely be coming back. Highly recommend!",1.0
"Girlfriend and I stopped in for a midday meal-snack. So yummy. First we shared savoury buckwheat crepe with chicken, spinach, mushrooms, pesto, tomato topped with a dollop of hummus. Then shared dessert crepe of strawberry, banana and vanilla custard topped with vanilla sauce and nuts. Surprised that they were so large! Will definitely come again...",1.0
"We've gone to Brookside a handful of times over the years, mostly for their UFC fight nights (best in town, in our opinion).  Service can be so-so on fight nights.  We did have one specific waitress that we had three times in a tow that was just hands-down awful, that the next time we got her we were going to request someone else. Thankfully, we haven't seen her in a while and haven't had a huge issue with service since.  So on Father's Day my husband wanted to go to Brookside with his dad, who has never been.  We ordered the 50 wing deal and a few appetizers, along with a couple of beers for the dads.  We played pool as well.  We had a really good time, the waitress was attentive and kept the refills coming, food was hot and delish, and overall we had a really good time.  One of the best Father's Day my husband said.  So thank you Brookside and see you at the next UFC!",1.0
"The best food! The best service! Great looking after their recent renovation. We absolutely love Manuel's, everything is terrific.",1.0
Awesome selection. Friendly people. Great conversations. This place is everything a record store should be!,1.0
my favorite Ross very organized. good customer service . Prices are awesome. Only suggestion more friendly cashiers .,1.0
First time coming here and was not disappointed! Food was good as well as the service. The waiter was very personable and made sure we were satisfied. Will definitely be back.,1.0
"I've only eaten one thing here -- the fish tacos -- but they're so good, I don't see the point of ordering anything else.

You get two tacos on a plate.  They're so filling that my better half and I share one order, making it a very affordable dinner for two but slightly pricey for one.  (One order is 10.99.)

It's another fast-casual restaurant (love this trend, keep them coming!), cutely decorated with a Hawaiian surfer theme.  The tables look like old-time surf boards.

Now, on the tacos:  The regular order consists of chopped grilled (not fried) tuna with a delicious cole slaw, chunks of mango, and a creamy tangy sauce, all on two corn tortillas.  (They're easy to split with someone else because each taco is separate.)

The coleslaw is worth spot-lighting, it brings satisfying texture and crunch in a healthy package (cabbage is very good for you).",1.0
"I love this place. The food is always great. It's where me and my spouse hit it off and the rest is history.  It was a great fun, fast, date choice. Nothing fancy but always a good time.",1.0
"There are so many jewelers in town, it is hard to find a good one. In the Fashion Show Mall, I did just that. Michelle at Michael E Minden was very pleasant, upfront and honest, a rarity in Vegas jewelers. I had an idea what kind of ring I was looking for but wasn't sure of the exact style. I also needed a beautiful stone. I sat in the store and discussed both items with Michelle for about an hour. She was extremely helpful and told me some options for what I was looking for. 

I came back again a week later and decided on a mounting. I had also researched some stones online and sat and discussed them again with her. Again she was extremely helpful and even told me to purchase the stone I had found online at Blue Nile because they couldn't beat the price. I ended up getting three rings custom made and they set the stone beautifully. I learned more about diamonds than I ever thought possible. 

In the end I have found a jeweler I can trust and also has some great prices. 

Now the hard part... proposing :-)! 
Thank you for a great experience.",1.0
"Absolutely loved my experience here. Staff is so friendly and attentive. Walked me through the entire process. I typically don't eat crepe but after reading all the reviews, I had to give it a try. Would definitely be coming back here again.",1.0
"After 2 years of passing this place to and from work off the 215, my family and I finally decided to try this place. When we arrived, it was an interesting, yet nice theme to the building\/area. Having lived up North and in Texas, I was used to this scene and enjoyed the change from the typical Vegas restaurants. We were ""kinda"" greeted by a lot of cats roaming the area (they must get some food scraps at the end of the night or something). Regardless, my daughter enjoyed seeing those cats. If you're a dog lover, beware! Ha-ha. Anyways, while we were being seated, we got to pass the grill that was cooking all the different cut of meat...such a great sight to see all that. We didn't order any appetizers because I was getting myself prepped for the 32 oz New York Strip. No, that is not a type-o....I meant it all....32 ounces of pure, slab of cow!!! The cool thing about it is if you eat all of the steak, you get a free dessert! Though I'm not a dessert fan, it was a great deal for my family. I was especially shocked on how great the flavor and tenderness were on the steak, considering the size of it. It would be wrong to say the decor is a bit dated, because hey, it's a Western theme dang it... it's supposed to look this way!!! Overall, good service and great food. Thanks for the experience!",1.0
"I have been meaning to write a review for this place, this me I had a good friend visiting in from New York, we both were in the mood to go for something different, we took a stroll down young street and we found the dumpling Queen, I suggest if you are adventurous and not picky, then get the combination platter it will include seafood dumplings, more traditional style dumplings, both steamed and fried so there something there for every pallet especially if you're sharing, I found the restaurant itself traditional I've eaten at many dumpling place as before, the head chef is the mother and she been putting her love into all those dumplings every day for us to eat, if you're wondering who she is she is the lady in the front window cooking away, I didn't find it though I little hot inside they could use a little bit of better air-conditioning it did feel a little stuffy, but we did come on and extremely hot day, other than that the food is amazing don't miss out",1.0
"I LOVE this place!! As a native Floridian from the home of the Cuban sandwich (Tampa) I had been looking high and low for a real, authentic Cuban. When I walked in I immediately felt like I was home. The decor, the music, everything screams Miami and Cuba...Love.

The owner and the other lady working with her were wonderful. Delightful to talk to and very customer service oriented. 

Of course I had the Cuban and the owner forewarned me that it might be different than I was used to. Thing is, when I travel, in most places I don't expect to find REAL Cuban bread which if you don't know, makes a Cuban sandwich. 

The sandwich was amazing, exactly what I had hoped for. Perfectly marinated pork, just the right amount of topping and cheese and perfectly pressed. She also brought out a chipotle style dip that she made to go with the sandwich that gives it a little extra something. I dipped into it a few different times and it was awesome but for the most part I stuck with the original because that's what makes me feel at home. 

One more thing....the owner is by trade a graphic designer and has lots of cool art and jewelry for sale as well. 

MUST TRY spot in Cleveland!",1.0
"Two Words: MUST GO!

I have probably been here 20 times. It is THAT good.  I am lucky enough that every time I go, I get a seat everytime. I have drove by where I see a line forming outside (yikes!).It is not exactly a ""take-you-out-on-a-first-date"" atmosphere, but it is more of a hole-in-the wall. 

There are an array of dishes and one can easily order one too many dishes! So, I will provide you with my ALL-TIME Favorites:

Roasted Duck - Crispy skin and thin meat
Chicken Rice Porridge - creamy bowl of congee
Combination Chow Mein
BBQ Pork

I have tried many items on this menu and I can tell you that their dishes are high quality. This is not exactly healthy, but the food here is very authentic and consistent! For the quality of the food, it is quite inexpensive. Trust me, I have been here 20+ times!

Service is great and fast! If you come here and there is a line, go next door for some happy hour drinks or just wait! 

Additional Notes:
Parking: At peak hours, you may not find parking at night. You can risk parking across the street (you may get a ticket).
Cash Only!
Closed Fridays",1.0
"Man I'm so happy I discovered this place.  The same owners used to run the ""Original Greek Gyro"" in Cuyahoga Falls and I was very sad when that closed.  I went a year without a decent Gyro.  We were in Medina on some errands and looked to Yelp for a lunch idea and this place had the ratings to draw us in.  As soon as I got inside I recognized the faces, the food, and the decor.

Order the Gyro, it's the best one I've ever had in my life.  I get the platter because it's like three Gyros in one big plate.

Everything there is fresh made, fresh cut, and made with love and care.

I'm so happy I accidentally re-discovered one of my favorite places to eat that I thought was gone forever.",1.0
"Absolutely an amazing experience. I had the Yerba mate and took some empanadas home. Really delicious! The space is welcoming, the service is wonderful. A real neighborhood gem",1.0
"We have been to almost every Roy's in the country. Some of them numerous times! We are always very happy with the quality of the food, our favorite is the butterfish and the hot lava soufflé.  

Especially impressed with the Las Vegas Roy's, because of the manager Bryce. There was a promotion in the front of the menu, and we thought it applied to us, and it may not have, but Bryce took care of us anyway because he realized the wording was confusing. It was really excellent his level of customer service, because we have probably spent thousands of dollars at Roy's over the years.  Due to his consideration, we will continue to!",1.0
"This has to be the absolute cleanest of the Lodge chain I have ever visited. No smoke smell.  It is obvious that the staff takes pride in the cleanliness.

Came in here on a graveyard shift.  Aaron was the bartender.  Friendly and acommodating.  Made sure that my eggs were hard boiled for my breakfast!  I don't find many places that will do that.  Food was good, Aaron was super friendly, and it was an overall good experience.",1.0
This place is great! The staff is awesome. The vegetarian poutine is ridiculously good and I can never seem to leave here without a Churro cookie!,1.0
"This place is awesome - a real a hidden gem.  With so much competition surrounding them, Urban Crawfish Station goes out of their way to stand tall among their peers. If you want finger licking good food served by staff that goes above and beyond to make you feel welcomed, then you definitely want to try this place.  And if you're fortunate to get Billy as a server, you won't be disappointed!! He went out of his way to take care of us. The décor is fresh. Restaurant is large,  open and very clean. Check this place out of you are ever in the area.  

We ordered a la carte - shrimp, lobster and sausage boil in their signature sauce, house fried rice, and dynamite baked oysters - enjoyed every single bite.",1.0
"Really awesome breakfast! We had the triathlete omelette, the bacado omelette and split a waffle. Everything was great! The coffee was hot and fresh, the food was perfectly prepared and the staff was top notch. Definitely recommend a stop at First Watch!",1.0
"Amazing place, I will recommend to everybody........the staff is knowledgable and very friendly. 
Dr. Defelice is amazing and so kind.",1.0
"From 2\/24\/16

Came here for a noodle fix! Itsy Bitsy Ramen and Whiskey is located in the Ogden. Once inside you are hit with beautiful decor and a pretty bar. 

We were seated and ordered our food. We got a few shrimp and beef skewers, and then the ramen which comes in steps. Step one pick your noodles (thin or thick) step 2 pick your broth,  Step 3 pick your toppings- and bam you just got a bowl of delicious ramen!

Our food was amazing, loved the ramen, and will be back for more when I am downtown.",1.0
Came in for a quick B&B. (Beer and Bounce) Was brewery hoping around town and made SanTan our last stop. Grabbed a spot at the end of the bar and ordered a HopShock. Love that IPA! Our bartender was really cool! Hooked it up with some stickers! Thanks for those!,1.0
"I been coming to this restaurants for many many years and I must say is always consistent, the food, the service and the cleanliness of the place, all very important points in my book, we love the kalbi ribs, yummmmm and Aloha",1.0
"I have been eating at this chain for about 3 years now.  We go there mostly because the kids like it.  The last few times I have been to this location I have noticed that the people are extraordinarily friendly.  The employs are all smiling and seem to do the little things that make you feel like they care about your business.  We tend not to eat at chains, but the people at this store have a sincere way about them and will walk over to you to make sure you are finding everything okay.  The food is good like you would expect from a Pei Wei.

If you like Chinese American food Pei Wei is a nice mix.  There is always plenty of fortune cookies and chopsticks.  It is a clean place and it is fairly fast, without tasting like fast food.
If your are introducing your children to Chinese Food this is a nice place to start.",1.0
"For a fast-food, strip-mall pizza chain, I was impressed. Good cheap eats ... seemed like high quality ingredients and the pizzas were tasty. Prices were reasonable too.",1.0
"Deliciously outside my comfort zone...

I eat out a TON, however the types of cuisines I frequent are standard things like Italian, Seafood, French, etc... Overall I'm pretty selective. However I decided to take a step out of my comfort zone and Dailo didn't disappoint. 

We almost ordered everything on the menu, and are all items I would order again. Service was fantastic, the ambiance was fantastic... Highly recommended. No brainer.",1.0
I took my mom here for a pedicure because I felt like it would be nice to treat her. Great customer service and their receptionist Julissa is a complete beauty! I now try to take my mom every weekend just so I can go see this receptionist. My mom's all for it! Ha!,1.0
"Had a really great AYCE experience last night.  The service was spot on.  My only concern was they didn't have Arnold Palmer?  They had ""cans"" of lemonade this had to order a can of lemonade and a ice tea.  Found that very odd.  Never saw it before.  Anyway, the sushi was fresh and roll choices extensive.  And they do 1\/2 rolls.  Which puts them in top three for AYCE sushi in Vegas.  You must try. For 25.99 you can't go wrong....",1.0
"I don't think there's any other restaurant in Montreal that has so much variety in terms of Poutine. There's something for everyone - even the vegans. 

I love it!",1.0
"Wow. This place is amazing!!! We are staying in the W Hotel and wanted a casual but delicious dinner and this place definitely delivered! We ordered two things off the secret menu - the spicy cow and the cheesy tots, and my aunt got the Cali burger and we shared the beet & goat cheese salad with arugula. Everything we ate was absolutely phenomenal! The spicy cow had a little bite to it but it definitely wasn't too spicy.  The cheesy tots were amazing and generally everything was just delicious. Also you must save room for the hot chocolate chip cookie with vanilla ice cream!!! The service was great too - can't leave that out right! 
P. S. remember to tip your servers! 20% is standard!",1.0
"I often grab lunch in this cool and modern restaurant.  I've never had a bad meal here and the service is always top notch.  If you have calories to spare, try one of their specialty shakes.  Oh, and the sweet potato fries are heavenly!",1.0
"Has anyone ever heard of SUSHI PIZZA?!?!  I hadn't either!  So I had to try it out.......  Soooo good!  A must-try if you are sharing with someone!  I ordered a half size, and it was loaded with fresh sushi pieces.  I can't imagine what a full size looks like!! Try one!  You won't regret",1.0
Great coffee and croissanten :) Very nice people working there! Great place for a morning coffee.,1.0
Excellent Steak and Seafood! Bone in Filet is amazing!! Also the sweet and spicy shrimp is excellent!!! One of my favorite places!,1.0
AJ is awesome. Answered his phone at 8:30pm when EVERY other mobile RV repair didn't. Helped diagnose over the phone and gave a quick temporary fix. Called me back later that night to follow-up and see how the fix went. Then worked me into his busy schedule and came out to the RV park for the permanent fix. Definitely our guy to call for RV repairs in the Phoenix area.,1.0
"Friendly staff. Tasty menu. Great live entertainment while at brunch today. Pretty helpful when it comes to gluten free options, although they don't have a specific GF menu. Would like to see the staff take a little more pride in appearance to be honest.",1.0
"The food was really really good. I got a breakfast item and enjoyed every bite. 

The service was a tiny bit iffy but I was with a large group of people so think that's what influenced it. 

The large group ordered pretty much everything on the menu and only one person out of the group had anything less than glowing to say about the food. I would totally go back!",1.0
"This is the first time I've got my hair cut on vacation in Vegas. Booking online was easy. Nikki is magic! She not only gave me a great cut, but added a gorgeous gloss to fix my unintentionally ombré hair which I screwed up at home with a box kit. Complete win!",1.0
The delivery was on time. The food was very good. Macaroni Salad was one of a kind. The family pack fed 6 people and there were leftovers. Highly recommend. Great value!,1.0
The food and service was exceptional!  It also has a nice view facing the Las Vegas strip.,1.0
"Paid $ 151 (including tax）not including tip for two on July 3rd, holiday prices， more expensive, more waiting time, as others wait from 7 to 9pm, their food are fresh, but not too big I mean seafood. Nice area, too many people. I love their crab legs, crawfish. Their oysters are not that kind of fantastic. I love their deserts.",1.0
I love getting my nails done here. I go to Kevin. I call at last minute and he always gets me in. His work is fabulous. Thanks Regal Nails,1.0
"Resto donc tout l'été j'ai vu tout l'été les renos pour qu'il ouvre...et quand celui-ci à ouvert, j'ai toujours vu beaucoup de gens à l'intérieur. Anciennement, La Cortina, resto connu à Rdp, j'ai commandé. Les plats du genre hamburger frites sont environs 13$ +tx...mais vous allez comprendre que c'est LE HAMBURGER. Tse pas relish ketchup mayo...ils ont tout, ils sont gros. Moi, j'ai commandé un sous-marin...je ne suis pas trop une sous-marin girl...mais celui special Rottonda avec pleins de sorte de viande...me donnait l'eau à la bouche...et comme de fait..MALADE. Capicolli, peperroni et je me souviens plus quoi...La mayo épicée qui est fournit avec les frites est délicieuse. C'est sûre que dès que l'occasion ce présente, je vais aller manger directement là...et en plus ils ont des menus midi!!! Ahhh et le plus fou...LIVRAISON EN MOINS DE 20 MIN.!!!",1.0
"We pass by this place every time we head to Boulder City for a relaxing day but never really concidered eating there until yesterday. After seeing the great Yelp reviews, we decide to try it. We were not disappointed! I had the #1 (6 wings, fries and a drink) with ""medium"" sauce. Not only were the wings big but I got 7 wings in my basket. The wings have a very light flour dredge ans nicely sauced. The shoestring fries were very crispy but not overcooked at all and nothing was greasy. Only thing I saw missing was a selection of ""good"" beer but they did have some Bud products. I decided to hold off until we got to Boulder Dam Brewing.",1.0
"Had some time to ""burn"", great place to enjoy a good cigar and relax. Alan is great! Nice selection and hand rolling to boot! Gotta go when in Vegas!!",1.0
"Brought the whole family over the Labor Day weekend and we really had a riot where everyone got to try out our 2 guns. It's a real nice place, and decent guests there too, with a lot of couples from 18 to 75, as well as families     with a lot of young kids that were well behaved.
I can't say enough good things about the range staff.
Stacey especially was wonderful and took a lot of time instructing my kids and the whole group on proper gun safety and gun operations one at a time. You can tell she really knows her stuff and she really enjoys helping others learn and develop a love of guns and sport shooting.

We will definitely come back soon for another fun outing with everyone along with us!",1.0
"Went here for restaurant week, ordered the tenderloin and my wife had the filet. Both dishes were incredible. Our waiter was very helpful and helped us choose the best option for food and drinks

The regular menu looked amazing but expensive. Would def come back on a special date night",1.0
"Finally got to try this place and it was such a pleasant experience! I got the chicken & mushroom pie, my bf got the carmelized croissant and my daughter had the mac & cheese. I loved the flavor of my pie! It was so savory and the actual dough was soft and flaky. My daughter enjoyed her mac & cheese and my bf liked his sweet treat as well! The owner was so nice and accommodating! Will definitely be back :)",1.0
"Walking in here based on the reviews i read on Yelp. 

I needed to get a battery changed and 2 watch bracelets sized. They were very friendly and honest in helping me. The service was quick too. The price was very fair. I would recommend this place to others anyday!",1.0
"Raul and Theresa's is the only mexican restaurant we will eat at.  Absolutely the best fajitas, chips and beans!  The service is friendly and prompt. The food isn't salty at all and they are very willing to make any changes that you request (no salt, gluten, add spice, etc.)  Make sure you visit this location bc their original location on MC85 is under new ownership wit different recipes.",1.0
"Clean, fast, friendly, and they did a bang-up job! I would definitely recommend this place to anyone looking for a wax.",1.0
"This is the best Mexican ice cream shop that I've been to in Vegas! The menu has endless, delicious items and the staff is very friendly. The place is also very clean.",1.0
"Believe everything that people are saying about the fried chicken at this place. Unless they are saying its bad. Don't believe those people - they know nothing.

The fried chicken is delicious. Its crunch and juicy and has both a savoury and sweet vibe to it. Its just magical. I will dream about it until I have more. 

Also ordered the oysters (fresh) and the dirty nachos which were so simple yet so good - the best part is that there weren't those lonely, cheeseless nachos at the bottom - every nacho was smothered in the delicious cheese sauce (think movie theatre cheese but real). 

everyday 5-7 pm gets you half priced oysters ($8 for 6 oysters) and $2\/piece of chicken.

go now.",1.0
"Who cares about the long line when your know what waits for you at the end  ... if you time it right it's worth the wait.  Best espresso drinks ... but what I appreciate most of all is the morning crew at this location! LOVE them. They haven't messed up my annoying custom drink once (my tiny splash of cream is always spot on) They always remember me, they are consistent in their coolness and they always keep it moving.  Always appreciated!",1.0
